record_id,date,record_type,severity,service,owner,status,linked_jira,linked_pr,linked_incident,summary,evidence
DRA-00728,2022-01-10,open_question,,order-ledger,Nora Singh,mitigated,ATLAS-5900,PR-5923,,Open_Question for order-ledger: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00729,2022-01-12,risk,high,inventory-reservation,Grace Kim,mitigated,ATLAS-1489,PR-9782,,Risk for inventory-reservation: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00730,2022-01-14,blocker,low,cart-service,Grace Kim,open,ATLAS-4140,PR-8914,,Blocker for cart-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00731,2022-01-16,risk,high,inventory-reservation,Ravi Patel,watching,ATLAS-3959,PR-5808,,Risk for inventory-reservation: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00732,2022-01-18,open_question,,order-ledger,Samir Rao,watching,ATLAS-4711,PR-12514,,Open_Question for order-ledger: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00733,2022-01-20,risk,critical,order-ledger,Jon Bell,closed,ATLAS-1084,PR-10109,,Risk for order-ledger: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00734,2022-01-21,blocker,low,loyalty-service,Luca Moretti,open,ATLAS-5669,PR-9992,,Blocker for loyalty-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00735,2022-01-23,decision,,payment-orchestrator,Ben Carter,open,ATLAS-4392,PR-5281,,Decision for payment-orchestrator: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00736,2022-01-25,assumption,,auth-gateway,Maya Chen,closed,ATLAS-5712,PR-9416,,Assumption for auth-gateway: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00737,2022-01-27,blocker,low,loyalty-service,Victor Silva,watching,ATLAS-3921,PR-7233,,Blocker for loyalty-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00738,2022-01-29,blocker,medium,loyalty-service,Elena Petrova,mitigated,ATLAS-3988,PR-5060,PD-2868,Blocker for loyalty-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00739,2022-01-30,risk,medium,search-recommendations,Priya Nair,open,ATLAS-6179,PR-6888,,Risk for search-recommendations: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00740,2022-02-01,assumption,,auth-gateway,Fatima Noor,closed,ATLAS-6088,PR-10458,,Assumption for auth-gateway: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00741,2022-02-03,risk,high,cart-service,Noah Evans,open,ATLAS-2541,PR-5449,,Risk for cart-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00742,2022-02-05,open_question,,payment-orchestrator,Elena Petrova,mitigated,ATLAS-5101,PR-11226,PD-2224,Open_Question for payment-orchestrator: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00743,2022-02-07,risk,medium,tax-service,Luca Moretti,mitigated,ATLAS-1930,PR-5219,,Risk for tax-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00744,2022-02-09,decision,,search-recommendations,Victor Silva,mitigated,ATLAS-5132,PR-6193,,Decision for search-recommendations: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00745,2022-02-10,blocker,critical,checkout-api,Yara Haddad,watching,ATLAS-5091,PR-6207,,Blocker for checkout-api: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00746,2022-02-12,open_question,,notification-service,Iris Wang,mitigated,ATLAS-4506,PR-10568,PD-2309,Open_Question for notification-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00747,2022-02-14,decision,,inventory-reservation,Noah Evans,mitigated,ATLAS-6163,PR-5995,,Decision for inventory-reservation: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00748,2022-02-16,risk,critical,search-recommendations,Noah Evans,accepted,ATLAS-1987,PR-5334,,Risk for search-recommendations: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00749,2022-02-18,blocker,high,payment-orchestrator,Anika Sharma,closed,ATLAS-3837,PR-7090,,Blocker for payment-orchestrator: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00750,2022-02-19,action,,auth-gateway,Anika Sharma,closed,ATLAS-2104,PR-5420,,Action for auth-gateway: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00751,2022-02-21,blocker,critical,payment-orchestrator,Mateo Garcia,watching,ATLAS-4639,PR-5813,PD-2417,Blocker for payment-orchestrator: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00752,2022-02-23,risk,low,payment-orchestrator,Noah Evans,mitigated,ATLAS-1205,PR-7031,,Risk for payment-orchestrator: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00753,2022-02-25,blocker,high,notification-service,Dmitri Volkov,closed,ATLAS-1677,PR-9127,PD-2415,Blocker for notification-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00754,2022-02-27,open_question,,checkout-api,Dmitri Volkov,mitigated,ATLAS-1328,PR-9210,,Open_Question for checkout-api: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00755,2022-02-28,assumption,,analytics-pipeline,Harper Lee,watching,ATLAS-2554,PR-10025,,Assumption for analytics-pipeline: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00756,2022-03-02,blocker,critical,payment-orchestrator,Kim Tan,closed,ATLAS-2021,PR-6941,,Blocker for payment-orchestrator: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00757,2022-03-04,decision,,analytics-pipeline,Priya Nair,mitigated,ATLAS-2606,PR-9377,PD-2811,Decision for analytics-pipeline: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00758,2022-03-06,blocker,medium,pricing-engine,Ravi Patel,closed,ATLAS-4564,PR-10265,,Blocker for pricing-engine: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00759,2022-03-08,risk,critical,order-ledger,Owen Brooks,accepted,ATLAS-5166,PR-5580,,Risk for order-ledger: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00760,2022-03-10,assumption,,auth-gateway,Sara Novak,watching,ATLAS-5208,PR-7993,PD-2452,Assumption for auth-gateway: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00761,2022-03-11,action,,inventory-reservation,Fatima Noor,watching,ATLAS-1598,PR-5870,,Action for inventory-reservation: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00762,2022-03-13,action,,auth-gateway,Sara Novak,watching,ATLAS-5925,PR-9603,PD-2717,Action for auth-gateway: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00763,2022-03-15,risk,high,analytics-pipeline,Luca Moretti,open,ATLAS-1161,PR-6149,,Risk for analytics-pipeline: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00764,2022-03-17,action,,inventory-reservation,Mateo Garcia,watching,ATLAS-1032,PR-8187,,Action for inventory-reservation: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00765,2022-03-19,risk,high,analytics-pipeline,Priya Nair,closed,ATLAS-5634,PR-5961,,Risk for analytics-pipeline: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00766,2022-03-20,decision,,payment-orchestrator,Kim Tan,accepted,ATLAS-4793,PR-9128,,Decision for payment-orchestrator: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00767,2022-03-22,assumption,,order-ledger,Grace Kim,accepted,ATLAS-3523,PR-5483,,Assumption for order-ledger: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00768,2022-03-24,decision,,auth-gateway,Fatima Noor,accepted,ATLAS-4331,PR-12023,PD-2703,Decision for auth-gateway: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00769,2022-03-26,assumption,,notification-service,Iris Wang,closed,ATLAS-1389,PR-12268,,Assumption for notification-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00770,2022-03-28,decision,,auth-gateway,Dmitri Volkov,watching,ATLAS-5747,PR-10557,,Decision for auth-gateway: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00771,2022-03-30,blocker,medium,inventory-reservation,Mateo Garcia,open,ATLAS-5552,PR-6707,,Blocker for inventory-reservation: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00772,2022-03-31,assumption,,inventory-reservation,Ben Carter,accepted,ATLAS-1024,PR-9965,,Assumption for inventory-reservation: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00773,2022-04-02,open_question,,pricing-engine,Harper Lee,mitigated,ATLAS-4147,PR-5209,,Open_Question for pricing-engine: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00774,2022-04-04,assumption,,auth-gateway,Nora Singh,open,ATLAS-3168,PR-12171,,Assumption for auth-gateway: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00775,2022-04-06,open_question,,checkout-api,Samir Rao,watching,ATLAS-5577,PR-5200,,Open_Question for checkout-api: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00776,2022-04-08,decision,,payment-orchestrator,Elena Petrova,mitigated,ATLAS-5826,PR-6246,PD-2774,Decision for payment-orchestrator: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00777,2022-04-09,assumption,,inventory-reservation,Harper Lee,mitigated,ATLAS-2165,PR-12231,,Assumption for inventory-reservation: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00778,2022-04-11,decision,,payment-orchestrator,Mateo Garcia,watching,ATLAS-3656,PR-11278,,Decision for payment-orchestrator: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00779,2022-04-13,blocker,low,tax-service,Elena Petrova,mitigated,ATLAS-2500,PR-6765,PD-2133,Blocker for tax-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00780,2022-04-15,decision,,cart-service,Ravi Patel,mitigated,ATLAS-5076,PR-5291,,Decision for cart-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00781,2022-04-17,risk,medium,inventory-reservation,Anika Sharma,mitigated,ATLAS-2459,PR-7315,PD-2566,Risk for inventory-reservation: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00782,2022-04-19,blocker,critical,search-recommendations,Owen Brooks,watching,ATLAS-4789,PR-10186,PD-2485,Blocker for search-recommendations: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00783,2022-04-20,open_question,,inventory-reservation,Harper Lee,open,ATLAS-4870,PR-8612,,Open_Question for inventory-reservation: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00784,2022-04-22,decision,,analytics-pipeline,Yara Haddad,mitigated,ATLAS-1867,PR-6422,PD-2558,Decision for analytics-pipeline: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00785,2022-04-24,action,,pricing-engine,Maya Chen,accepted,ATLAS-2104,PR-7538,,Action for pricing-engine: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00786,2022-04-26,risk,low,analytics-pipeline,Ravi Patel,open,ATLAS-2405,PR-6338,,Risk for analytics-pipeline: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00787,2022-04-28,open_question,,search-recommendations,Elena Petrova,accepted,ATLAS-2613,PR-6599,,Open_Question for search-recommendations: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00788,2022-04-29,risk,high,pricing-engine,Priya Nair,open,ATLAS-6109,PR-7700,,Risk for pricing-engine: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00789,2022-05-01,open_question,,checkout-api,Sara Novak,closed,ATLAS-2764,PR-7211,PD-2506,Open_Question for checkout-api: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00790,2022-05-03,risk,low,pricing-engine,Dmitri Volkov,accepted,ATLAS-5643,PR-6325,,Risk for pricing-engine: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00791,2022-05-05,assumption,,pricing-engine,Elena Petrova,watching,ATLAS-2947,PR-5202,,Assumption for pricing-engine: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00792,2022-05-07,risk,high,inventory-reservation,Fatima Noor,watching,ATLAS-2337,PR-8946,,Risk for inventory-reservation: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00793,2022-05-08,action,,cart-service,Owen Brooks,mitigated,ATLAS-1357,PR-6434,,Action for cart-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00794,2022-05-10,open_question,,cart-service,Maya Chen,closed,ATLAS-1135,PR-8303,,Open_Question for cart-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00795,2022-05-12,open_question,,loyalty-service,Anika Sharma,open,ATLAS-3240,PR-10432,,Open_Question for loyalty-service: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00796,2022-05-14,risk,medium,analytics-pipeline,Luca Moretti,closed,ATLAS-1935,PR-10148,,Risk for analytics-pipeline: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00797,2022-05-16,decision,,order-ledger,Samir Rao,open,ATLAS-1255,PR-8925,,Decision for order-ledger: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00798,2022-05-18,decision,,loyalty-service,Sara Novak,watching,ATLAS-4401,PR-7681,,Decision for loyalty-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00799,2022-05-19,open_question,,loyalty-service,Jon Bell,open,ATLAS-1632,PR-5899,,Open_Question for loyalty-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00800,2022-05-21,action,,cart-service,Iris Wang,accepted,ATLAS-2371,PR-7504,,Action for cart-service: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00801,2022-05-23,action,,pricing-engine,Ravi Patel,open,ATLAS-6174,PR-8892,,Action for pricing-engine: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00802,2022-05-25,blocker,medium,inventory-reservation,Nora Singh,accepted,ATLAS-4338,PR-6924,,Blocker for inventory-reservation: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00803,2022-05-27,open_question,,order-ledger,Anika Sharma,watching,ATLAS-1745,PR-8408,,Open_Question for order-ledger: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00804,2022-05-28,open_question,,cart-service,Ben Carter,accepted,ATLAS-5354,PR-5520,,Open_Question for cart-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00805,2022-05-30,action,,search-recommendations,Ravi Patel,accepted,ATLAS-5352,PR-5521,PD-2624,Action for search-recommendations: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00806,2022-06-01,decision,,analytics-pipeline,Samir Rao,mitigated,ATLAS-5904,PR-8485,,Decision for analytics-pipeline: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00807,2022-06-03,action,,order-ledger,Luca Moretti,mitigated,ATLAS-5814,PR-7458,,Action for order-ledger: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00808,2022-06-05,blocker,critical,analytics-pipeline,Nora Singh,open,ATLAS-5803,PR-9548,PD-2097,Blocker for analytics-pipeline: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00809,2022-06-07,action,,analytics-pipeline,Victor Silva,mitigated,ATLAS-1967,PR-10109,PD-2068,Action for analytics-pipeline: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00810,2022-06-08,blocker,high,order-ledger,Yara Haddad,open,ATLAS-1187,PR-8965,,Blocker for order-ledger: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00811,2022-06-10,risk,high,cart-service,Ravi Patel,open,ATLAS-5106,PR-8426,,Risk for cart-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00812,2022-06-12,decision,,pricing-engine,Noah Evans,closed,ATLAS-5580,PR-5863,,Decision for pricing-engine: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00813,2022-06-14,blocker,high,search-recommendations,Nora Singh,accepted,ATLAS-4905,PR-6317,,Blocker for search-recommendations: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00814,2022-06-16,open_question,,checkout-api,Yara Haddad,mitigated,ATLAS-4381,PR-8440,,Open_Question for checkout-api: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00815,2022-06-17,decision,,checkout-api,Mateo Garcia,open,ATLAS-5200,PR-8186,,Decision for checkout-api: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00816,2022-06-19,risk,critical,order-ledger,Nora Singh,accepted,ATLAS-1044,PR-8815,,Risk for order-ledger: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00817,2022-06-21,blocker,medium,search-recommendations,Elena Petrova,open,ATLAS-2803,PR-8694,,Blocker for search-recommendations: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00818,2022-06-23,risk,low,checkout-api,Ravi Patel,closed,ATLAS-3327,PR-7736,,Risk for checkout-api: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00819,2022-06-25,open_question,,search-recommendations,Mateo Garcia,accepted,ATLAS-4690,PR-6690,PD-2469,Open_Question for search-recommendations: database migration needs rehearsal.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00820,2022-06-26,action,,loyalty-service,Mateo Garcia,open,ATLAS-1587,PR-7038,PD-2198,Action for loyalty-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00821,2022-06-28,open_question,,pricing-engine,Kim Tan,mitigated,ATLAS-1643,PR-6654,PD-2785,Open_Question for pricing-engine: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00822,2022-06-30,blocker,low,notification-service,Iris Wang,watching,ATLAS-3216,PR-5564,,Blocker for notification-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00823,2022-07-02,assumption,,checkout-api,Priya Nair,accepted,ATLAS-4123,PR-7688,,Assumption for checkout-api: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00824,2022-07-04,assumption,,search-recommendations,Mateo Garcia,closed,ATLAS-4376,PR-8016,,Assumption for search-recommendations: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00825,2022-07-06,action,,payment-orchestrator,Owen Brooks,accepted,ATLAS-1537,PR-8623,PD-2130,Action for payment-orchestrator: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00826,2022-07-07,assumption,,auth-gateway,Grace Kim,accepted,ATLAS-5230,PR-5131,,Assumption for auth-gateway: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00827,2022-07-09,risk,low,tax-service,Maya Chen,mitigated,ATLAS-3370,PR-8913,PD-2882,Risk for tax-service: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00828,2022-07-11,decision,,order-ledger,Owen Brooks,watching,ATLAS-2174,PR-12251,,Decision for order-ledger: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00829,2022-07-13,blocker,low,order-ledger,Aisha Khan,mitigated,ATLAS-5209,PR-9839,,Blocker for order-ledger: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00830,2022-07-15,risk,low,order-ledger,Owen Brooks,accepted,ATLAS-5064,PR-5423,,Risk for order-ledger: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00831,2022-07-16,blocker,high,tax-service,Noah Evans,mitigated,ATLAS-5690,PR-9405,,Blocker for tax-service: rollback owner must be assigned.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00832,2022-07-18,decision,,tax-service,Ben Carter,closed,ATLAS-5825,PR-6380,,Decision for tax-service: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00833,2022-07-20,risk,medium,search-recommendations,Anika Sharma,open,ATLAS-5741,PR-8708,,Risk for search-recommendations: QA evidence is missing.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00834,2022-07-22,open_question,,checkout-api,Dmitri Volkov,closed,ATLAS-5722,PR-9684,,Open_Question for checkout-api: support escalation macro must be updated.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00835,2022-07-24,blocker,critical,auth-gateway,Elena Petrova,mitigated,ATLAS-2918,PR-5970,,Blocker for auth-gateway: latency burn must stay below threshold.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
DRA-00836,2022-07-26,assumption,,tax-service,Dmitri Volkov,watching,ATLAS-4798,PR-12269,,Assumption for tax-service: feature flag remains required.,"Evidence: Teams decision, Confluence runbook, Jira acceptance criteria, Grafana metric, and PagerDuty incident history."
