event_id,event_type,repo,branch,pr_id,commit_sha,release_id,title,author,created_at,merged_at,status,files_changed,additions,deletions,linked_issues,linked_incidents,services,risk_notes,review_outcome
GH-03195,commit,atlas-data,release-pricing-engine-2021,,0000c7be8348,,pricing-engine: fix incident follow-up and regression tests,Harper Lee,2021-10-04,,approved,19,124,633,ATLAS-1051,PD-2266,pricing-engine,watch p95 latency,changes requested
GH-03196,commit,atlas-payments,main-cart-service-2021,,0000c7c45e74,,cart-service: add source-grounded validation for rollout,Harper Lee,2021-10-08,,open,21,86,542,ATLAS-4499,,cart-service,watch p95 latency,release captain approved
GH-03197,review,atlas-payments,feature-checkout-api-2021,PR-8197,0000c7d5d21d,,checkout-api: fix incident follow-up and regression tests,Maya Chen,2021-10-08,2021-10-17,approved,40,696,390,ATLAS-5328,PD-2095,checkout-api,needs QA evidence,approved
GH-03198,commit,atlas-infra,feature-auth-gateway-2021,,0000c7e2736a,,auth-gateway: migrate legacy path behind feature flag,Fatima Noor,2021-10-06,,approved,32,1310,179,ATLAS-1509,PD-2364,auth-gateway,watch p95 latency,auto merged
GH-03199,review,atlas-web,release-tax-service-2021,PR-8199,0000c7f946d9,,tax-service: migrate legacy path behind feature flag,Anika Sharma,2021-10-07,2021-10-16,open,13,1395,877,ATLAS-3210,,tax-service,watch p95 latency,auto merged
GH-03200,review,atlas-checkout,feature-pricing-engine-2021,PR-8200,0000c802ab2f,,pricing-engine: migrate legacy path behind feature flag,Elena Petrova,2021-10-05,2021-10-09,closed,7,764,759,ATLAS-5734,,pricing-engine,low risk,changes requested
GH-03201,commit,atlas-payments,release-pricing-engine-2021,,0000c8180f20,,"pricing-engine: update runbook, dashboards, and alert thresholds",Grace Kim,2021-10-10,,released,23,1014,742,ATLAS-3659,,pricing-engine,needs QA evidence,auto merged
GH-03202,pull_request,atlas-checkout,main-analytics-pipeline-2021,PR-8202,0000c82ec295,,analytics-pipeline: fix incident follow-up and regression tests,Ravi Patel,2021-10-10,2021-10-17,merged,40,211,527,ATLAS-1823,,analytics-pipeline,watch p95 latency,approved
GH-03203,commit,atlas-data,feature-auth-gateway-2021,,0000c839b729,,auth-gateway: reduce latency and improve retry behavior,Nora Singh,2021-10-09,,merged,1,1253,170,ATLAS-1136;ATLAS-5231,,auth-gateway,requires rollback plan,changes requested
GH-03204,commit,atlas-orders,release-notification-service-2021,,0000c84f82a2,,notification-service: fix incident follow-up and regression tests,Priya Nair,2021-10-09,,open,2,978,734,ATLAS-4969;ATLAS-1137,,notification-service,database migration risk,release captain approved
GH-03205,release,atlas-mobile,main-inventory-reservation-2021,,0000c859919c,REL-2021.4.5,inventory-reservation: reduce latency and improve retry behavior,Grace Kim,2021-10-10,,open,23,1198,389,ATLAS-1654;ATLAS-3785,,inventory-reservation,low risk,changes requested
GH-03206,commit,atlas-orders,hotfix-pricing-engine-2021,,0000c86ee8f3,,"pricing-engine: update runbook, dashboards, and alert thresholds",Victor Silva,2021-10-09,,closed,33,738,439,ATLAS-3998,PD-2108,pricing-engine,requires rollback plan,changes requested
GH-03207,commit,atlas-infra,release-analytics-pipeline-2021,PR-8207,0000c8728b24,,analytics-pipeline: migrate legacy path behind feature flag,Noah Evans,2021-10-10,,released,19,1317,193,ATLAS-1126,PD-2714,analytics-pipeline,watch p95 latency,approved
GH-03208,commit,atlas-mobile,hotfix-auth-gateway-2021,PR-8208,0000c88fb889,,"auth-gateway: update runbook, dashboards, and alert thresholds",Iris Wang,2021-10-08,,open,30,1055,671,ATLAS-1408;ATLAS-1881;ATLAS-6117,,auth-gateway,low risk,auto merged
GH-03209,pull_request,atlas-mobile,release-order-ledger-2021,PR-8209,0000c8976fd6,,order-ledger: migrate legacy path behind feature flag,Harper Lee,2021-10-13,2021-10-17,open,21,762,164,ATLAS-4064;ATLAS-1223;ATLAS-1613,PD-2279,order-ledger,low risk,changes requested
GH-03210,pull_request,atlas-web,release-loyalty-service-2021,PR-8210,0000c8ae26ab,,loyalty-service: reduce latency and improve retry behavior,Owen Brooks,2021-10-11,2021-10-13,closed,1,240,510,ATLAS-4487;ATLAS-1222;ATLAS-5229,PD-2282,loyalty-service,watch p95 latency,release captain approved
GH-03211,pull_request,atlas-checkout,hotfix-tax-service-2021,PR-8211,0000c8be796b,,"tax-service: update runbook, dashboards, and alert thresholds",Grace Kim,2021-10-12,2021-10-13,closed,8,1144,11,ATLAS-2933;ATLAS-3167;ATLAS-1084,,tax-service,database migration risk,changes requested
GH-03212,pull_request,atlas-checkout,hotfix-analytics-pipeline-2021,PR-8212,0000c8c2eaf1,,analytics-pipeline: add source-grounded validation for rollout,Ben Carter,2021-10-13,2021-10-18,approved,17,1315,118,ATLAS-3848;ATLAS-4897,,analytics-pipeline,low risk,changes requested
GH-03213,review,atlas-checkout,hotfix-analytics-pipeline-2021,PR-8213,0000c8dc8604,,analytics-pipeline: reduce latency and improve retry behavior,Samir Rao,2021-10-13,2021-10-16,closed,15,758,672,ATLAS-3421,PD-2607,analytics-pipeline,requires rollback plan,auto merged
GH-03214,review,atlas-mobile,hotfix-notification-service-2021,PR-8214,0000c8eae5e1,,notification-service: fix incident follow-up and regression tests,Noah Evans,2021-10-13,2021-10-17,open,13,1042,346,ATLAS-2632;ATLAS-5524;ATLAS-1602,PD-2350,notification-service,requires rollback plan,auto merged
GH-03215,pull_request,atlas-orders,hotfix-checkout-api-2021,PR-8215,0000c8f99f54,,checkout-api: add source-grounded validation for rollout,Mateo Garcia,2021-10-14,2021-10-20,released,1,789,425,ATLAS-1210;ATLAS-2432;ATLAS-5481,,checkout-api,low risk,approved
GH-03216,release,atlas-web,hotfix-notification-service-2021,PR-8216,0000c90e9311,REL-2021.4.16,notification-service: fix incident follow-up and regression tests,Kim Tan,2021-10-14,,merged,42,1285,29,ATLAS-2395;ATLAS-4978,PD-2156,notification-service,database migration risk,release captain approved
GH-03217,pull_request,atlas-infra,release-cart-service-2021,PR-8217,0000c9192b17,,cart-service: reduce latency and improve retry behavior,Yara Haddad,2021-10-15,2021-10-20,closed,36,166,95,ATLAS-2313;ATLAS-6075,PD-2234,cart-service,needs QA evidence,approved
GH-03218,commit,atlas-infra,feature-checkout-api-2021,,0000c927d980,,checkout-api: reduce latency and improve retry behavior,Noah Evans,2021-10-14,,merged,11,556,187,ATLAS-2829,,checkout-api,database migration risk,release captain approved
GH-03219,release,atlas-observability,hotfix-search-recommendations-2021,,0000c9371412,REL-2021.4.19,"search-recommendations: update runbook, dashboards, and alert thresholds",Grace Kim,2021-10-17,,released,24,760,576,ATLAS-2361,,search-recommendations,watch p95 latency,auto merged
GH-03220,pull_request,atlas-web,feature-order-ledger-2021,PR-8220,0000c9408d68,,order-ledger: reduce latency and improve retry behavior,Anika Sharma,2021-10-17,2021-10-20,released,2,312,220,ATLAS-4291,,order-ledger,requires rollback plan,auto merged
GH-03221,branch,atlas-data,release-loyalty-service-2021,,0000c955b05f,,loyalty-service: reduce latency and improve retry behavior,Nora Singh,2021-10-16,,open,2,133,10,ATLAS-4030;ATLAS-2194,PD-2083,loyalty-service,needs QA evidence,changes requested
GH-03222,commit,atlas-infra,main-order-ledger-2021,,0000c968ef59,,order-ledger: migrate legacy path behind feature flag,Owen Brooks,2021-10-18,,approved,42,280,428,ATLAS-5430,,order-ledger,low risk,approved
GH-03223,commit,atlas-infra,main-inventory-reservation-2021,,0000c973e468,,"inventory-reservation: update runbook, dashboards, and alert thresholds",Aisha Khan,2021-10-17,,closed,33,889,407,ATLAS-1877;ATLAS-1366;ATLAS-4788,,inventory-reservation,needs QA evidence,auto merged
GH-03224,pull_request,atlas-web,hotfix-analytics-pipeline-2021,PR-8224,0000c9870a3c,,analytics-pipeline: fix incident follow-up and regression tests,Samir Rao,2021-10-16,2021-10-21,closed,21,1068,279,ATLAS-5587,,analytics-pipeline,database migration risk,release captain approved
GH-03225,pull_request,atlas-data,release-search-recommendations-2021,PR-8225,0000c99f1b76,,search-recommendations: migrate legacy path behind feature flag,Maya Chen,2021-10-19,2021-10-21,merged,18,510,191,ATLAS-2581;ATLAS-1305;ATLAS-3945,,search-recommendations,needs QA evidence,changes requested
GH-03226,commit,atlas-checkout,hotfix-pricing-engine-2021,,0000c9a636ac,,pricing-engine: reduce latency and improve retry behavior,Yara Haddad,2021-10-15,,open,26,507,32,ATLAS-3683;ATLAS-3155;ATLAS-1172,,pricing-engine,watch p95 latency,auto merged
GH-03227,pull_request,atlas-orders,main-order-ledger-2021,PR-8227,0000c9bb217f,,order-ledger: fix incident follow-up and regression tests,Samir Rao,2021-10-16,2021-10-17,approved,40,1279,450,ATLAS-3345;ATLAS-3171;ATLAS-4087,,order-ledger,requires rollback plan,changes requested
GH-03228,commit,atlas-orders,feature-tax-service-2021,PR-8228,0000c9c72fcb,,tax-service: migrate legacy path behind feature flag,Kim Tan,2021-10-20,,approved,8,832,451,ATLAS-4718;ATLAS-3380,PD-2025,tax-service,database migration risk,auto merged
GH-03229,commit,atlas-infra,hotfix-auth-gateway-2021,,0000c9de67ad,,auth-gateway: reduce latency and improve retry behavior,Harper Lee,2021-10-20,,approved,33,797,726,ATLAS-1864;ATLAS-5009,,auth-gateway,watch p95 latency,release captain approved
GH-03230,pull_request,atlas-web,feature-auth-gateway-2021,PR-8230,0000c9e8f78e,,"auth-gateway: update runbook, dashboards, and alert thresholds",Aisha Khan,2021-10-21,2021-10-28,released,33,273,472,ATLAS-5750,,auth-gateway,watch p95 latency,changes requested
GH-03231,branch,atlas-infra,hotfix-payment-orchestrator-2021,,0000c9f1a30c,,payment-orchestrator: migrate legacy path behind feature flag,Yara Haddad,2021-10-19,,released,16,867,553,ATLAS-3474;ATLAS-4909,,payment-orchestrator,needs QA evidence,release captain approved
GH-03232,pull_request,atlas-web,main-analytics-pipeline-2021,PR-8232,0000ca015001,,analytics-pipeline: add source-grounded validation for rollout,Iris Wang,2021-10-19,2021-10-26,open,8,610,307,ATLAS-4161;ATLAS-4960,,analytics-pipeline,low risk,changes requested
GH-03233,commit,atlas-checkout,hotfix-inventory-reservation-2021,PR-8233,0000ca169ad2,,"inventory-reservation: update runbook, dashboards, and alert thresholds",Victor Silva,2021-10-18,,released,5,1205,161,ATLAS-1368;ATLAS-5217;ATLAS-2847,PD-2292,inventory-reservation,watch p95 latency,changes requested
GH-03234,branch,atlas-observability,release-analytics-pipeline-2021,PR-8234,0000ca2f1b0d,,analytics-pipeline: fix incident follow-up and regression tests,Jon Bell,2021-10-19,,approved,9,431,133,ATLAS-1321,PD-2472,analytics-pipeline,database migration risk,changes requested
GH-03235,pull_request,atlas-orders,release-auth-gateway-2021,PR-8235,0000ca38de09,,"auth-gateway: update runbook, dashboards, and alert thresholds",Owen Brooks,2021-10-20,2021-10-23,approved,38,1055,463,ATLAS-1680;ATLAS-3335,,auth-gateway,needs QA evidence,approved
GH-03236,pull_request,atlas-web,main-tax-service-2021,PR-8236,0000ca417f41,,tax-service: migrate legacy path behind feature flag,Grace Kim,2021-10-21,2021-10-26,approved,21,1368,411,ATLAS-2191,,tax-service,needs QA evidence,changes requested
GH-03237,review,atlas-orders,feature-checkout-api-2021,PR-8237,0000ca5a7962,,checkout-api: fix incident follow-up and regression tests,Aisha Khan,2021-10-19,2021-10-24,released,9,444,452,ATLAS-1805,,checkout-api,database migration risk,auto merged
GH-03238,commit,atlas-payments,feature-loyalty-service-2021,,0000ca698736,,loyalty-service: migrate legacy path behind feature flag,Dmitri Volkov,2021-10-22,,merged,21,814,739,ATLAS-5582;ATLAS-2551;ATLAS-2602,PD-2199,loyalty-service,database migration risk,release captain approved
GH-03239,pull_request,atlas-orders,main-auth-gateway-2021,PR-8239,0000ca7c9fa5,,"auth-gateway: update runbook, dashboards, and alert thresholds",Samir Rao,2021-10-24,2021-10-28,closed,5,840,402,ATLAS-1445;ATLAS-3638,PD-2427,auth-gateway,watch p95 latency,release captain approved
GH-03240,commit,atlas-payments,main-tax-service-2021,PR-8240,0000ca8fe839,,tax-service: reduce latency and improve retry behavior,Maya Chen,2021-10-24,,released,40,769,721,ATLAS-4203;ATLAS-1804;ATLAS-4369,,tax-service,watch p95 latency,approved
GH-03241,review,atlas-infra,feature-payment-orchestrator-2021,PR-8241,0000ca9d4b33,,"payment-orchestrator: update runbook, dashboards, and alert thresholds",Victor Silva,2021-10-21,2021-10-29,approved,24,1081,466,ATLAS-1361;ATLAS-4307;ATLAS-4415,PD-2574,payment-orchestrator,database migration risk,changes requested
GH-03242,commit,atlas-web,main-payment-orchestrator-2021,PR-8242,0000caa1a64c,,payment-orchestrator: reduce latency and improve retry behavior,Harper Lee,2021-10-24,,released,3,1386,446,ATLAS-5650;ATLAS-4765,,payment-orchestrator,database migration risk,release captain approved
GH-03243,pull_request,atlas-payments,hotfix-pricing-engine-2021,PR-8243,0000cab91be2,,"pricing-engine: update runbook, dashboards, and alert thresholds",Theo Martin,2021-10-24,2021-10-27,closed,21,543,221,ATLAS-1711;ATLAS-4517,,pricing-engine,needs QA evidence,auto merged
GH-03244,pull_request,atlas-web,main-order-ledger-2021,PR-8244,0000cacf0d6b,,"order-ledger: update runbook, dashboards, and alert thresholds",Maya Chen,2021-10-22,2021-10-31,open,29,442,828,ATLAS-4748,PD-2210,order-ledger,watch p95 latency,auto merged
GH-03245,branch,atlas-payments,hotfix-notification-service-2021,,0000cad35378,,notification-service: migrate legacy path behind feature flag,Elena Petrova,2021-10-23,,closed,19,511,343,ATLAS-1402,,notification-service,watch p95 latency,approved
GH-03246,commit,atlas-observability,hotfix-loyalty-service-2021,PR-8246,0000caeed834,,"loyalty-service: update runbook, dashboards, and alert thresholds",Iris Wang,2021-10-27,,released,5,443,76,ATLAS-5966;ATLAS-5795,,loyalty-service,needs QA evidence,changes requested
GH-03247,commit,atlas-orders,feature-loyalty-service-2021,,0000caf0b0ff,,loyalty-service: migrate legacy path behind feature flag,Anika Sharma,2021-10-24,,open,14,1006,197,ATLAS-2032,PD-2577,loyalty-service,requires rollback plan,release captain approved
GH-03248,pull_request,atlas-checkout,main-search-recommendations-2021,PR-8248,0000cb05a5d9,,search-recommendations: migrate legacy path behind feature flag,Victor Silva,2021-10-27,2021-11-03,approved,35,302,796,ATLAS-3362;ATLAS-4021;ATLAS-3237,PD-2639,search-recommendations,database migration risk,approved
GH-03249,pull_request,atlas-orders,feature-auth-gateway-2021,PR-8249,0000cb13c8c5,,auth-gateway: reduce latency and improve retry behavior,Owen Brooks,2021-10-27,2021-10-28,released,9,1345,547,ATLAS-5780;ATLAS-5070,PD-2513,auth-gateway,watch p95 latency,changes requested
GH-03250,commit,atlas-orders,hotfix-analytics-pipeline-2021,PR-8250,0000cb2b38ed,,"analytics-pipeline: update runbook, dashboards, and alert thresholds",Sara Novak,2021-10-28,,merged,15,395,572,ATLAS-1864;ATLAS-3967,PD-2014,analytics-pipeline,watch p95 latency,changes requested
GH-03251,pull_request,atlas-payments,release-inventory-reservation-2021,PR-8251,0000cb3cd7d9,,inventory-reservation: add source-grounded validation for rollout,Ravi Patel,2021-10-26,2021-10-30,released,35,420,610,ATLAS-1186,,inventory-reservation,needs QA evidence,approved
GH-03252,release,atlas-mobile,main-checkout-api-2021,,0000cb433247,REL-2021.4.12,checkout-api: migrate legacy path behind feature flag,Jon Bell,2021-10-28,,released,35,447,653,ATLAS-1524;ATLAS-5072,,checkout-api,low risk,approved
GH-03253,review,atlas-observability,feature-order-ledger-2021,PR-8253,0000cb542c16,,"order-ledger: update runbook, dashboards, and alert thresholds",Yara Haddad,2021-10-28,2021-11-01,approved,37,279,891,ATLAS-3637;ATLAS-2988;ATLAS-3550,,order-ledger,requires rollback plan,changes requested
GH-03254,branch,atlas-payments,feature-payment-orchestrator-2021,,0000cb65971a,,payment-orchestrator: reduce latency and improve retry behavior,Mateo Garcia,2021-10-28,,merged,33,1204,109,ATLAS-1022,,payment-orchestrator,needs QA evidence,release captain approved
GH-03255,release,atlas-web,release-analytics-pipeline-2021,,0000cb7d2e35,REL-2021.4.15,analytics-pipeline: migrate legacy path behind feature flag,Ravi Patel,2021-10-29,,open,20,769,818,ATLAS-2649;ATLAS-3523,,analytics-pipeline,requires rollback plan,approved
GH-03256,commit,atlas-web,release-pricing-engine-2021,,0000cb8fef67,,pricing-engine: migrate legacy path behind feature flag,Dmitri Volkov,2021-10-31,,released,39,1052,722,ATLAS-6093,PD-2446,pricing-engine,watch p95 latency,release captain approved
GH-03257,pull_request,atlas-checkout,release-order-ledger-2021,PR-8257,0000cb95e696,,order-ledger: fix incident follow-up and regression tests,Kim Tan,2021-10-27,2021-10-31,closed,9,729,385,ATLAS-3652;ATLAS-1998,PD-2679,order-ledger,watch p95 latency,auto merged
GH-03258,commit,atlas-data,main-order-ledger-2021,PR-8258,0000cba39135,,"order-ledger: update runbook, dashboards, and alert thresholds",Harper Lee,2021-10-31,,merged,40,710,39,ATLAS-3045;ATLAS-1386,PD-2618,order-ledger,watch p95 latency,changes requested
GH-03259,review,atlas-web,main-tax-service-2021,PR-8259,0000cbb838fd,,"tax-service: update runbook, dashboards, and alert thresholds",Luca Moretti,2021-10-31,2021-11-05,merged,21,174,593,ATLAS-2376,,tax-service,requires rollback plan,changes requested
GH-03260,commit,atlas-web,main-notification-service-2021,,0000cbc30aa2,,notification-service: reduce latency and improve retry behavior,Ravi Patel,2021-10-30,,open,2,224,881,ATLAS-2375;ATLAS-4081;ATLAS-3417,PD-2435,notification-service,needs QA evidence,approved
GH-03261,commit,atlas-mobile,release-tax-service-2021,,0000cbd772f6,,tax-service: reduce latency and improve retry behavior,Samir Rao,2021-11-01,,closed,33,1273,896,ATLAS-4038,PD-2716,tax-service,requires rollback plan,approved
GH-03262,pull_request,atlas-checkout,hotfix-cart-service-2021,PR-8262,0000cbea833a,,cart-service: add source-grounded validation for rollout,Aisha Khan,2021-10-30,2021-11-08,approved,33,1327,13,ATLAS-1529;ATLAS-2792,PD-2229,cart-service,needs QA evidence,changes requested
GH-03263,pull_request,atlas-orders,release-auth-gateway-2021,PR-8263,0000cbf1dce1,,auth-gateway: reduce latency and improve retry behavior,Theo Martin,2021-11-02,2021-11-04,merged,21,208,825,ATLAS-2386;ATLAS-4481,PD-2643,auth-gateway,requires rollback plan,release captain approved
GH-03264,branch,atlas-orders,main-tax-service-2021,,0000cc0692a1,,tax-service: migrate legacy path behind feature flag,Harper Lee,2021-11-02,,approved,13,1044,540,ATLAS-5168;ATLAS-3648;ATLAS-3918,PD-2017,tax-service,watch p95 latency,auto merged
GH-03265,pull_request,atlas-orders,feature-search-recommendations-2021,PR-8265,0000cc1c67ce,,search-recommendations: fix incident follow-up and regression tests,Priya Nair,2021-11-01,2021-11-07,released,30,925,231,ATLAS-3340;ATLAS-1901;ATLAS-2180,PD-2411,search-recommendations,requires rollback plan,changes requested
GH-03266,branch,atlas-observability,feature-pricing-engine-2021,,0000cc2166b3,,"pricing-engine: update runbook, dashboards, and alert thresholds",Grace Kim,2021-11-04,,merged,32,87,777,ATLAS-1760;ATLAS-3817,PD-2707,pricing-engine,needs QA evidence,release captain approved
GH-03267,review,atlas-data,hotfix-auth-gateway-2021,PR-8267,0000cc389a87,,"auth-gateway: update runbook, dashboards, and alert thresholds",Kim Tan,2021-10-31,2021-11-05,closed,36,185,196,ATLAS-3272;ATLAS-6026;ATLAS-6008,PD-2383,auth-gateway,database migration risk,release captain approved
GH-03268,branch,atlas-mobile,hotfix-payment-orchestrator-2021,,0000cc4ce8fd,,"payment-orchestrator: update runbook, dashboards, and alert thresholds",Ben Carter,2021-11-04,,closed,29,49,458,ATLAS-3935,,payment-orchestrator,needs QA evidence,release captain approved
GH-03269,commit,atlas-payments,hotfix-loyalty-service-2021,,0000cc5fbe23,,loyalty-service: add source-grounded validation for rollout,Priya Nair,2021-11-04,,merged,30,597,119,ATLAS-2000,,loyalty-service,watch p95 latency,release captain approved
GH-03270,pull_request,atlas-orders,release-order-ledger-2021,PR-8270,0000cc6ab075,,order-ledger: migrate legacy path behind feature flag,Dmitri Volkov,2021-11-05,2021-11-12,released,22,452,230,ATLAS-1544;ATLAS-3463;ATLAS-5243,,order-ledger,watch p95 latency,release captain approved
GH-03271,pull_request,atlas-orders,feature-cart-service-2021,PR-8271,0000cc78d8f5,,"cart-service: update runbook, dashboards, and alert thresholds",Theo Martin,2021-11-01,2021-11-07,merged,3,1311,142,ATLAS-6083,,cart-service,database migration risk,release captain approved
GH-03272,review,atlas-observability,main-tax-service-2021,PR-8272,0000cc899690,,tax-service: migrate legacy path behind feature flag,Jon Bell,2021-11-02,2021-11-03,released,10,801,662,ATLAS-2622,,tax-service,requires rollback plan,release captain approved
GH-03273,commit,atlas-checkout,release-inventory-reservation-2021,PR-8273,0000cc990983,,inventory-reservation: migrate legacy path behind feature flag,Maya Chen,2021-11-03,,open,13,331,665,ATLAS-5883;ATLAS-6142;ATLAS-5221,PD-2428,inventory-reservation,database migration risk,changes requested
GH-03274,commit,atlas-observability,hotfix-tax-service-2021,PR-8274,0000cca95551,,tax-service: reduce latency and improve retry behavior,Iris Wang,2021-11-05,,merged,13,834,92,ATLAS-2771,,tax-service,watch p95 latency,changes requested
GH-03275,commit,atlas-web,feature-analytics-pipeline-2021,,0000ccb66063,,analytics-pipeline: reduce latency and improve retry behavior,Harper Lee,2021-11-06,,open,17,593,590,ATLAS-5808;ATLAS-1724;ATLAS-1826,PD-2293,analytics-pipeline,needs QA evidence,release captain approved
GH-03276,commit,atlas-checkout,main-search-recommendations-2021,,0000cccca3c6,,search-recommendations: add source-grounded validation for rollout,Victor Silva,2021-11-07,,approved,18,472,352,ATLAS-3417,PD-2430,search-recommendations,needs QA evidence,auto merged
GH-03277,review,atlas-payments,release-inventory-reservation-2021,PR-8277,0000ccd799d4,,inventory-reservation: migrate legacy path behind feature flag,Owen Brooks,2021-11-06,2021-11-10,closed,13,567,500,ATLAS-5776;ATLAS-6099,PD-2241,inventory-reservation,database migration risk,release captain approved
GH-03278,commit,atlas-infra,main-search-recommendations-2021,,0000cceaa72e,,search-recommendations: add source-grounded validation for rollout,Victor Silva,2021-11-06,,closed,37,153,32,ATLAS-4726;ATLAS-1446,,search-recommendations,needs QA evidence,changes requested
GH-03279,release,atlas-infra,release-cart-service-2021,,0000ccf25910,REL-2021.4.19,"cart-service: update runbook, dashboards, and alert thresholds",Elena Petrova,2021-11-08,,merged,37,1139,557,ATLAS-2676,,cart-service,low risk,auto merged
GH-03280,pull_request,atlas-infra,release-analytics-pipeline-2021,PR-8280,0000cd0a6b5f,,analytics-pipeline: add source-grounded validation for rollout,Owen Brooks,2021-11-06,2021-11-08,released,7,1103,524,ATLAS-5965;ATLAS-1594;ATLAS-3845,,analytics-pipeline,database migration risk,approved
GH-03281,pull_request,atlas-checkout,feature-pricing-engine-2021,PR-8281,0000cd1a6296,,pricing-engine: add source-grounded validation for rollout,Nora Singh,2021-11-08,2021-11-14,released,4,508,352,ATLAS-1957;ATLAS-6200,PD-2086,pricing-engine,database migration risk,auto merged
GH-03282,pull_request,atlas-infra,main-cart-service-2021,PR-8282,0000cd2693c3,,cart-service: fix incident follow-up and regression tests,Elena Petrova,2021-11-06,2021-11-07,approved,8,351,422,ATLAS-2820;ATLAS-4749;ATLAS-1844,PD-2045,cart-service,database migration risk,auto merged
GH-03283,commit,atlas-payments,main-order-ledger-2021,PR-8283,0000cd3b170b,,"order-ledger: update runbook, dashboards, and alert thresholds",Theo Martin,2021-11-09,,open,39,43,607,ATLAS-4887;ATLAS-2389,PD-2067,order-ledger,needs QA evidence,approved
GH-03284,commit,atlas-observability,release-pricing-engine-2021,PR-8284,0000cd49761b,,"pricing-engine: update runbook, dashboards, and alert thresholds",Kim Tan,2021-11-09,,merged,27,739,38,ATLAS-1417,PD-2119,pricing-engine,database migration risk,approved
GH-03285,pull_request,atlas-mobile,hotfix-analytics-pipeline-2021,PR-8285,0000cd5d6147,,analytics-pipeline: migrate legacy path behind feature flag,Harper Lee,2021-11-11,2021-11-15,released,28,1003,281,ATLAS-3512;ATLAS-5535;ATLAS-1085,,analytics-pipeline,needs QA evidence,release captain approved
GH-03286,branch,atlas-observability,hotfix-payment-orchestrator-2021,,0000cd6e73c7,,payment-orchestrator: add source-grounded validation for rollout,Ravi Patel,2021-11-08,,open,11,180,613,ATLAS-4388,PD-2848,payment-orchestrator,requires rollback plan,approved
GH-03287,commit,atlas-infra,release-checkout-api-2021,PR-8287,0000cd796841,,checkout-api: fix incident follow-up and regression tests,Samir Rao,2021-11-09,,approved,39,785,245,ATLAS-5732;ATLAS-4843,PD-2245,checkout-api,requires rollback plan,release captain approved
GH-03288,review,atlas-observability,hotfix-auth-gateway-2021,PR-8288,0000cd887796,,"auth-gateway: update runbook, dashboards, and alert thresholds",Fatima Noor,2021-11-10,2021-11-11,merged,22,1136,845,ATLAS-1734,,auth-gateway,needs QA evidence,auto merged
GH-03289,branch,atlas-infra,main-notification-service-2021,,0000cd96058d,,notification-service: reduce latency and improve retry behavior,Priya Nair,2021-11-10,,closed,33,739,528,ATLAS-1933;ATLAS-4165,PD-2475,notification-service,watch p95 latency,release captain approved
GH-03290,review,atlas-orders,hotfix-analytics-pipeline-2021,PR-8290,0000cdabc214,,analytics-pipeline: fix incident follow-up and regression tests,Ben Carter,2021-11-10,2021-11-19,merged,12,32,606,ATLAS-5209;ATLAS-3542;ATLAS-4463,PD-2785,analytics-pipeline,requires rollback plan,release captain approved
GH-03291,review,atlas-checkout,main-loyalty-service-2021,PR-8291,0000cdbc83cd,,loyalty-service: reduce latency and improve retry behavior,Iris Wang,2021-11-13,2021-11-20,merged,7,1125,719,ATLAS-5128;ATLAS-1065,PD-2289,loyalty-service,watch p95 latency,changes requested
GH-03292,commit,atlas-checkout,feature-analytics-pipeline-2021,,0000cdc59862,,analytics-pipeline: fix incident follow-up and regression tests,Nora Singh,2021-11-12,,merged,24,667,95,ATLAS-3372;ATLAS-1973,PD-2107,analytics-pipeline,needs QA evidence,changes requested
GH-03293,commit,atlas-data,main-notification-service-2021,,0000cdd21df6,,notification-service: fix incident follow-up and regression tests,Aisha Khan,2021-11-11,,open,35,838,268,ATLAS-6104,PD-2069,notification-service,low risk,auto merged
GH-03294,commit,atlas-checkout,hotfix-analytics-pipeline-2021,PR-8294,0000cdeca4f4,,analytics-pipeline: add source-grounded validation for rollout,Mateo Garcia,2021-11-11,,open,8,1252,837,ATLAS-5806;ATLAS-4952,,analytics-pipeline,low risk,approved
GH-03295,pull_request,atlas-mobile,hotfix-order-ledger-2021,PR-8295,0000cdf534a7,,order-ledger: reduce latency and improve retry behavior,Ben Carter,2021-11-11,2021-11-19,closed,21,224,791,ATLAS-6135;ATLAS-1640;ATLAS-4301,PD-2151,order-ledger,watch p95 latency,release captain approved
GH-03296,pull_request,atlas-web,feature-loyalty-service-2021,PR-8296,0000ce0cb90a,,loyalty-service: migrate legacy path behind feature flag,Ben Carter,2021-11-11,2021-11-12,merged,39,139,571,ATLAS-5935,,loyalty-service,low risk,auto merged
GH-03297,release,atlas-orders,hotfix-notification-service-2021,,0000ce175a19,REL-2021.4.17,notification-service: reduce latency and improve retry behavior,Theo Martin,2021-11-15,,approved,20,726,245,ATLAS-3744,,notification-service,database migration risk,approved
GH-03298,pull_request,atlas-mobile,release-loyalty-service-2021,PR-8298,0000ce200fec,,loyalty-service: add source-grounded validation for rollout,Dmitri Volkov,2021-11-16,2021-11-23,open,22,1253,896,ATLAS-2624;ATLAS-5870,,loyalty-service,watch p95 latency,release captain approved
GH-03299,branch,atlas-checkout,release-tax-service-2021,PR-8299,0000ce340f71,,"tax-service: update runbook, dashboards, and alert thresholds",Kim Tan,2021-11-16,,approved,11,1260,470,ATLAS-2067;ATLAS-2430;ATLAS-4102,,tax-service,requires rollback plan,auto merged
