issue_key,issue_type,epic,summary,status,priority,assignee,reporter,created,updated,sprint,due_date,story_points,service,component,phase,labels,linked_prs,linked_incidents,risk_or_blocker_notes,acceptance_criteria,business_impact
ATLAS-4280,Bug,ATLAS-4241,Implement search-recommendations contract for order confirmation,Done,Medium,Sara Novak,Luca Moretti,2023-06-12,2023-07-27,Sprint 132,2023-07-12,1,search-recommendations,search,Phase 5 Resilience and Observability,"5,jira,release,search,search-recommendations",,,Risk: search-recommendations can cause checkout drop if order confirmation fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for search-recommendations; evidence links to ATLAS-4280.",Improves onboarding because new engineers can trace decision context.
ATLAS-4281,Bug,ATLAS-4241,Document runbook for inventory-reservation,Done,Critical,Grace Kim,Elena Petrova,2023-06-16,2023-07-28,Sprint 132,2023-08-15,8,inventory-reservation,inventory,Phase 5 Resilience and Observability,"5,inventory,inventory-reservation,jira,kt",,PD-2731,Customer impact: support needs clear status if mobile checkout session breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to ATLAS-4281.",Improves checkout reliability and reduces manual support triage.
ATLAS-4282,Incident Follow-up,ATLAS-4241,Reduce p95 latency in pricing-engine,Closed,Medium,Ben Carter,Luca Moretti,2023-06-07,2023-07-08,Sprint 131,2023-06-14,2,pricing-engine,pricing,Phase 5 Resilience and Observability,"5,jira,pricing,pricing-engine,release",,,"Action: add monitoring, rollback owner, and KT note for pricing-engine.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for pricing-engine; evidence links to ATLAS-4282.",Improves checkout reliability and reduces manual support triage.
ATLAS-4283,Story,ATLAS-4241,Implement cart-service contract for fraud rule evaluation,Done,High,Maya Chen,Aisha Khan,2023-06-11,2023-06-17,Sprint 131,2023-06-25,13,cart-service,backend,Phase 5 Resilience and Observability,"5,backend,cart-service,jira,kt",,,Risk: cart-service can cause checkout drop if fraud rule evaluation fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to ATLAS-4283.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4284,Incident Follow-up,ATLAS-4241,Document runbook for checkout-api,Done,High,Theo Martin,Yara Haddad,2023-06-09,2023-08-24,Sprint 131,2023-07-09,13,checkout-api,backend,Phase 5 Resilience and Observability,"5,backend,checkout-api,jira,metrics",PR-8284,,Decision: owner Theo Martin to validate idempotency with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for checkout-api; evidence links to PR-8284.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4285,Bug,ATLAS-4241,Migrate tax-service dependency from legacy checkout,Done,Medium,Noah Evans,Priya Nair,2023-06-11,2023-07-03,Sprint 131,2023-07-11,1,tax-service,tax,Phase 5 Resilience and Observability,"5,jira,risk,tax,tax-service",,,Blocker: waiting on tax contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for tax-service; evidence links to ATLAS-4285.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4286,Story,ATLAS-4241,Reduce p95 latency in payment-orchestrator,Done,High,Ravi Patel,Luca Moretti,2023-06-17,2023-08-11,Sprint 132,2023-07-01,8,payment-orchestrator,payments,Phase 5 Resilience and Observability,"5,handoff,jira,payment-orchestrator,payments",PR-8286,,Risk: payment-orchestrator can cause checkout drop if fraud rule evaluation fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for payment-orchestrator; evidence links to PR-8286.",Improves checkout reliability and reduces manual support triage.
ATLAS-4287,Task,ATLAS-4241,Backfill data validation for tax-service,Done,Low,Kim Tan,Mateo Garcia,2023-06-15,2023-08-30,Sprint 132,2023-07-06,13,tax-service,tax,Phase 5 Resilience and Observability,"5,jira,risk,tax,tax-service",PR-8287,,Decision: owner Kim Tan to validate order confirmation with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for tax-service; evidence links to PR-8287.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4288,Story,ATLAS-4241,Harden idempotency and retry behavior for auth-gateway,Done,High,Grace Kim,Elena Petrova,2023-06-13,2023-08-08,Sprint 132,2023-07-04,5,auth-gateway,platform,Phase 5 Resilience and Observability,"5,auth-gateway,checkout,jira,platform",PR-8288,,Risk: auth-gateway can cause checkout drop if mobile checkout session fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for auth-gateway; evidence links to PR-8288.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4289,Bug,ATLAS-4241,Migrate cart-service dependency from legacy checkout,Done,Medium,Luca Moretti,Samir Rao,2023-06-20,2023-07-16,Sprint 132,2023-07-20,13,cart-service,backend,Phase 5 Resilience and Observability,"5,backend,cart-service,jira,kt",PR-8289,,Blocker: waiting on backend contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to PR-8289.",Protects conversion during peak campaigns and regional launches.
ATLAS-4290,Spike,ATLAS-4241,Add tracing and dashboard coverage for auth-gateway,Closed,High,Sara Novak,Nora Singh,2023-06-17,2023-07-14,Sprint 132,2023-06-24,1,auth-gateway,platform,Phase 5 Resilience and Observability,"5,auth-gateway,jira,platform,release",PR-8290,,Decision: owner Sara Novak to validate fraud rule evaluation with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for auth-gateway; evidence links to PR-8290.",Improves onboarding because new engineers can trace decision context.
ATLAS-4291,Task,ATLAS-4241,Reduce p95 latency in cart-service,Done,High,Elena Petrova,Yara Haddad,2023-06-15,2023-06-29,Sprint 132,2023-08-14,13,cart-service,backend,Phase 5 Resilience and Observability,"5,backend,cart-service,jira,release",PR-8291,,Blocker: waiting on backend contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to PR-8291.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4292,Task,ATLAS-4241,Document runbook for notification-service,Done,Critical,Theo Martin,Priya Nair,2023-06-20,2023-08-01,Sprint 132,2023-08-04,3,notification-service,messaging,Phase 5 Resilience and Observability,"5,jira,messaging,notification-service,risk",PR-8292,PD-2742,"Action: add monitoring, rollback owner, and KT note for notification-service.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for notification-service; evidence links to PR-8292.",Protects conversion during peak campaigns and regional launches.
ATLAS-4293,Task,ATLAS-4241,Create rollback plan for cart-service,Done,Low,Yara Haddad,Ravi Patel,2023-06-19,2023-07-08,Sprint 132,2023-07-03,5,cart-service,backend,Phase 5 Resilience and Observability,"5,backend,cart-service,jira,risk",PR-8293,,Customer impact: support needs clear status if coupon timeout fallback breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to PR-8293.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4294,Bug,ATLAS-4241,Fix feature flag rollout regression in search-recommendations,Closed,Medium,Owen Brooks,Iris Wang,2023-06-21,2023-08-20,Sprint 132,2023-07-05,8,search-recommendations,search,Phase 5 Resilience and Observability,"5,jira,release,search,search-recommendations",PR-8294,,Customer impact: support needs clear status if feature flag rollout breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for search-recommendations; evidence links to PR-8294.",Improves onboarding because new engineers can trace decision context.
ATLAS-4295,Story,ATLAS-4241,Create rollback plan for auth-gateway,Done,Medium,Nora Singh,Theo Martin,2023-06-20,2023-08-03,Sprint 132,2023-06-27,3,auth-gateway,platform,Phase 5 Resilience and Observability,"5,auth-gateway,checkout,jira,platform",PR-8295,,Decision: owner Nora Singh to validate order confirmation with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for auth-gateway; evidence links to PR-8295.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4296,Bug,ATLAS-4241,Backfill data validation for inventory-reservation,Done,Medium,Mateo Garcia,Owen Brooks,2023-06-21,2023-06-28,Sprint 132,2023-07-05,8,inventory-reservation,inventory,Phase 5 Resilience and Observability,"5,handoff,inventory,inventory-reservation,jira",,PD-2746,"Action: add monitoring, rollback owner, and KT note for inventory-reservation.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to ATLAS-4296.",Improves checkout reliability and reduces manual support triage.
ATLAS-4297,Bug,ATLAS-4241,Add tracing and dashboard coverage for order-ledger,Done,Medium,Samir Rao,Priya Nair,2023-06-19,2023-07-30,Sprint 132,2023-07-19,13,order-ledger,orders,Phase 5 Resilience and Observability,"5,handoff,jira,order-ledger,orders",PR-8297,,Customer impact: support needs clear status if tax quote consistency breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for order-ledger; evidence links to PR-8297.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4298,Task,ATLAS-4241,Implement notification-service contract for feature flag rollout,Done,High,Jon Bell,Luca Moretti,2023-06-25,2023-08-19,Sprint 132,2023-07-02,5,notification-service,messaging,Phase 5 Resilience and Observability,"5,jira,messaging,notification-service,risk",,PD-2748,Decision: owner Jon Bell to validate feature flag rollout with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for notification-service; evidence links to ATLAS-4298.",Improves checkout reliability and reduces manual support triage.
ATLAS-4299,Story,ATLAS-4241,Reduce p95 latency in cart-service,Closed,Critical,Victor Silva,Iris Wang,2023-06-18,2023-08-28,Sprint 132,2023-07-18,8,cart-service,backend,Phase 5 Resilience and Observability,"5,backend,cart-service,jira,kt",,,Decision: owner Victor Silva to validate database index bloat with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to ATLAS-4299.",Improves checkout reliability and reduces manual support triage.
ATLAS-4300,Story,ATLAS-4241,Add tracing and dashboard coverage for analytics-pipeline,Done,Medium,Elena Petrova,Fatima Noor,2023-06-19,2023-06-25,Sprint 132,2023-08-18,2,analytics-pipeline,data,Phase 5 Resilience and Observability,"5,analytics-pipeline,data,jira,risk",PR-8300,,Risk: analytics-pipeline can cause checkout drop if database index bloat fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for analytics-pipeline; evidence links to PR-8300.",Protects conversion during peak campaigns and regional launches.
ATLAS-4301,Epic,ATLAS-4301,"Phase 5 Resilience and Observability: burn down incidents, improve SLOs, add tracing",Done,High,Nora Singh,Ravi Patel,2023-06-20,2023-08-05,Sprint 132,2023-06-27,8,cart-service,backend,Phase 5 Resilience and Observability,"5,backend,cart-service,jira,kt",,,Customer impact: support needs clear status if idempotency breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to ATLAS-4301.",Protects conversion during peak campaigns and regional launches.
ATLAS-4302,Story,ATLAS-4301,Resolve customer escalation linked to tax-service,Closed,Low,Maya Chen,Sara Novak,2023-06-25,2023-09-08,Sprint 132,2023-08-09,13,tax-service,tax,Phase 5 Resilience and Observability,"5,jira,release,tax,tax-service",PR-8302,,Risk: tax-service can cause checkout drop if order confirmation fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for tax-service; evidence links to PR-8302.",Improves onboarding because new engineers can trace decision context.
ATLAS-4303,Bug,ATLAS-4301,Harden idempotency and retry behavior for analytics-pipeline,Closed,Medium,Ravi Patel,Yara Haddad,2023-06-20,2023-08-19,Sprint 132,2023-07-20,5,analytics-pipeline,data,Phase 5 Resilience and Observability,"5,analytics-pipeline,checkout,data,jira",,,Decision: owner Ravi Patel to validate feature flag rollout with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for analytics-pipeline; evidence links to ATLAS-4303.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4304,Task,ATLAS-4301,Resolve customer escalation linked to analytics-pipeline,Closed,Low,Ben Carter,Luca Moretti,2023-06-20,2023-06-24,Sprint 132,2023-08-04,3,analytics-pipeline,data,Phase 5 Resilience and Observability,"5,analytics-pipeline,data,jira,risk",,,Blocker: waiting on data contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for analytics-pipeline; evidence links to ATLAS-4304.",Improves onboarding because new engineers can trace decision context.
ATLAS-4305,Bug,ATLAS-4301,Create rollback plan for notification-service,Done,High,Ben Carter,Victor Silva,2023-06-27,2023-07-29,Sprint 133,2023-08-11,2,notification-service,messaging,Phase 5 Resilience and Observability,"5,handoff,jira,messaging,notification-service",PR-8305,,Customer impact: support needs clear status if loyalty points accrual breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for notification-service; evidence links to PR-8305.",Protects conversion during peak campaigns and regional launches.
ATLAS-4306,Risk,ATLAS-4301,Migrate payment-orchestrator dependency from legacy checkout,Done,Medium,Dmitri Volkov,Fatima Noor,2023-06-27,2023-08-30,Sprint 133,2023-08-11,13,payment-orchestrator,payments,Phase 5 Resilience and Observability,"5,jira,payment-orchestrator,payments,risk",PR-8306,,Risk: payment-orchestrator can cause checkout drop if tax quote consistency fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for payment-orchestrator; evidence links to PR-8306.",Improves checkout reliability and reduces manual support triage.
ATLAS-4307,Story,ATLAS-4301,Reduce p95 latency in cart-service,Done,High,Victor Silva,Luca Moretti,2023-06-27,2023-09-10,Sprint 133,2023-07-04,8,cart-service,backend,Phase 5 Resilience and Observability,"5,backend,cart-service,jira,risk",PR-8307,,Risk: cart-service can cause checkout drop if inventory reservation fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to PR-8307.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4308,Story,ATLAS-4301,Backfill data validation for analytics-pipeline,Done,Medium,Priya Nair,Sara Novak,2023-06-22,2023-08-08,Sprint 132,2023-06-29,2,analytics-pipeline,data,Phase 5 Resilience and Observability,"5,analytics-pipeline,checkout,data,jira",PR-8308,PD-2758,"Action: add monitoring, rollback owner, and KT note for analytics-pipeline.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for analytics-pipeline; evidence links to PR-8308.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4309,Task,ATLAS-4301,Resolve customer escalation linked to pricing-engine,Closed,Low,Priya Nair,Noah Evans,2023-06-28,2023-09-02,Sprint 133,2023-07-19,13,pricing-engine,pricing,Phase 5 Resilience and Observability,"5,jira,metrics,pricing,pricing-engine",,,Risk: pricing-engine can cause checkout drop if queue lag fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for pricing-engine; evidence links to ATLAS-4309.",Protects conversion during peak campaigns and regional launches.
ATLAS-4310,Story,ATLAS-4301,Implement analytics-pipeline contract for tax quote consistency,Closed,Medium,Ravi Patel,Mateo Garcia,2023-06-29,2023-08-24,Sprint 133,2023-08-28,2,analytics-pipeline,data,Phase 5 Resilience and Observability,"5,analytics-pipeline,data,jira,release",,,"Action: add monitoring, rollback owner, and KT note for analytics-pipeline.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for analytics-pipeline; evidence links to ATLAS-4310.",Improves checkout reliability and reduces manual support triage.
ATLAS-4311,Incident Follow-up,ATLAS-4301,Document runbook for pricing-engine,Done,Low,Grace Kim,Priya Nair,2023-06-28,2023-07-20,Sprint 133,2023-08-12,5,pricing-engine,pricing,Phase 5 Resilience and Observability,"5,jira,pricing,pricing-engine,risk",PR-8311,,Customer impact: support needs clear status if order confirmation breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for pricing-engine; evidence links to PR-8311.",Improves onboarding because new engineers can trace decision context.
ATLAS-4312,Risk,ATLAS-4301,Add tracing and dashboard coverage for pricing-engine,Done,High,Elena Petrova,Nora Singh,2023-06-30,2023-08-08,Sprint 133,2023-07-21,8,pricing-engine,pricing,Phase 5 Resilience and Observability,"5,checkout,jira,pricing,pricing-engine",PR-8312,PD-2762,Customer impact: support needs clear status if payment capture breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for pricing-engine; evidence links to PR-8312.",Protects conversion during peak campaigns and regional launches.
ATLAS-4313,Story,ATLAS-4301,Migrate order-ledger dependency from legacy checkout,Done,Medium,Ravi Patel,Anika Sharma,2023-06-27,2023-08-30,Sprint 133,2023-07-27,5,order-ledger,orders,Phase 5 Resilience and Observability,"5,jira,order-ledger,orders,risk",PR-8313,,Decision: owner Ravi Patel to validate inventory reservation with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for order-ledger; evidence links to PR-8313.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4314,Bug,ATLAS-4301,Fix order confirmation regression in analytics-pipeline,Done,High,Noah Evans,Priya Nair,2023-07-01,2023-08-29,Sprint 133,2023-07-08,8,analytics-pipeline,data,Phase 5 Resilience and Observability,"5,analytics-pipeline,data,jira,kt",,,"Action: add monitoring, rollback owner, and KT note for analytics-pipeline.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for analytics-pipeline; evidence links to ATLAS-4314.",Improves onboarding because new engineers can trace decision context.
ATLAS-4315,Bug,ATLAS-4301,Document runbook for inventory-reservation,Closed,High,Aisha Khan,Ben Carter,2023-07-03,2023-07-12,Sprint 133,2023-07-10,13,inventory-reservation,inventory,Phase 5 Resilience and Observability,"5,inventory,inventory-reservation,jira,metrics",PR-8315,PD-2765,Customer impact: support needs clear status if database index bloat breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to PR-8315.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4316,Story,ATLAS-4301,Add tracing and dashboard coverage for search-recommendations,Done,High,Dmitri Volkov,Aisha Khan,2023-06-30,2023-07-30,Sprint 133,2023-07-21,13,search-recommendations,search,Phase 5 Resilience and Observability,"5,jira,risk,search,search-recommendations",PR-8316,,Decision: owner Dmitri Volkov to validate database index bloat with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for search-recommendations; evidence links to PR-8316.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4317,Story,ATLAS-4301,Migrate payment-orchestrator dependency from legacy checkout,Closed,High,Aisha Khan,Noah Evans,2023-06-27,2023-07-27,Sprint 133,2023-08-11,5,payment-orchestrator,payments,Phase 5 Resilience and Observability,"5,checkout,jira,payment-orchestrator,payments",,,Customer impact: support needs clear status if inventory reservation breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for payment-orchestrator; evidence links to ATLAS-4317.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4318,Story,ATLAS-4301,Migrate cart-service dependency from legacy checkout,Closed,Medium,Ben Carter,Anika Sharma,2023-06-30,2023-08-06,Sprint 133,2023-08-29,5,cart-service,backend,Phase 5 Resilience and Observability,"5,backend,cart-service,checkout,jira",,,Risk: cart-service can cause checkout drop if loyalty points accrual fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to ATLAS-4318.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4319,Story,ATLAS-4301,Add tracing and dashboard coverage for cart-service,Done,High,Aisha Khan,Anika Sharma,2023-06-29,2023-07-29,Sprint 133,2023-07-29,13,cart-service,backend,Phase 5 Resilience and Observability,"5,backend,cart-service,jira,risk",,,Customer impact: support needs clear status if database index bloat breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to ATLAS-4319.",Improves onboarding because new engineers can trace decision context.
ATLAS-4320,Story,ATLAS-4301,Document runbook for loyalty-service,Closed,Critical,Nora Singh,Aisha Khan,2023-07-06,2023-08-26,Sprint 133,2023-07-20,8,loyalty-service,loyalty,Phase 5 Resilience and Observability,"5,checkout,jira,loyalty,loyalty-service",,,"Action: add monitoring, rollback owner, and KT note for loyalty-service.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for loyalty-service; evidence links to ATLAS-4320.",Improves onboarding because new engineers can trace decision context.
ATLAS-4321,Risk,ATLAS-4301,Implement inventory-reservation contract for order confirmation,Closed,Medium,Ben Carter,Elena Petrova,2023-06-29,2023-07-22,Sprint 133,2023-07-20,1,inventory-reservation,inventory,Phase 5 Resilience and Observability,"5,inventory,inventory-reservation,jira,kt",PR-8321,,Risk: inventory-reservation can cause checkout drop if order confirmation fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to PR-8321.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4322,Bug,ATLAS-4301,Migrate pricing-engine dependency from legacy checkout,Done,High,Sara Novak,Dmitri Volkov,2023-07-09,2023-08-23,Sprint 133,2023-07-23,2,pricing-engine,pricing,Phase 5 Resilience and Observability,"5,handoff,jira,pricing,pricing-engine",,,"Action: add monitoring, rollback owner, and KT note for pricing-engine.","Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for pricing-engine; evidence links to ATLAS-4322.",Improves checkout reliability and reduces manual support triage.
ATLAS-4323,Task,ATLAS-4301,Implement order-ledger contract for inventory reservation,Done,Medium,Anika Sharma,Iris Wang,2023-07-04,2023-08-21,Sprint 133,2023-07-11,1,order-ledger,orders,Phase 5 Resilience and Observability,"5,handoff,jira,order-ledger,orders",PR-8323,PD-2773,Customer impact: support needs clear status if inventory reservation breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for order-ledger; evidence links to PR-8323.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4324,Story,ATLAS-4301,Harden idempotency and retry behavior for inventory-reservation,Closed,High,Theo Martin,Aisha Khan,2023-07-06,2023-07-27,Sprint 133,2023-08-20,8,inventory-reservation,inventory,Phase 5 Resilience and Observability,"5,inventory,inventory-reservation,jira,metrics",,,Risk: inventory-reservation can cause checkout drop if database index bloat fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for inventory-reservation; evidence links to ATLAS-4324.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4325,Story,ATLAS-4301,Reduce p95 latency in loyalty-service,Done,Medium,Nora Singh,Iris Wang,2023-07-01,2023-08-17,Sprint 133,2023-07-08,13,loyalty-service,loyalty,Phase 5 Resilience and Observability,"5,jira,loyalty,loyalty-service,risk",PR-8325,,Blocker: waiting on loyalty contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for loyalty-service; evidence links to PR-8325.",Closes audit gap for migration readiness and operational handoff.
ATLAS-4326,Bug,ATLAS-4301,Harden idempotency and retry behavior for pricing-engine,Closed,Medium,Grace Kim,Luca Moretti,2023-07-03,2023-08-08,Sprint 133,2023-07-10,8,pricing-engine,pricing,Phase 5 Resilience and Observability,"5,jira,kt,pricing,pricing-engine",,,Customer impact: support needs clear status if queue lag breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for pricing-engine; evidence links to ATLAS-4326.",Improves onboarding because new engineers can trace decision context.
ATLAS-4327,Task,ATLAS-4301,Document runbook for checkout-api,Done,High,Luca Moretti,Harper Lee,2023-07-03,2023-07-31,Sprint 133,2023-08-02,5,checkout-api,backend,Phase 5 Resilience and Observability,"5,backend,checkout-api,jira,release",PR-8327,PD-2777,Risk: checkout-api can cause checkout drop if fraud rule evaluation fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for checkout-api; evidence links to PR-8327.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4328,Story,ATLAS-4301,Resolve customer escalation linked to loyalty-service,Done,Medium,Victor Silva,Priya Nair,2023-07-04,2023-07-10,Sprint 133,2023-08-18,1,loyalty-service,loyalty,Phase 5 Resilience and Observability,"5,jira,loyalty,loyalty-service,metrics",PR-8328,,Customer impact: support needs clear status if database index bloat breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for loyalty-service; evidence links to PR-8328.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4329,Story,ATLAS-4301,Resolve customer escalation linked to cart-service,Done,Medium,Samir Rao,Owen Brooks,2023-07-06,2023-08-26,Sprint 133,2023-07-20,1,cart-service,backend,Phase 5 Resilience and Observability,"5,backend,cart-service,jira,release",PR-8329,PD-2779,Risk: cart-service can cause checkout drop if mobile checkout session fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for cart-service; evidence links to PR-8329.",Protects conversion during peak campaigns and regional launches.
ATLAS-4330,Spike,ATLAS-4301,Backfill data validation for loyalty-service,Done,Medium,Mateo Garcia,Samir Rao,2023-07-10,2023-07-30,Sprint 134,2023-07-17,1,loyalty-service,loyalty,Phase 5 Resilience and Observability,"5,jira,kt,loyalty,loyalty-service",PR-8330,,Risk: loyalty-service can cause checkout drop if idempotency fails during peak traffic.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for loyalty-service; evidence links to PR-8330.",Improves onboarding because new engineers can trace decision context.
ATLAS-4331,Story,ATLAS-4301,Migrate checkout-api dependency from legacy checkout,Done,High,Owen Brooks,Priya Nair,2023-07-09,2023-09-26,Sprint 133,2023-07-30,3,checkout-api,backend,Phase 5 Resilience and Observability,"5,backend,checkout-api,jira,risk",PR-8331,,Decision: owner Owen Brooks to validate tax quote consistency with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for checkout-api; evidence links to PR-8331.",Reduces incident response time by clarifying ownership and rollback.
ATLAS-4332,Bug,ATLAS-4301,Document runbook for checkout-api,Done,Critical,Kim Tan,Priya Nair,2023-07-11,2023-09-15,Sprint 134,2023-07-18,1,checkout-api,backend,Phase 5 Resilience and Observability,"5,backend,checkout-api,jira,metrics",PR-8332,,Blocker: waiting on backend contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for checkout-api; evidence links to PR-8332.",Protects conversion during peak campaigns and regional launches.
ATLAS-4333,Story,ATLAS-4301,Harden idempotency and retry behavior for checkout-api,Done,Low,Nora Singh,Luca Moretti,2023-07-09,2023-09-07,Sprint 133,2023-07-30,13,checkout-api,backend,Phase 5 Resilience and Observability,"5,backend,checkout-api,handoff,jira",,,Customer impact: support needs clear status if feature flag rollout breaks checkout flow.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for checkout-api; evidence links to ATLAS-4333.",Improves onboarding because new engineers can trace decision context.
ATLAS-4334,Risk,ATLAS-4301,Document runbook for notification-service,Done,Medium,Grace Kim,Noah Evans,2023-07-11,2023-08-26,Sprint 134,2023-08-01,13,notification-service,messaging,Phase 5 Resilience and Observability,"5,jira,messaging,notification-service,risk",PR-8334,PD-2784,Blocker: waiting on messaging contract tests and release sign-off.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for notification-service; evidence links to PR-8334.",Protects conversion during peak campaigns and regional launches.
ATLAS-4335,Risk,ATLAS-4301,Create rollback plan for notification-service,Done,Medium,Yara Haddad,Dmitri Volkov,2023-07-08,2023-08-04,Sprint 133,2023-07-29,5,notification-service,messaging,Phase 5 Resilience and Observability,"5,jira,messaging,notification-service,risk",,,Decision: owner Yara Haddad to validate feature flag rollout with source-backed QA evidence.,"Acceptance: logs, dashboard, tests, rollout flag, and runbook entry exist for notification-service; evidence links to ATLAS-4335.",Reduces incident response time by clarifying ownership and rollback.
