deployment_id,deployed_at,service,environment,repo,linked_pr,release_id,feature_flag,traffic_percent,status,release_captain,guardrail,linked_jira,notes
DEP-01249,2022-07-21,analytics-pipeline,canary,atlas-payments,PR-9209,REL-2021.3.15,flag_analytics_pipeline_rollback_guard,5,success,Dmitri Volkov,latency guard,ATLAS-3542,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-01250,2022-07-21,notification-service,prod,atlas-infra,PR-5629,REL-2020.1.7,flag_notification_service_regional_launch,1,success,Noah Evans,latency guard,ATLAS-4002,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-01251,2022-07-23,inventory-reservation,canary,atlas-observability,PR-11839,REL-2019.01,flag_inventory_reservation_dual_run,0,paused,Nora Singh,error budget guard,ATLAS-5736,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-01252,2022-07-24,loyalty-service,prod,atlas-data,PR-10531,REL-2018.4.16,flag_loyalty_service_dual_run,1,success,Ben Carter,manual approval,ATLAS-1961,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-01253,2022-07-27,checkout-api,stage,atlas-checkout,PR-5137,REL-2024.4.9,flag_checkout_api_new_write_path,25,rolled back,Nora Singh,error budget guard,ATLAS-6165,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-01254,2022-07-27,search-recommendations,stage,atlas-infra,PR-8668,REL-2024.4.7,flag_search_recommendations_rollback_guard,100,paused,Victor Silva,manual approval,ATLAS-2717,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-01255,2022-07-28,pricing-engine,canary,atlas-infra,PR-7854,REL-2021.4.16,flag_pricing_engine_rollback_guard,50,success,Luca Moretti,database lag guard,ATLAS-5179,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-01256,2022-07-30,notification-service,canary,atlas-mobile,PR-11232,REL-2024.4.10,flag_notification_service_new_write_path,1,rolled back,Luca Moretti,manual approval,ATLAS-2432,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-01257,2022-07-31,checkout-api,stage,atlas-payments,PR-12588,REL-2018.08,flag_checkout_api_regional_launch,0,success,Ben Carter,error budget guard,ATLAS-4080,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-01258,2022-08-01,payment-orchestrator,stage,atlas-orders,PR-9101,REL-2023.3.0,flag_payment_orchestrator_new_write_path,1,partial,Dmitri Volkov,manual approval,ATLAS-5635,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-01259,2022-08-01,analytics-pipeline,prod,atlas-observability,PR-7129,REL-2018.4.9,flag_analytics_pipeline_rollback_guard,1,monitoring,Priya Nair,latency guard,ATLAS-5556,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-01260,2022-08-02,tax-service,stage,atlas-orders,PR-9507,REL-2023.07,flag_tax_service_dual_run,75,rolled back,Aisha Khan,support volume guard,ATLAS-3354,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-01261,2022-08-06,inventory-reservation,stage,atlas-mobile,PR-8407,REL-2022.2.8,flag_inventory_reservation_dual_run,0,partial,Samir Rao,support volume guard,ATLAS-2973,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-01262,2022-08-06,tax-service,stage,atlas-web,PR-10920,REL-2019.09,flag_tax_service_dual_run,50,partial,Ravi Patel,error budget guard,ATLAS-1914,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-01263,2022-08-06,analytics-pipeline,canary,atlas-orders,PR-8551,REL-2019.2.0,flag_analytics_pipeline_dual_run,50,monitoring,Iris Wang,error budget guard,ATLAS-4353,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-01264,2022-08-07,order-ledger,prod,atlas-data,PR-7252,REL-2021.1.10,flag_order_ledger_rollback_guard,100,partial,Aisha Khan,database lag guard,ATLAS-4291,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-01265,2022-08-10,cart-service,canary,atlas-checkout,PR-5522,REL-2019.2.1,flag_cart_service_dual_run,25,paused,Victor Silva,manual approval,ATLAS-4088,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-01266,2022-08-12,order-ledger,prod,atlas-orders,PR-8464,REL-2023.07,flag_order_ledger_new_write_path,50,rolled back,Dmitri Volkov,support volume guard,ATLAS-2720,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-01267,2022-08-12,auth-gateway,stage,atlas-mobile,PR-7661,REL-2021.1.4,flag_auth_gateway_regional_launch,25,paused,Anika Sharma,error budget guard,ATLAS-2891,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-01268,2022-08-13,pricing-engine,stage,atlas-mobile,PR-11139,REL-2024.2.15,flag_pricing_engine_regional_launch,5,partial,Elena Petrova,manual approval,ATLAS-4006,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-01269,2022-08-14,inventory-reservation,stage,atlas-infra,PR-10141,REL-2020.2.2,flag_inventory_reservation_dual_run,100,paused,Harper Lee,error budget guard,ATLAS-5260,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-01270,2022-08-16,tax-service,prod,atlas-orders,PR-10886,REL-2022.3.12,flag_tax_service_payment_retry,0,monitoring,Maya Chen,database lag guard,ATLAS-1238,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-01271,2022-08-18,order-ledger,stage,atlas-checkout,PR-11267,REL-2020.1.3,flag_order_ledger_new_write_path,1,monitoring,Kim Tan,error budget guard,ATLAS-2808,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-01272,2022-08-18,auth-gateway,stage,atlas-web,PR-11456,REL-2024.4.10,flag_auth_gateway_dual_run,75,paused,Aisha Khan,latency guard,ATLAS-3237,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-01273,2022-08-18,tax-service,prod,atlas-checkout,PR-10460,REL-2026.2.6,flag_tax_service_new_write_path,100,paused,Noah Evans,latency guard,ATLAS-2062,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-01274,2022-08-19,search-recommendations,prod,atlas-infra,PR-8641,REL-2025.11,flag_search_recommendations_payment_retry,1,paused,Nora Singh,manual approval,ATLAS-4543,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-01275,2022-08-22,cart-service,stage,atlas-mobile,PR-6973,REL-2023.1.11,flag_cart_service_regional_launch,75,monitoring,Elena Petrova,support volume guard,ATLAS-2563,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-01276,2022-08-23,pricing-engine,stage,atlas-mobile,PR-5157,REL-2018.4.5,flag_pricing_engine_payment_retry,75,partial,Nora Singh,support volume guard,ATLAS-1579,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-01277,2022-08-24,auth-gateway,prod,atlas-observability,PR-5917,REL-2025.2.7,flag_auth_gateway_rollback_guard,10,rolled back,Maya Chen,latency guard,ATLAS-5498,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-01278,2022-08-26,analytics-pipeline,canary,atlas-web,PR-7455,REL-2021.3.9,flag_analytics_pipeline_dual_run,25,rolled back,Aisha Khan,latency guard,ATLAS-5769,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-01279,2022-08-25,pricing-engine,prod,atlas-payments,PR-9179,REL-2019.2.9,flag_pricing_engine_mobile_session,100,success,Ravi Patel,database lag guard,ATLAS-5765,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-01280,2022-08-29,loyalty-service,canary,atlas-infra,PR-6642,REL-2018.08,flag_loyalty_service_regional_launch,10,monitoring,Harper Lee,database lag guard,ATLAS-3603,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-01281,2022-08-29,auth-gateway,canary,atlas-infra,PR-7732,REL-2023.03,flag_auth_gateway_regional_launch,25,success,Priya Nair,latency guard,ATLAS-5237,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-01282,2022-08-30,payment-orchestrator,canary,atlas-mobile,PR-5266,REL-2026.1.16,flag_payment_orchestrator_payment_retry,0,success,Ben Carter,latency guard,ATLAS-3307,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-01283,2022-09-01,pricing-engine,canary,atlas-data,PR-5251,REL-2024.4.7,flag_pricing_engine_rollback_guard,75,partial,Kim Tan,database lag guard,ATLAS-2022,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-01284,2022-08-31,search-recommendations,canary,atlas-mobile,PR-11303,REL-2019.2.17,flag_search_recommendations_regional_launch,10,paused,Luca Moretti,database lag guard,ATLAS-4723,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-01285,2022-09-04,auth-gateway,canary,atlas-payments,PR-6387,REL-2019.1.4,flag_auth_gateway_mobile_session,100,success,Iris Wang,manual approval,ATLAS-3907,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-01286,2022-09-04,auth-gateway,canary,atlas-mobile,PR-7654,REL-2024.11,flag_auth_gateway_rollback_guard,0,partial,Iris Wang,support volume guard,ATLAS-4663,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-01287,2022-09-06,payment-orchestrator,stage,atlas-orders,PR-7256,REL-2024.2.18,flag_payment_orchestrator_dual_run,100,rolled back,Jon Bell,support volume guard,ATLAS-3008,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-01288,2022-09-07,auth-gateway,canary,atlas-orders,PR-8117,REL-2024.4.18,flag_auth_gateway_new_write_path,100,paused,Luca Moretti,manual approval,ATLAS-2439,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-01289,2022-09-08,checkout-api,stage,atlas-orders,PR-9737,REL-2023.1.11,flag_checkout_api_dual_run,5,monitoring,Ravi Patel,error budget guard,ATLAS-3150,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-01290,2022-09-09,payment-orchestrator,prod,atlas-infra,PR-5116,REL-2019.03,flag_payment_orchestrator_rollback_guard,0,rolled back,Fatima Noor,database lag guard,ATLAS-2287,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-01291,2022-09-10,auth-gateway,stage,atlas-infra,PR-12342,REL-2018.4.6,flag_auth_gateway_mobile_session,0,monitoring,Victor Silva,error budget guard,ATLAS-4031,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-01292,2022-09-12,checkout-api,canary,atlas-infra,PR-5121,REL-2022.1.19,flag_checkout_api_regional_launch,100,rolled back,Harper Lee,support volume guard,ATLAS-6037,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-01293,2022-09-12,order-ledger,canary,atlas-web,PR-9128,REL-2024.4.14,flag_order_ledger_rollback_guard,5,paused,Sara Novak,manual approval,ATLAS-4724,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-01294,2022-09-14,order-ledger,prod,atlas-checkout,PR-12256,REL-2023.10,flag_order_ledger_rollback_guard,75,rolled back,Elena Petrova,database lag guard,ATLAS-1770,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-01295,2022-09-14,search-recommendations,canary,atlas-data,PR-7268,REL-2020.01,flag_search_recommendations_regional_launch,25,success,Victor Silva,error budget guard,ATLAS-3376,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-01296,2022-09-17,pricing-engine,canary,atlas-infra,PR-9817,REL-2021.4.19,flag_pricing_engine_new_write_path,50,paused,Ravi Patel,support volume guard,ATLAS-4645,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-01297,2022-09-18,pricing-engine,canary,atlas-observability,PR-7075,REL-2019.3.2,flag_pricing_engine_mobile_session,5,monitoring,Owen Brooks,support volume guard,ATLAS-3317,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-01298,2022-09-19,order-ledger,stage,atlas-data,PR-7918,REL-2023.1.0,flag_order_ledger_regional_launch,25,rolled back,Iris Wang,support volume guard,ATLAS-5332,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-01299,2022-09-20,cart-service,stage,atlas-checkout,PR-6736,REL-2023.01,flag_cart_service_new_write_path,5,monitoring,Mateo Garcia,error budget guard,ATLAS-3951,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-01300,2022-09-21,order-ledger,stage,atlas-payments,PR-9929,REL-2023.1.18,flag_order_ledger_regional_launch,50,rolled back,Victor Silva,support volume guard,ATLAS-1935,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-01301,2022-09-23,payment-orchestrator,stage,atlas-payments,PR-9829,REL-2022.4.1,flag_payment_orchestrator_payment_retry,75,success,Ben Carter,manual approval,ATLAS-1316,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-01302,2022-09-22,payment-orchestrator,prod,atlas-observability,PR-10812,REL-2023.3.0,flag_payment_orchestrator_dual_run,25,paused,Owen Brooks,error budget guard,ATLAS-5977,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-01303,2022-09-25,loyalty-service,prod,atlas-data,PR-7289,REL-2024.04,flag_loyalty_service_payment_retry,5,success,Luca Moretti,database lag guard,ATLAS-2089,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-01304,2022-09-25,search-recommendations,canary,atlas-infra,PR-5179,REL-2026.03,flag_search_recommendations_mobile_session,75,success,Victor Silva,manual approval,ATLAS-5386,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-01305,2022-09-26,auth-gateway,canary,atlas-observability,PR-10142,REL-2023.01,flag_auth_gateway_payment_retry,50,rolled back,Grace Kim,support volume guard,ATLAS-2823,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-01306,2022-09-29,notification-service,canary,atlas-checkout,PR-12052,REL-2019.06,flag_notification_service_new_write_path,75,success,Jon Bell,latency guard,ATLAS-4804,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-01307,2022-09-28,order-ledger,stage,atlas-data,PR-6714,REL-2023.2.2,flag_order_ledger_regional_launch,100,monitoring,Noah Evans,error budget guard,ATLAS-5939,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-01308,2022-09-30,pricing-engine,stage,atlas-orders,PR-6255,REL-2026.1.16,flag_pricing_engine_rollback_guard,1,paused,Mateo Garcia,latency guard,ATLAS-2396,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-01309,2022-10-02,notification-service,stage,atlas-observability,PR-9669,REL-2019.4.19,flag_notification_service_mobile_session,25,rolled back,Theo Martin,support volume guard,ATLAS-2436,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-01310,2022-10-04,notification-service,canary,atlas-infra,PR-9089,REL-2018.3.14,flag_notification_service_dual_run,50,monitoring,Elena Petrova,error budget guard,ATLAS-2722,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-01311,2022-10-05,loyalty-service,prod,atlas-data,PR-7416,REL-2024.11,flag_loyalty_service_dual_run,50,rolled back,Grace Kim,latency guard,ATLAS-1348,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-01312,2022-10-05,pricing-engine,canary,atlas-infra,PR-5813,REL-2022.1.5,flag_pricing_engine_payment_retry,50,monitoring,Owen Brooks,manual approval,ATLAS-1934,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-01313,2022-10-06,search-recommendations,canary,atlas-mobile,PR-7040,REL-2022.1.3,flag_search_recommendations_payment_retry,25,success,Fatima Noor,database lag guard,ATLAS-4541,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-01314,2022-10-08,tax-service,prod,atlas-payments,PR-11409,REL-2022.2.6,flag_tax_service_regional_launch,1,partial,Luca Moretti,database lag guard,ATLAS-3407,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for tax-service."
DEP-01315,2022-10-08,pricing-engine,canary,atlas-checkout,PR-5530,REL-2022.2.19,flag_pricing_engine_new_write_path,1,paused,Maya Chen,manual approval,ATLAS-1209,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for pricing-engine."
DEP-01316,2022-10-11,order-ledger,prod,atlas-mobile,PR-5527,REL-2020.07,flag_order_ledger_payment_retry,25,monitoring,Victor Silva,database lag guard,ATLAS-4135,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-01317,2022-10-12,loyalty-service,stage,atlas-mobile,PR-9241,REL-2018.4.1,flag_loyalty_service_dual_run,25,success,Kim Tan,error budget guard,ATLAS-3970,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-01318,2022-10-12,payment-orchestrator,stage,atlas-web,PR-7785,REL-2025.2.1,flag_payment_orchestrator_new_write_path,25,monitoring,Luca Moretti,latency guard,ATLAS-3884,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-01319,2022-10-14,order-ledger,stage,atlas-checkout,PR-6216,REL-2024.1.11,flag_order_ledger_regional_launch,50,paused,Sara Novak,database lag guard,ATLAS-2510,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-01320,2022-10-16,checkout-api,stage,atlas-observability,PR-7491,REL-2026.03,flag_checkout_api_mobile_session,5,monitoring,Ben Carter,error budget guard,ATLAS-5963,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-01321,2022-10-16,order-ledger,stage,atlas-payments,PR-7658,REL-2025.4.11,flag_order_ledger_new_write_path,10,monitoring,Fatima Noor,support volume guard,ATLAS-6025,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-01322,2022-10-17,search-recommendations,prod,atlas-mobile,PR-5315,REL-2021.4.19,flag_search_recommendations_dual_run,25,rolled back,Samir Rao,database lag guard,ATLAS-4729,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-01323,2022-10-18,auth-gateway,stage,atlas-mobile,PR-11369,REL-2019.04,flag_auth_gateway_payment_retry,1,rolled back,Maya Chen,manual approval,ATLAS-1270,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
DEP-01324,2022-10-19,order-ledger,prod,atlas-payments,PR-9762,REL-2020.1.4,flag_order_ledger_rollback_guard,100,monitoring,Fatima Noor,support volume guard,ATLAS-2957,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-01325,2022-10-21,inventory-reservation,stage,atlas-mobile,PR-7708,REL-2021.3.1,flag_inventory_reservation_mobile_session,75,success,Luca Moretti,error budget guard,ATLAS-3097,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-01326,2022-10-21,analytics-pipeline,canary,atlas-web,PR-12018,REL-2026.1.10,flag_analytics_pipeline_dual_run,50,success,Nora Singh,latency guard,ATLAS-5810,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-01327,2022-10-24,loyalty-service,canary,atlas-data,PR-6808,REL-2024.09,flag_loyalty_service_dual_run,25,paused,Harper Lee,latency guard,ATLAS-5285,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-01328,2022-10-25,payment-orchestrator,prod,atlas-checkout,PR-5535,REL-2026.01,flag_payment_orchestrator_rollback_guard,50,monitoring,Jon Bell,error budget guard,ATLAS-4209,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-01329,2022-10-26,analytics-pipeline,prod,atlas-payments,PR-9818,REL-2021.03,flag_analytics_pipeline_payment_retry,1,paused,Mateo Garcia,support volume guard,ATLAS-5812,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-01330,2022-10-26,payment-orchestrator,prod,atlas-orders,PR-9565,REL-2022.01,flag_payment_orchestrator_rollback_guard,25,rolled back,Owen Brooks,database lag guard,ATLAS-2031,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-01331,2022-10-27,loyalty-service,canary,atlas-checkout,PR-11137,REL-2022.01,flag_loyalty_service_dual_run,1,success,Priya Nair,latency guard,ATLAS-6143,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for loyalty-service."
DEP-01332,2022-10-31,inventory-reservation,prod,atlas-data,PR-12499,REL-2018.4.16,flag_inventory_reservation_regional_launch,5,success,Jon Bell,support volume guard,ATLAS-3254,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-01333,2022-11-01,checkout-api,canary,atlas-web,PR-9991,REL-2024.3.4,flag_checkout_api_regional_launch,25,paused,Harper Lee,error budget guard,ATLAS-2620,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-01334,2022-11-02,checkout-api,prod,atlas-mobile,PR-6445,REL-2021.4.15,flag_checkout_api_payment_retry,1,success,Dmitri Volkov,support volume guard,ATLAS-3725,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-01335,2022-11-03,cart-service,stage,atlas-web,PR-11721,REL-2020.4.18,flag_cart_service_payment_retry,25,monitoring,Theo Martin,support volume guard,ATLAS-5742,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-01336,2022-11-02,payment-orchestrator,prod,atlas-web,PR-8726,REL-2018.09,flag_payment_orchestrator_mobile_session,0,monitoring,Priya Nair,latency guard,ATLAS-3392,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-01337,2022-11-05,cart-service,stage,atlas-orders,PR-7675,REL-2022.4.10,flag_cart_service_new_write_path,10,paused,Kim Tan,latency guard,ATLAS-1494,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-01338,2022-11-05,inventory-reservation,prod,atlas-data,PR-11788,REL-2026.2.12,flag_inventory_reservation_new_write_path,50,partial,Grace Kim,latency guard,ATLAS-1872,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-01339,2022-11-06,payment-orchestrator,stage,atlas-payments,PR-8016,REL-2019.2.11,flag_payment_orchestrator_new_write_path,5,success,Victor Silva,error budget guard,ATLAS-3280,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for payment-orchestrator."
DEP-01340,2022-11-07,inventory-reservation,stage,atlas-observability,PR-6258,REL-2025.3.15,flag_inventory_reservation_mobile_session,5,monitoring,Harper Lee,support volume guard,ATLAS-5115,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for inventory-reservation."
DEP-01341,2022-11-08,notification-service,stage,atlas-checkout,PR-8968,REL-2025.4.3,flag_notification_service_dual_run,1,rolled back,Aisha Khan,error budget guard,ATLAS-1008,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for notification-service."
DEP-01342,2022-11-10,order-ledger,canary,atlas-checkout,PR-6403,REL-2025.10,flag_order_ledger_rollback_guard,1,paused,Luca Moretti,support volume guard,ATLAS-5122,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-01343,2022-11-12,checkout-api,canary,atlas-observability,PR-10844,REL-2023.03,flag_checkout_api_mobile_session,75,monitoring,Owen Brooks,latency guard,ATLAS-3310,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for checkout-api."
DEP-01344,2022-11-12,cart-service,canary,atlas-data,PR-12575,REL-2020.08,flag_cart_service_rollback_guard,25,rolled back,Victor Silva,manual approval,ATLAS-3410,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-01345,2022-11-15,order-ledger,prod,atlas-web,PR-5671,REL-2021.4.5,flag_order_ledger_mobile_session,25,monitoring,Maya Chen,error budget guard,ATLAS-1511,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for order-ledger."
DEP-01346,2022-11-15,cart-service,canary,atlas-checkout,PR-12225,REL-2024.06,flag_cart_service_regional_launch,5,paused,Dmitri Volkov,support volume guard,ATLAS-1068,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for cart-service."
DEP-01347,2022-11-18,analytics-pipeline,canary,atlas-mobile,PR-6922,REL-2021.3.1,flag_analytics_pipeline_new_write_path,0,monitoring,Yara Haddad,database lag guard,ATLAS-1434,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for analytics-pipeline."
DEP-01348,2022-11-19,search-recommendations,canary,atlas-infra,PR-6191,REL-2024.4.2,flag_search_recommendations_mobile_session,25,monitoring,Owen Brooks,support volume guard,ATLAS-5957,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for search-recommendations."
DEP-01349,2022-11-19,auth-gateway,canary,atlas-checkout,PR-6215,REL-2024.12,flag_auth_gateway_dual_run,100,partial,Nora Singh,database lag guard,ATLAS-2544,"Deployment note: verify feature flag, Grafana SLO, PagerDuty status, database health, and support handoff for auth-gateway."
