date,channel,sessions,conversion_pct,p95_latency_ms,p99_latency_ms,error_rate_pct,support_tickets,payment_retries,notes,linked_jira
2022-06-23,ios,16032,82.68,546,1129,0.568,48,19,normal,ATLAS-6072
2022-06-23,android,14713,80.35,512,1069,0.483,57,12,release day,ATLAS-5202
2022-06-23,mobile-web,16686,82.25,618,1295,0.037,45,19,campaign,ATLAS-6108
2022-06-23,partner-api,15754,81.47,560,1121,0.423,4,22,normal,ATLAS-1709
2022-06-23,store-kiosk,16323,81.71,495,1110,0.321,62,21,payment provider watch,ATLAS-2002
2022-06-24,web,28262,82.05,521,1095,0.244,69,13,incident watch,ATLAS-1195
2022-06-24,ios,16486,82.34,517,952,0.128,33,25,payment provider watch,ATLAS-5358
2022-06-24,android,16311,79.72,592,1277,0.483,72,8,normal,ATLAS-2616
2022-06-24,mobile-web,16313,82.24,624,1163,0.114,5,26,incident watch,ATLAS-2024
2022-06-24,partner-api,14802,82.76,547,1077,0.65,22,10,incident watch,ATLAS-1658
2022-06-24,store-kiosk,15943,79.33,607,1222,0.374,42,6,normal,ATLAS-1715
2022-06-25,web,26081,81.33,583,1154,0.246,26,0,normal,ATLAS-2221
2022-06-25,ios,15554,82.65,496,1067,0.549,15,21,payment provider watch,ATLAS-3456
2022-06-25,android,15300,81.29,474,962,0.279,42,12,payment provider watch,ATLAS-3935
2022-06-25,mobile-web,14744,79.31,616,1299,0.207,12,18,normal,ATLAS-2331
2022-06-25,partner-api,16525,80.78,557,1108,0.222,68,6,mobile regression,ATLAS-5493
2022-06-25,store-kiosk,15882,80.24,512,1064,0.672,2,3,mobile regression,ATLAS-4962
2022-06-26,web,28373,78.88,618,1279,0.7,65,24,campaign,ATLAS-2744
2022-06-26,ios,15529,81.57,458,980,0.471,51,16,payment provider watch,ATLAS-1198
2022-06-26,android,14570,82.17,605,1236,0.496,15,9,incident watch,ATLAS-4459
2022-06-26,mobile-web,16423,82.3,507,1108,0.756,41,8,mobile regression,ATLAS-5134
2022-06-26,partner-api,15318,81.11,502,1114,0.202,58,9,campaign,ATLAS-2944
2022-06-26,store-kiosk,16657,81.92,597,1111,0.322,23,29,normal,ATLAS-5365
2022-06-27,web,25851,80.21,619,1213,0.514,50,1,campaign,ATLAS-1355
2022-06-27,ios,15905,80.2,545,1104,0.446,23,27,campaign,ATLAS-4746
2022-06-27,android,14799,79.27,486,925,0.472,62,2,mobile regression,ATLAS-3053
2022-06-27,mobile-web,16000,81.63,434,872,0.543,45,14,mobile regression,ATLAS-1881
2022-06-27,partner-api,16378,80.06,472,967,0.457,4,9,release day,ATLAS-4918
2022-06-27,store-kiosk,16547,79.04,505,1041,0.595,51,32,incident watch,ATLAS-3834
2022-06-28,web,28230,81.56,463,971,0.362,63,30,mobile regression,ATLAS-1229
2022-06-28,ios,15748,81.17,568,1145,0.566,3,21,normal,ATLAS-4891
2022-06-28,android,14932,81.74,583,1162,0.672,66,28,incident watch,ATLAS-5808
2022-06-28,mobile-web,14836,78.84,576,1161,0.177,51,32,release day,ATLAS-3533
2022-06-28,partner-api,14539,79.25,452,916,0.473,47,22,mobile regression,ATLAS-1423
2022-06-28,store-kiosk,14674,80.09,477,1006,0.175,4,8,payment provider watch,ATLAS-2634
2022-06-29,web,28478,81.87,458,1042,0.446,25,10,campaign,ATLAS-3376
2022-06-29,ios,16080,82.21,458,1025,0.609,3,22,campaign,ATLAS-3988
2022-06-29,android,16623,81.38,546,1113,0.862,27,9,mobile regression,ATLAS-1557
2022-06-29,mobile-web,15123,82.29,499,922,0.471,4,8,normal,ATLAS-2256
2022-06-29,partner-api,15831,80.02,453,848,0.175,2,11,campaign,ATLAS-4544
2022-06-29,store-kiosk,15284,80.26,473,951,0.341,68,16,release day,ATLAS-4467
2022-06-30,web,27852,81.34,597,1286,0.365,47,17,campaign,ATLAS-1666
2022-06-30,ios,14933,79.01,534,1112,0.356,24,2,payment provider watch,ATLAS-5238
2022-06-30,android,15390,82.48,488,977,0.297,56,29,mobile regression,ATLAS-5522
2022-06-30,mobile-web,14569,80.11,480,935,0.274,18,4,payment provider watch,ATLAS-3722
2022-06-30,partner-api,14613,80.35,525,1099,0.345,71,20,release day,ATLAS-5069
2022-06-30,store-kiosk,16032,78.84,611,1218,0.01,28,9,incident watch,ATLAS-3404
2022-07-01,web,27837,80.22,555,1094,0.28,55,8,payment provider watch,ATLAS-3391
2022-07-01,ios,16119,79.13,468,943,0.32,38,14,mobile regression,ATLAS-5858
2022-07-01,android,14736,82.39,449,922,0.469,33,4,mobile regression,ATLAS-3287
2022-07-01,mobile-web,15453,81.93,601,1242,0.683,5,27,mobile regression,ATLAS-5890
2022-07-01,partner-api,16616,79.27,561,1175,0.467,59,20,mobile regression,ATLAS-4375
2022-07-01,store-kiosk,15270,80.59,512,1070,0.461,39,10,normal,ATLAS-5581
2022-07-02,web,27959,81.96,452,950,0.563,37,8,normal,ATLAS-4381
2022-07-02,ios,15898,80.14,473,885,0.373,19,18,incident watch,ATLAS-3042
2022-07-02,android,15175,82.6,595,1151,0.795,32,14,campaign,ATLAS-2511
2022-07-02,mobile-web,16269,81.83,595,1209,0.548,61,18,normal,ATLAS-4394
2022-07-02,partner-api,15428,82.02,581,1171,0.01,36,14,release day,ATLAS-2270
2022-07-02,store-kiosk,14510,81.76,624,1343,0.661,2,2,campaign,ATLAS-1250
2022-07-03,web,25409,80.22,609,1217,0.621,43,14,normal,ATLAS-6152
2022-07-03,ios,15011,81.9,580,1136,0.212,51,12,campaign,ATLAS-4504
2022-07-03,android,14746,82.78,497,1085,0.01,49,32,release day,ATLAS-6109
2022-07-03,mobile-web,16589,78.85,588,1250,0.277,71,13,payment provider watch,ATLAS-4072
2022-07-03,partner-api,14755,79.17,623,1221,0.581,23,5,release day,ATLAS-5621
2022-07-03,store-kiosk,16587,82.56,626,1268,0.718,26,21,campaign,ATLAS-3210
2022-07-04,web,26399,82.81,456,991,0.747,23,29,normal,ATLAS-4092
2022-07-04,ios,16226,82.54,464,922,0.531,61,2,payment provider watch,ATLAS-2371
2022-07-04,android,16597,81.05,559,1143,0.576,4,15,normal,ATLAS-5415
2022-07-04,mobile-web,14987,80.82,512,1129,0.154,37,31,release day,ATLAS-1968
2022-07-04,partner-api,14943,82.74,524,1070,0.117,25,15,release day,ATLAS-5759
2022-07-04,store-kiosk,14857,81.92,554,1195,0.07,23,5,release day,ATLAS-1410
2022-07-05,web,27232,78.95,507,1055,0.137,26,14,payment provider watch,ATLAS-2602
2022-07-05,ios,14873,80.44,547,1065,0.678,68,15,normal,ATLAS-4864
2022-07-05,android,15080,79.82,526,1061,0.414,13,25,campaign,ATLAS-5615
2022-07-05,mobile-web,15319,80.45,484,1050,1.233,17,22,mobile regression,ATLAS-4436
2022-07-05,partner-api,14678,79.31,441,992,0.207,26,18,normal,ATLAS-2016
2022-07-05,store-kiosk,16122,82.72,474,963,0.719,71,9,incident watch,ATLAS-1830
2022-07-06,web,25834,79.5,613,1197,0.548,27,15,release day,ATLAS-3713
2022-07-06,ios,15352,78.92,499,954,0.247,72,9,normal,ATLAS-3352
2022-07-06,android,15612,78.86,602,1104,0.426,9,3,mobile regression,ATLAS-5648
2022-07-06,mobile-web,14827,80.69,489,981,0.376,23,16,campaign,ATLAS-3630
2022-07-06,partner-api,15978,81.4,507,1115,0.819,6,8,incident watch,ATLAS-2561
2022-07-06,store-kiosk,16140,80.64,525,1103,0.409,40,8,release day,ATLAS-1026
2022-07-07,web,26792,80.33,552,1092,0.122,74,1,mobile regression,ATLAS-4598
2022-07-07,ios,15316,81.29,515,1142,0.587,13,15,mobile regression,ATLAS-2573
2022-07-07,android,15341,79.07,577,1122,0.804,36,10,campaign,ATLAS-6037
2022-07-07,mobile-web,16511,82.14,628,1294,0.248,46,6,payment provider watch,ATLAS-3527
2022-07-07,partner-api,16602,79.15,459,955,0.157,8,19,mobile regression,ATLAS-2161
2022-07-07,store-kiosk,16097,81.16,472,1023,0.683,36,29,release day,ATLAS-2378
2022-07-08,web,26304,82.43,592,1270,0.311,28,10,payment provider watch,ATLAS-5054
2022-07-08,ios,16645,81.08,549,1183,0.348,9,10,campaign,ATLAS-4611
2022-07-08,android,15210,80.43,450,843,0.108,18,16,incident watch,ATLAS-2205
2022-07-08,mobile-web,16159,79.62,561,1040,0.583,75,11,mobile regression,ATLAS-1867
2022-07-08,partner-api,15898,81.88,522,983,0.01,37,21,release day,ATLAS-4760
2022-07-08,store-kiosk,14594,79.18,453,1007,0.904,74,16,campaign,ATLAS-4151
2022-07-09,web,26907,81.6,535,1107,0.403,71,30,incident watch,ATLAS-1664
2022-07-09,ios,15976,80.32,499,1008,0.559,66,20,normal,ATLAS-1980
2022-07-09,android,15110,79.91,598,1122,0.446,43,20,payment provider watch,ATLAS-5654
2022-07-09,mobile-web,16462,82.7,444,821,0.014,16,24,incident watch,ATLAS-2283
2022-07-09,partner-api,15957,81.86,531,1007,0.081,34,3,incident watch,ATLAS-5705
2022-07-09,store-kiosk,15563,80.72,632,1299,0.479,0,6,campaign,ATLAS-5827
2022-07-10,web,28502,81.0,454,987,0.413,67,17,incident watch,ATLAS-4660
2022-07-10,ios,16177,81.04,531,1015,0.917,71,21,release day,ATLAS-6198
2022-07-10,android,15672,80.59,451,969,0.692,47,16,payment provider watch,ATLAS-3533
2022-07-10,mobile-web,16489,80.84,501,1116,0.811,44,11,release day,ATLAS-2514
2022-07-10,partner-api,15992,80.82,622,1288,0.552,60,0,incident watch,ATLAS-2514
2022-07-10,store-kiosk,15852,79.93,556,1208,0.24,63,12,payment provider watch,ATLAS-5478
2022-07-11,web,25292,79.82,491,977,0.671,1,30,mobile regression,ATLAS-4890
2022-07-11,ios,16621,80.69,529,1060,0.393,21,18,mobile regression,ATLAS-3358
2022-07-11,android,14563,79.29,616,1235,0.064,25,7,mobile regression,ATLAS-1293
2022-07-11,mobile-web,15933,80.95,626,1201,0.01,0,1,incident watch,ATLAS-4020
2022-07-11,partner-api,15982,80.97,453,1009,0.696,43,26,mobile regression,ATLAS-2056
2022-07-11,store-kiosk,14593,80.73,561,1190,0.444,67,0,payment provider watch,ATLAS-1833
2022-07-12,web,25515,82.47,478,1040,0.368,61,31,normal,ATLAS-4620
2022-07-12,ios,14949,80.19,506,1106,0.291,64,22,release day,ATLAS-1092
2022-07-12,android,16370,80.85,535,1176,0.443,65,19,payment provider watch,ATLAS-1617
2022-07-12,mobile-web,14857,79.84,608,1155,0.689,75,23,release day,ATLAS-4516
2022-07-12,partner-api,14929,80.32,580,1186,0.331,72,25,incident watch,ATLAS-1130
2022-07-12,store-kiosk,15293,80.27,604,1227,0.726,15,27,release day,ATLAS-1875
2022-07-13,web,28089,79.47,475,971,0.792,11,20,release day,ATLAS-5758
2022-07-13,ios,15287,79.14,589,1279,0.534,9,11,mobile regression,ATLAS-5999
2022-07-13,android,15909,82.01,514,1143,0.328,24,6,release day,ATLAS-2672
2022-07-13,mobile-web,16135,81.45,563,1190,0.81,51,27,release day,ATLAS-1256
2022-07-13,partner-api,15447,81.44,517,981,0.4,13,25,normal,ATLAS-2278
2022-07-13,store-kiosk,16771,81.07,536,989,0.609,9,4,normal,ATLAS-1317
2022-07-14,web,25579,80.77,519,1079,0.503,63,29,campaign,ATLAS-3457
2022-07-14,ios,16741,79.45,478,1061,0.976,47,10,campaign,ATLAS-5697
2022-07-14,android,14765,79.5,615,1222,0.344,67,25,release day,ATLAS-1792
2022-07-14,mobile-web,14656,82.91,442,833,0.322,48,28,incident watch,ATLAS-5417
2022-07-14,partner-api,15110,81.38,553,1104,0.852,28,25,mobile regression,ATLAS-2982
2022-07-14,store-kiosk,15835,80.57,613,1227,0.179,10,15,release day,ATLAS-2708
2022-07-15,web,24651,81.82,530,1045,0.098,44,21,release day,ATLAS-5123
2022-07-15,ios,14628,81.89,462,1004,0.01,34,23,payment provider watch,ATLAS-5616
2022-07-15,android,16748,79.29,478,952,0.01,64,12,incident watch,ATLAS-5686
2022-07-15,mobile-web,15993,80.78,611,1262,0.514,2,21,incident watch,ATLAS-3024
2022-07-15,partner-api,15895,80.49,552,1064,0.347,72,8,incident watch,ATLAS-3888
2022-07-15,store-kiosk,14573,79.63,617,1258,0.602,22,16,mobile regression,ATLAS-4827
2022-07-16,web,25398,80.09,460,952,0.01,31,14,normal,ATLAS-2268
2022-07-16,ios,14526,81.8,517,1103,0.336,19,5,campaign,ATLAS-3417
2022-07-16,android,16170,79.53,504,1062,0.477,43,16,normal,ATLAS-5409
2022-07-16,mobile-web,15093,79.58,599,1231,0.674,52,18,normal,ATLAS-4783
2022-07-16,partner-api,15700,81.24,471,976,0.215,20,28,payment provider watch,ATLAS-4510
2022-07-16,store-kiosk,14624,82.54,532,1126,0.275,5,23,incident watch,ATLAS-6161
2022-07-17,web,27893,82.7,575,1245,0.288,25,10,incident watch,ATLAS-1754
2022-07-17,ios,15138,81.72,630,1354,0.347,62,4,mobile regression,ATLAS-4338
2022-07-17,android,15259,78.89,499,1004,0.614,57,23,normal,ATLAS-1587
2022-07-17,mobile-web,16271,81.74,493,1093,0.244,68,30,incident watch,ATLAS-2222
2022-07-17,partner-api,16216,79.6,606,1231,0.62,57,27,release day,ATLAS-2888
2022-07-17,store-kiosk,16122,82.66,528,1098,0.425,29,15,release day,ATLAS-5965
2022-07-18,web,24835,82.36,436,917,0.122,65,6,payment provider watch,ATLAS-5030
2022-07-18,ios,14606,80.61,602,1259,0.056,10,24,campaign,ATLAS-3449
2022-07-18,android,16417,82.33,472,882,0.343,74,31,incident watch,ATLAS-2616
2022-07-18,mobile-web,15847,79.74,581,1224,0.193,62,24,release day,ATLAS-5800
2022-07-18,partner-api,16473,79.11,584,1265,0.534,23,8,campaign,ATLAS-1034
2022-07-18,store-kiosk,16262,79.71,572,1214,0.261,52,30,release day,ATLAS-1532
2022-07-19,web,27733,79.36,576,1071,0.512,39,19,release day,ATLAS-5450
2022-07-19,ios,15393,79.46,592,1195,0.42,9,19,incident watch,ATLAS-5830
2022-07-19,android,14918,79.37,516,1013,0.333,24,10,payment provider watch,ATLAS-2339
2022-07-19,mobile-web,15482,82.28,460,896,0.568,73,27,campaign,ATLAS-4207
2022-07-19,partner-api,14969,79.02,545,1168,0.01,66,14,incident watch,ATLAS-1715
2022-07-19,store-kiosk,14508,80.28,593,1278,0.257,71,3,campaign,ATLAS-2005
2022-07-20,web,28114,78.73,622,1190,0.424,4,4,incident watch,ATLAS-1759
2022-07-20,ios,16241,80.44,433,877,0.01,28,11,campaign,ATLAS-4296
2022-07-20,android,14777,80.46,534,1153,0.612,75,13,incident watch,ATLAS-3038
2022-07-20,mobile-web,16499,82.29,452,889,0.01,67,31,campaign,ATLAS-2821
2022-07-20,partner-api,14832,79.81,547,1117,0.807,15,23,incident watch,ATLAS-2975
2022-07-20,store-kiosk,14948,81.49,631,1343,0.262,9,18,release day,ATLAS-2043
2022-07-21,web,25688,81.39,597,1207,0.43,44,7,payment provider watch,ATLAS-2632
2022-07-21,ios,16586,81.01,562,1054,0.752,63,31,incident watch,ATLAS-4179
2022-07-21,android,14694,81.13,538,1062,0.01,68,0,mobile regression,ATLAS-4546
2022-07-21,mobile-web,16657,81.8,576,1067,0.339,53,16,mobile regression,ATLAS-1620
2022-07-21,partner-api,15401,82.64,588,1201,0.37,54,11,normal,ATLAS-6078
2022-07-21,store-kiosk,14515,82.71,515,977,0.591,32,7,normal,ATLAS-2949
2022-07-22,web,26052,81.48,565,1192,0.01,44,9,incident watch,ATLAS-5838
2022-07-22,ios,16478,82.79,531,1033,0.285,40,14,payment provider watch,ATLAS-3589
2022-07-22,android,16795,78.91,549,1166,0.882,67,15,incident watch,ATLAS-1356
2022-07-22,mobile-web,14543,82.76,581,1162,0.311,22,23,payment provider watch,ATLAS-3790
2022-07-22,partner-api,16764,81.27,588,1122,0.752,13,20,mobile regression,ATLAS-2111
2022-07-22,store-kiosk,15510,82.11,529,1127,0.194,55,32,incident watch,ATLAS-1189
2022-07-23,web,27186,81.76,604,1237,0.022,45,29,release day,ATLAS-3963
2022-07-23,ios,14987,79.15,558,1155,0.384,12,0,release day,ATLAS-1693
2022-07-23,android,15381,81.25,627,1314,0.69,40,7,normal,ATLAS-2684
2022-07-23,mobile-web,15926,80.97,606,1227,0.266,64,13,incident watch,ATLAS-3554
2022-07-23,partner-api,15397,82.0,468,1009,0.01,24,19,mobile regression,ATLAS-1838
2022-07-23,store-kiosk,15047,80.95,450,889,0.155,34,32,campaign,ATLAS-3399
2022-07-24,web,27517,82.44,480,1039,0.403,70,10,campaign,ATLAS-2534
2022-07-24,ios,14901,81.55,456,892,0.406,59,13,normal,ATLAS-2262
2022-07-24,android,15508,82.29,472,991,0.264,18,18,mobile regression,ATLAS-3402
2022-07-24,mobile-web,15070,81.17,457,983,0.657,5,19,payment provider watch,ATLAS-4513
2022-07-24,partner-api,16637,81.79,538,1083,0.243,67,16,release day,ATLAS-4489
2022-07-24,store-kiosk,15531,81.67,513,1108,1.22,62,23,mobile regression,ATLAS-4908
2022-07-25,web,24794,79.06,573,1230,0.47,0,12,payment provider watch,ATLAS-3166
2022-07-25,ios,15643,79.35,484,923,0.273,11,18,payment provider watch,ATLAS-4504
2022-07-25,android,14890,80.78,438,1003,0.382,47,10,normal,ATLAS-5686
2022-07-25,mobile-web,16740,79.41,476,930,0.396,41,23,release day,ATLAS-3754
2022-07-25,partner-api,14592,80.86,604,1242,0.543,46,13,payment provider watch,ATLAS-2270
2022-07-25,store-kiosk,15427,82.23,574,1235,0.205,29,5,campaign,ATLAS-2244
2022-07-26,web,25780,78.74,624,1252,0.522,41,21,normal,ATLAS-3873
2022-07-26,ios,15509,80.35,612,1205,0.244,5,31,campaign,ATLAS-1873
2022-07-26,android,15616,80.83,528,1008,0.561,24,8,campaign,ATLAS-2267
2022-07-26,mobile-web,14866,80.79,543,1089,0.661,7,22,mobile regression,ATLAS-2396
2022-07-26,partner-api,16689,81.38,609,1180,0.218,73,3,incident watch,ATLAS-1671
2022-07-26,store-kiosk,16043,79.59,620,1279,0.521,47,13,incident watch,ATLAS-5098
2022-07-27,web,25853,82.94,455,919,0.36,58,24,campaign,ATLAS-6031
2022-07-27,ios,15789,78.98,519,1005,0.104,69,24,release day,ATLAS-2870
2022-07-27,android,16100,79.34,581,1106,0.428,50,29,normal,ATLAS-1079
2022-07-27,mobile-web,15478,82.64,500,953,0.334,61,30,incident watch,ATLAS-2852
2022-07-27,partner-api,15499,80.96,458,979,0.867,34,23,mobile regression,ATLAS-3391
2022-07-27,store-kiosk,15558,79.57,591,1145,0.237,43,13,incident watch,ATLAS-2000
2022-07-28,web,26520,80.2,571,1055,0.294,12,30,payment provider watch,ATLAS-2930
2022-07-28,ios,16164,82.75,451,952,0.463,53,21,incident watch,ATLAS-6076
2022-07-28,android,15757,82.79,451,834,0.538,61,23,mobile regression,ATLAS-2456
2022-07-28,mobile-web,16740,81.22,437,841,0.562,8,17,incident watch,ATLAS-3304
2022-07-28,partner-api,16063,82.48,504,1053,0.226,12,18,normal,ATLAS-1299
2022-07-28,store-kiosk,16368,79.18,627,1325,0.828,54,3,mobile regression,ATLAS-2795
2022-07-29,web,26010,79.43,536,984,0.507,51,19,normal,ATLAS-1134
2022-07-29,ios,14684,81.16,629,1284,0.01,17,10,release day,ATLAS-1257
2022-07-29,android,15849,81.03,464,959,0.411,4,24,incident watch,ATLAS-3741
2022-07-29,mobile-web,15681,79.03,539,1048,0.294,31,20,mobile regression,ATLAS-4986
2022-07-29,partner-api,15343,82.48,556,1049,0.242,68,30,mobile regression,ATLAS-5014
2022-07-29,store-kiosk,16149,79.23,505,1017,0.135,72,20,incident watch,ATLAS-4294
2022-07-30,web,26265,80.58,494,1051,0.564,30,8,mobile regression,ATLAS-5157
2022-07-30,ios,15629,79.62,464,984,1.001,53,20,normal,ATLAS-1260
2022-07-30,android,15453,79.19,466,888,0.367,31,14,mobile regression,ATLAS-5033
2022-07-30,mobile-web,14533,80.0,626,1341,0.412,19,30,payment provider watch,ATLAS-4968
2022-07-30,partner-api,14641,81.84,511,1053,0.042,12,8,mobile regression,ATLAS-1446
2022-07-30,store-kiosk,15306,79.89,519,1073,0.63,73,31,release day,ATLAS-5049
2022-07-31,web,25044,80.29,482,912,0.412,6,26,incident watch,ATLAS-1595
2022-07-31,ios,14934,80.79,501,1106,0.716,38,8,mobile regression,ATLAS-5038
2022-07-31,android,15696,81.68,436,971,0.239,20,32,mobile regression,ATLAS-1512
2022-07-31,mobile-web,14576,82.02,528,1053,0.903,28,32,payment provider watch,ATLAS-1399
2022-07-31,partner-api,15445,82.23,484,932,0.306,5,10,incident watch,ATLAS-3737
2022-07-31,store-kiosk,16396,81.57,555,1175,0.469,64,9,normal,ATLAS-2811
2022-08-01,web,27516,81.58,554,1075,0.492,24,4,release day,ATLAS-2291
2022-08-01,ios,14721,82.01,514,1094,0.497,68,22,incident watch,ATLAS-3409
2022-08-01,android,15641,78.9,505,967,0.47,62,27,normal,ATLAS-1751
2022-08-01,mobile-web,15274,82.61,524,1159,0.53,10,7,campaign,ATLAS-4096
2022-08-01,partner-api,14712,79.89,450,859,0.458,58,14,incident watch,ATLAS-4546
2022-08-01,store-kiosk,14836,79.9,550,1061,0.01,71,24,campaign,ATLAS-3095
2022-08-02,web,27410,82.26,450,992,0.88,34,28,campaign,ATLAS-4153
2022-08-02,ios,15128,80.3,520,1035,0.598,23,6,payment provider watch,ATLAS-5212
2022-08-02,android,16003,78.8,577,1250,0.493,69,31,payment provider watch,ATLAS-4237
2022-08-02,mobile-web,16208,79.07,507,1019,0.46,52,8,normal,ATLAS-1115
2022-08-02,partner-api,16514,81.68,584,1212,0.248,39,21,release day,ATLAS-1633
2022-08-02,store-kiosk,14793,81.83,557,1091,0.564,69,31,mobile regression,ATLAS-2329
2022-08-03,web,27971,78.95,564,1185,0.487,1,5,campaign,ATLAS-2702
2022-08-03,ios,14717,80.96,514,1009,0.675,13,2,payment provider watch,ATLAS-4174
2022-08-03,android,15313,80.05,591,1267,0.426,9,18,payment provider watch,ATLAS-1063
2022-08-03,mobile-web,16007,78.82,579,1136,0.472,22,13,release day,ATLAS-4341
2022-08-03,partner-api,15473,81.93,489,968,0.01,6,28,normal,ATLAS-5943
2022-08-03,store-kiosk,14681,80.48,558,1070,0.387,6,14,campaign,ATLAS-3582
2022-08-04,web,26625,79.78,503,984,0.671,26,31,campaign,ATLAS-5343
2022-08-04,ios,15456,82.63,587,1083,0.809,38,4,campaign,ATLAS-1245
2022-08-04,android,14775,79.5,581,1248,0.073,37,25,campaign,ATLAS-2619
2022-08-04,mobile-web,14509,80.33,614,1164,0.676,14,24,campaign,ATLAS-5751
2022-08-04,partner-api,15121,79.86,578,1122,0.678,15,20,incident watch,ATLAS-4729
2022-08-04,store-kiosk,16035,80.64,435,881,0.01,59,28,campaign,ATLAS-4357
2022-08-05,web,26701,78.95,480,1081,0.322,71,5,payment provider watch,ATLAS-5618
2022-08-05,ios,15331,82.12,592,1102,0.458,27,32,release day,ATLAS-1995
2022-08-05,android,14917,80.52,556,1190,0.439,21,30,payment provider watch,ATLAS-1171
2022-08-05,mobile-web,14564,81.09,624,1297,0.513,12,23,campaign,ATLAS-3478
2022-08-05,partner-api,14621,80.01,625,1198,0.489,26,12,campaign,ATLAS-4531
2022-08-05,store-kiosk,16466,79.38,612,1142,0.058,4,20,release day,ATLAS-6103
2022-08-06,web,28502,82.59,519,977,0.634,25,26,normal,ATLAS-4321
2022-08-06,ios,14867,81.22,555,1070,0.115,70,8,payment provider watch,ATLAS-4863
2022-08-06,android,14712,81.21,504,1108,0.01,20,17,normal,ATLAS-5498
2022-08-06,mobile-web,14570,82.67,498,1015,0.86,9,11,incident watch,ATLAS-3004
2022-08-06,partner-api,14851,82.09,514,1062,0.696,55,25,payment provider watch,ATLAS-4347
2022-08-06,store-kiosk,15375,81.51,535,990,0.357,52,6,payment provider watch,ATLAS-1049
2022-08-07,web,26795,82.76,452,1020,0.545,7,11,campaign,ATLAS-4393
2022-08-07,ios,15670,81.22,551,1179,0.409,59,23,campaign,ATLAS-5894
2022-08-07,android,15183,80.96,612,1197,0.368,46,30,mobile regression,ATLAS-1279
2022-08-07,mobile-web,14914,79.74,501,1052,0.702,63,21,incident watch,ATLAS-2588
2022-08-07,partner-api,15542,79.11,527,1099,0.909,18,21,campaign,ATLAS-1798
2022-08-07,store-kiosk,16233,81.67,434,915,0.902,17,31,payment provider watch,ATLAS-2199
2022-08-08,web,25833,80.24,537,1181,0.283,49,11,campaign,ATLAS-5974
2022-08-08,ios,14898,80.11,442,977,0.332,4,12,release day,ATLAS-1200
2022-08-08,android,15613,82.53,579,1254,0.3,43,6,payment provider watch,ATLAS-5293
2022-08-08,mobile-web,16194,81.53,487,989,0.382,36,32,incident watch,ATLAS-3946
2022-08-08,partner-api,14750,80.39,491,1017,0.438,26,12,normal,ATLAS-3689
2022-08-08,store-kiosk,14909,80.78,622,1139,0.502,41,31,mobile regression,ATLAS-3039
2022-08-09,web,27103,82.14,506,1017,0.372,33,27,campaign,ATLAS-3942
2022-08-09,ios,15233,79.4,570,1238,0.686,51,5,incident watch,ATLAS-5762
2022-08-09,android,15219,81.52,450,924,0.617,25,10,release day,ATLAS-3706
2022-08-09,mobile-web,15426,80.37,631,1164,0.771,3,30,payment provider watch,ATLAS-2017
2022-08-09,partner-api,16204,81.65,608,1115,0.144,39,13,incident watch,ATLAS-2389
2022-08-09,store-kiosk,14575,81.91,604,1231,0.356,63,26,mobile regression,ATLAS-5005
2022-08-10,web,27480,81.83,485,1004,0.286,16,21,normal,ATLAS-4920
2022-08-10,ios,14585,80.75,587,1077,0.24,22,23,release day,ATLAS-2455
2022-08-10,android,15047,80.73,451,886,0.576,62,24,mobile regression,ATLAS-3627
2022-08-10,mobile-web,16288,80.18,554,1145,0.522,3,20,mobile regression,ATLAS-2111
2022-08-10,partner-api,15242,80.27,543,1013,0.618,11,27,incident watch,ATLAS-2356
2022-08-10,store-kiosk,15386,80.34,616,1183,0.871,28,29,payment provider watch,ATLAS-3172
2022-08-11,web,26411,79.38,488,1019,0.75,36,12,mobile regression,ATLAS-1314
2022-08-11,ios,15287,80.35,591,1139,0.499,71,31,release day,ATLAS-5083
2022-08-11,android,15464,80.35,588,1144,0.543,17,21,incident watch,ATLAS-1593
2022-08-11,mobile-web,14688,81.82,464,917,0.049,63,20,incident watch,ATLAS-2183
2022-08-11,partner-api,16760,79.42,617,1239,0.676,66,32,incident watch,ATLAS-4853
2022-08-11,store-kiosk,15478,80.99,535,1014,0.09,75,28,normal,ATLAS-3938
2022-08-12,web,27353,80.71,629,1279,0.277,58,23,payment provider watch,ATLAS-4175
2022-08-12,ios,16228,80.41,553,1118,0.505,0,4,mobile regression,ATLAS-5410
2022-08-12,android,15709,80.65,551,1083,0.776,20,14,release day,ATLAS-3660
2022-08-12,mobile-web,14900,80.49,626,1195,0.56,36,15,mobile regression,ATLAS-1485
2022-08-12,partner-api,16679,81.39,526,1070,0.5,7,1,mobile regression,ATLAS-5037
2022-08-12,store-kiosk,14776,80.47,507,1011,0.417,39,1,campaign,ATLAS-4648
2022-08-13,web,27342,79.63,501,1018,0.595,58,12,mobile regression,ATLAS-5537
2022-08-13,ios,14737,80.34,620,1273,0.389,45,9,mobile regression,ATLAS-3898
2022-08-13,android,16760,82.94,449,998,0.116,61,28,campaign,ATLAS-5221
2022-08-13,mobile-web,15321,82.92,439,935,0.668,24,14,incident watch,ATLAS-4667
2022-08-13,partner-api,16619,80.52,574,1127,0.545,3,7,mobile regression,ATLAS-1019
2022-08-13,store-kiosk,15825,80.11,598,1196,0.326,19,0,normal,ATLAS-1553
2022-08-14,web,25083,81.43,624,1324,0.265,69,9,mobile regression,ATLAS-1456
