date,cluster,primary_service,storage_gb,connections,slow_queries,replication_lag_ms,cache_hit_pct,index_bloat_pct,lock_waits,failed_backups,status,notes,linked_jira
2022-02-11,orders-db-primary,payment-orchestrator,437.75,137,24,23.85,90.95,20.16,1,2,green,migration window planned,ATLAS-1905
2022-02-11,payments-ledger-primary,pricing-engine,468.08,203,33,154.89,90.86,19.46,5,0,green,vacuum completed,ATLAS-4931
2022-02-11,cart-redis-cluster,payment-orchestrator,161.21,129,18,71.31,93.67,10.58,3,4,green,migration window planned,ATLAS-4871
2022-02-11,kafka-ordering-cluster,inventory-reservation,433.28,182,23,0,94.73,5.82,16,0,green,backup verified,ATLAS-3404
2022-02-11,warehouse-atlas,payment-orchestrator,2280.48,318,6,115.1,90.87,22.99,12,7,green,vacuum completed,ATLAS-3068
2022-02-18,checkout-db-primary,pricing-engine,455.05,775,47,65.85,92.42,13.44,15,4,green,replica healthy,ATLAS-3162
2022-02-18,orders-db-primary,analytics-pipeline,459.7,215,34,75.45,94.14,13.34,12,2,green,connection pool reviewed,ATLAS-1611
2022-02-18,payments-ledger-primary,notification-service,467.61,674,50,68.77,92.8,16.55,10,5,green,backup verified,ATLAS-2558
2022-02-18,cart-redis-cluster,notification-service,157.21,688,40,61.87,95.02,6.12,11,3,green,vacuum completed,ATLAS-4210
2022-02-18,kafka-ordering-cluster,tax-service,442.09,189,23,72.69,91.48,16.71,6,1,green,replica healthy,ATLAS-5202
2022-02-18,warehouse-atlas,tax-service,2214.45,198,35,27.48,94.51,10.18,8,5,green,vacuum completed,ATLAS-4295
2022-02-25,checkout-db-primary,search-recommendations,440.08,119,31,52.51,92.29,18.31,1,6,green,migration window planned,ATLAS-4443
2022-02-25,orders-db-primary,auth-gateway,431.33,184,34,35.02,93.87,12.26,15,7,green,vacuum completed,ATLAS-2943
2022-02-25,payments-ledger-primary,pricing-engine,450.8,271,32,41.0,91.23,18.88,12,7,green,index maintenance due,ATLAS-2885
2022-02-25,cart-redis-cluster,auth-gateway,152.96,509,25,13.44,94.5,6.58,5,1,green,migration window planned,ATLAS-4771
2022-02-25,kafka-ordering-cluster,checkout-api,458.85,228,46,46.43,94.25,9.73,16,2,green,connection pool reviewed,ATLAS-3599
2022-02-25,warehouse-atlas,order-ledger,2215.75,364,8,7.17,93.92,9.77,4,3,green,connection pool reviewed,ATLAS-1225
2022-03-04,checkout-db-primary,analytics-pipeline,458.08,522,34,66.37,94.26,8.85,6,7,green,replica healthy,ATLAS-3581
2022-03-04,orders-db-primary,pricing-engine,462.94,610,41,0,92.94,11.99,6,2,green,index maintenance due,ATLAS-2547
2022-03-04,payments-ledger-primary,loyalty-service,435.23,669,23,27.51,92.45,13.93,0,4,green,backup verified,ATLAS-3647
2022-03-04,cart-redis-cluster,search-recommendations,156.53,597,41,92.29,89.71,19.5,15,0,green,index maintenance due,ATLAS-4889
2022-03-04,kafka-ordering-cluster,auth-gateway,441.23,568,40,61.58,94.28,9.74,11,7,green,connection pool reviewed,ATLAS-1212
2022-03-04,warehouse-atlas,search-recommendations,2269.8,549,39,36.2,94.62,12.92,2,7,green,replica healthy,ATLAS-5744
2022-03-11,checkout-db-primary,inventory-reservation,444.53,419,20,58.86,91.05,15.31,6,7,green,index maintenance due,ATLAS-4353
2022-03-11,orders-db-primary,notification-service,448.12,268,26,92.42,91.97,18.22,16,6,green,migration window planned,ATLAS-5650
2022-03-11,payments-ledger-primary,analytics-pipeline,469.81,416,31,62.86,93.53,13.79,15,4,green,backup verified,ATLAS-2014
2022-03-11,cart-redis-cluster,order-ledger,159.57,170,54,21.33,94.03,11.32,0,6,green,connection pool reviewed,ATLAS-5102
2022-03-11,kafka-ordering-cluster,loyalty-service,438.73,347,18,92.62,95.16,11.46,10,5,green,vacuum completed,ATLAS-1820
2022-03-11,warehouse-atlas,payment-orchestrator,2283.05,481,38,24.42,89.4,26.59,11,1,green,vacuum completed,ATLAS-2155
2022-03-18,checkout-db-primary,notification-service,462.36,383,10,7.19,88.64,27.14,15,6,green,backup verified,ATLAS-2840
2022-03-18,orders-db-primary,search-recommendations,433.33,742,35,0,95.17,6.29,5,4,green,backup verified,ATLAS-1931
2022-03-18,payments-ledger-primary,checkout-api,461.01,357,46,37.77,90.43,17.42,4,0,green,index maintenance due,ATLAS-4322
2022-03-18,cart-redis-cluster,payment-orchestrator,154.12,212,43,0,91.34,22.45,10,2,green,migration window planned,ATLAS-2872
2022-03-18,kafka-ordering-cluster,search-recommendations,454.2,751,49,79.57,91.19,18.68,16,6,green,backup verified,ATLAS-4974
2022-03-18,warehouse-atlas,notification-service,2301.34,214,52,77.07,89.52,19.73,5,2,green,replica healthy,ATLAS-2962
2022-03-25,checkout-db-primary,pricing-engine,458.98,443,41,128.45,94.79,10.23,12,6,green,index maintenance due,ATLAS-5270
2022-03-25,orders-db-primary,cart-service,433.49,97,23,4.87,92.35,18.28,6,6,green,replica healthy,ATLAS-5215
2022-03-25,payments-ledger-primary,notification-service,457.61,263,40,65.54,94.54,11.68,4,4,green,index maintenance due,ATLAS-5668
2022-03-25,cart-redis-cluster,checkout-api,153.37,228,29,58.31,90.23,19.46,11,2,green,index maintenance due,ATLAS-6011
2022-03-25,kafka-ordering-cluster,search-recommendations,453.53,304,52,57.67,93.94,12.05,7,1,green,index maintenance due,ATLAS-1531
2022-03-25,warehouse-atlas,analytics-pipeline,2329.91,97,30,94.04,90.0,21.28,5,1,green,index maintenance due,ATLAS-1835
2022-04-01,checkout-db-primary,loyalty-service,464.45,611,7,0,88.47,24.67,14,5,green,connection pool reviewed,ATLAS-5578
2022-04-01,orders-db-primary,payment-orchestrator,446.95,398,24,58.96,86.87,29.44,6,7,amber,migration window planned,ATLAS-4580
2022-04-01,payments-ledger-primary,tax-service,435.6,666,12,0,92.35,17.81,9,6,green,backup verified,ATLAS-3228
2022-04-01,cart-redis-cluster,analytics-pipeline,164.44,479,41,0,91.73,19.06,1,5,green,backup verified,ATLAS-3518
2022-04-01,kafka-ordering-cluster,pricing-engine,453.78,83,22,33.33,89.29,21.89,16,0,green,migration window planned,ATLAS-2826
2022-04-01,warehouse-atlas,loyalty-service,2330.99,341,28,47.77,90.83,16.88,7,0,green,index maintenance due,ATLAS-4801
2022-04-08,checkout-db-primary,inventory-reservation,445.65,578,12,22.47,95.31,6.79,9,7,green,vacuum completed,ATLAS-3565
2022-04-08,orders-db-primary,auth-gateway,446.39,98,43,48.67,95.1,6.98,7,7,green,replica healthy,ATLAS-4120
2022-04-08,payments-ledger-primary,payment-orchestrator,457.7,111,33,103.98,89.74,23.69,14,0,green,vacuum completed,ATLAS-2264
2022-04-08,cart-redis-cluster,tax-service,152.57,202,25,92.61,92.6,12.75,16,1,green,migration window planned,ATLAS-2789
2022-04-08,kafka-ordering-cluster,auth-gateway,458.03,510,41,33.9,89.65,20.45,7,1,green,replica healthy,ATLAS-1656
2022-04-08,warehouse-atlas,analytics-pipeline,2169.87,253,33,0,88.83,24.9,0,6,green,connection pool reviewed,ATLAS-4917
2022-04-15,checkout-db-primary,search-recommendations,454.05,471,23,97.24,94.32,8.46,15,1,green,connection pool reviewed,ATLAS-1340
2022-04-15,orders-db-primary,cart-service,452.86,369,28,30.69,94.35,6.02,14,2,green,migration window planned,ATLAS-2547
2022-04-15,payments-ledger-primary,tax-service,463.36,187,0,42.15,92.23,18.99,15,1,green,migration window planned,ATLAS-5442
2022-04-15,cart-redis-cluster,cart-service,150.85,506,31,51.94,90.15,17.9,11,3,green,replica healthy,ATLAS-3969
2022-04-15,kafka-ordering-cluster,loyalty-service,434.29,447,30,29.21,94.47,13.54,16,3,green,connection pool reviewed,ATLAS-1440
2022-04-15,warehouse-atlas,checkout-api,2223.33,177,34,0,91.11,21.28,8,1,green,index maintenance due,ATLAS-2253
2022-04-22,checkout-db-primary,analytics-pipeline,469.01,642,27,66.53,94.76,10.38,5,2,green,index maintenance due,ATLAS-5951
2022-04-22,orders-db-primary,pricing-engine,454.81,695,29,104.04,91.5,18.41,14,3,green,index maintenance due,ATLAS-2961
2022-04-22,payments-ledger-primary,analytics-pipeline,444.98,152,24,0,91.33,15.72,13,4,green,index maintenance due,ATLAS-4789
2022-04-22,cart-redis-cluster,analytics-pipeline,152.78,244,32,50.1,95.88,8.59,9,3,green,migration window planned,ATLAS-5606
2022-04-22,kafka-ordering-cluster,notification-service,469.59,302,50,48.0,93.01,14.69,13,7,green,index maintenance due,ATLAS-4901
2022-04-22,warehouse-atlas,search-recommendations,2293.15,521,51,84.09,91.65,16.44,16,5,green,migration window planned,ATLAS-3313
2022-04-29,checkout-db-primary,checkout-api,464.05,318,16,73.52,91.46,18.37,13,7,green,vacuum completed,ATLAS-1588
2022-04-29,orders-db-primary,checkout-api,444.94,430,22,23.36,91.78,17.59,4,4,green,migration window planned,ATLAS-5024
2022-04-29,payments-ledger-primary,order-ledger,460.36,236,19,15.18,88.28,23.21,14,1,green,migration window planned,ATLAS-1084
2022-04-29,cart-redis-cluster,order-ledger,161.21,182,47,78.49,97.37,2.72,11,6,green,vacuum completed,ATLAS-6107
2022-04-29,kafka-ordering-cluster,loyalty-service,431.74,598,26,83.62,91.18,16.38,14,5,green,backup verified,ATLAS-4772
2022-04-29,warehouse-atlas,checkout-api,2294.9,428,18,43.32,95.84,7.34,5,5,green,vacuum completed,ATLAS-1430
2022-05-06,checkout-db-primary,pricing-engine,453.92,429,40,41.31,89.31,21.35,14,0,green,backup verified,ATLAS-4945
2022-05-06,orders-db-primary,search-recommendations,431.19,635,27,84.32,92.72,16.54,9,1,green,replica healthy,ATLAS-2122
2022-05-06,payments-ledger-primary,inventory-reservation,438.23,119,29,107.84,93.96,8.54,14,6,green,vacuum completed,ATLAS-2530
2022-05-06,cart-redis-cluster,cart-service,164.22,210,34,0,92.0,18.15,3,4,green,vacuum completed,ATLAS-5817
2022-05-06,kafka-ordering-cluster,loyalty-service,445.6,589,42,62.01,90.07,21.75,16,7,green,vacuum completed,ATLAS-2213
2022-05-06,warehouse-atlas,cart-service,2300.13,432,48,80.53,95.2,9.66,14,3,green,migration window planned,ATLAS-6017
2022-05-13,checkout-db-primary,payment-orchestrator,431.92,504,36,39.16,90.63,17.15,14,1,green,connection pool reviewed,ATLAS-5968
2022-05-13,orders-db-primary,search-recommendations,439.85,733,27,60.6,94.1,11.46,15,0,green,connection pool reviewed,ATLAS-4491
2022-05-13,payments-ledger-primary,notification-service,434.75,331,35,31.96,91.28,20.2,9,2,green,backup verified,ATLAS-2860
2022-05-13,cart-redis-cluster,loyalty-service,161.62,579,27,53.5,90.02,20.22,3,4,green,connection pool reviewed,ATLAS-3794
2022-05-13,kafka-ordering-cluster,pricing-engine,455.42,157,25,100.82,96.65,4.4,3,6,green,replica healthy,ATLAS-2290
2022-05-13,warehouse-atlas,tax-service,2204.64,314,10,42.13,89.34,22.93,10,7,green,replica healthy,ATLAS-2296
2022-05-20,checkout-db-primary,order-ledger,448.01,258,29,91.18,90.34,22.22,1,2,green,index maintenance due,ATLAS-5312
2022-05-20,orders-db-primary,search-recommendations,456.67,472,32,28.8,92.83,18.29,12,0,green,replica healthy,ATLAS-1634
2022-05-20,payments-ledger-primary,tax-service,435.65,555,30,45.03,93.51,13.84,14,1,green,connection pool reviewed,ATLAS-2415
2022-05-20,cart-redis-cluster,cart-service,152.17,184,31,19.66,90.42,17.34,13,3,green,vacuum completed,ATLAS-3336
2022-05-20,kafka-ordering-cluster,notification-service,441.68,493,54,71.37,91.18,16.63,5,1,green,migration window planned,ATLAS-5225
2022-05-20,warehouse-atlas,analytics-pipeline,2323.63,176,34,64.52,94.43,12.8,2,3,green,connection pool reviewed,ATLAS-1895
2022-05-27,checkout-db-primary,tax-service,441.52,235,27,55.96,91.77,16.01,5,1,green,migration window planned,ATLAS-5774
2022-05-27,orders-db-primary,notification-service,438.51,735,20,117.88,91.28,20.06,14,6,green,connection pool reviewed,ATLAS-6061
2022-05-27,payments-ledger-primary,auth-gateway,469.36,717,39,19.43,91.74,20.02,7,6,green,connection pool reviewed,ATLAS-3240
2022-05-27,cart-redis-cluster,payment-orchestrator,150.7,552,42,61.63,90.57,19.65,9,0,green,index maintenance due,ATLAS-2723
2022-05-27,kafka-ordering-cluster,analytics-pipeline,454.78,656,21,0,92.04,16.01,13,4,green,vacuum completed,ATLAS-3964
2022-05-27,warehouse-atlas,inventory-reservation,2329.84,87,43,51.51,91.68,15.71,12,6,green,vacuum completed,ATLAS-5717
2022-06-03,checkout-db-primary,search-recommendations,450.17,466,30,89.41,88.89,28.82,10,7,amber,backup verified,ATLAS-5430
2022-06-03,orders-db-primary,order-ledger,449.32,257,62,0,96.1,6.67,1,6,green,replica healthy,ATLAS-1548
2022-06-03,payments-ledger-primary,tax-service,458.2,587,13,23.35,94.18,6.82,11,4,green,backup verified,ATLAS-3409
2022-06-03,cart-redis-cluster,pricing-engine,154.97,754,43,46.38,94.67,11.76,2,6,green,replica healthy,ATLAS-5739
2022-06-03,kafka-ordering-cluster,loyalty-service,457.61,201,34,39.71,95.22,9.2,10,2,green,vacuum completed,ATLAS-4786
2022-06-03,warehouse-atlas,checkout-api,2298.31,563,45,113.76,93.83,11.16,7,2,green,replica healthy,ATLAS-1330
2022-06-10,checkout-db-primary,loyalty-service,433.65,742,36,44.86,95.28,7.26,13,2,green,migration window planned,ATLAS-3590
2022-06-10,orders-db-primary,notification-service,430.44,252,38,19.23,92.91,12.44,2,7,green,vacuum completed,ATLAS-2173
2022-06-10,payments-ledger-primary,cart-service,440.45,355,24,56.82,93.36,12.49,0,7,green,vacuum completed,ATLAS-4269
2022-06-10,cart-redis-cluster,order-ledger,158.31,406,22,45.94,93.17,12.98,8,1,green,connection pool reviewed,ATLAS-3994
2022-06-10,kafka-ordering-cluster,checkout-api,468.41,626,39,0,95.15,6.63,4,5,green,connection pool reviewed,ATLAS-1787
2022-06-10,warehouse-atlas,tax-service,2276.32,456,35,0,95.37,8.32,10,7,green,connection pool reviewed,ATLAS-3272
2022-06-17,checkout-db-primary,payment-orchestrator,466.27,549,40,23.99,93.0,17.18,11,3,green,index maintenance due,ATLAS-4191
2022-06-17,orders-db-primary,payment-orchestrator,436.38,460,29,49.73,94.29,10.3,11,2,green,replica healthy,ATLAS-6161
2022-06-17,payments-ledger-primary,auth-gateway,456.98,762,27,64.0,98.19,0,10,1,green,backup verified,ATLAS-4493
2022-06-17,cart-redis-cluster,search-recommendations,154.61,300,38,105.84,90.06,21.78,16,0,green,backup verified,ATLAS-2886
2022-06-17,kafka-ordering-cluster,notification-service,456.23,125,32,59.64,91.88,14.8,10,3,green,migration window planned,ATLAS-1079
2022-06-17,warehouse-atlas,notification-service,2339.38,634,26,50.04,91.34,17.7,8,7,green,vacuum completed,ATLAS-4244
2022-06-24,checkout-db-primary,auth-gateway,461.88,484,11,84.45,96.0,1.75,9,7,green,vacuum completed,ATLAS-4580
2022-06-24,orders-db-primary,analytics-pipeline,467.75,766,26,52.09,93.33,10.5,8,2,green,backup verified,ATLAS-1533
2022-06-24,payments-ledger-primary,pricing-engine,439.62,493,42,45.54,91.91,17.1,3,7,green,backup verified,ATLAS-1172
2022-06-24,cart-redis-cluster,pricing-engine,157.84,386,49,65.21,91.26,17.39,4,7,green,connection pool reviewed,ATLAS-2175
2022-06-24,kafka-ordering-cluster,loyalty-service,444.97,148,45,59.0,90.16,18.07,15,5,green,backup verified,ATLAS-2326
2022-06-24,warehouse-atlas,tax-service,2216.34,726,30,0,97.14,0,10,5,green,backup verified,ATLAS-3235
2022-07-01,checkout-db-primary,search-recommendations,462.71,454,31,78.85,92.1,19.3,5,6,green,index maintenance due,ATLAS-1878
2022-07-01,orders-db-primary,tax-service,431.07,114,19,0.78,88.72,23.01,15,7,green,index maintenance due,ATLAS-3291
2022-07-01,payments-ledger-primary,cart-service,453.02,774,31,43.03,91.98,18.81,13,3,green,connection pool reviewed,ATLAS-2238
2022-07-01,cart-redis-cluster,payment-orchestrator,162.18,168,36,70.56,91.99,15.15,3,6,green,replica healthy,ATLAS-3635
2022-07-01,kafka-ordering-cluster,checkout-api,442.54,581,38,23.89,94.63,11.29,13,1,green,vacuum completed,ATLAS-1054
2022-07-01,warehouse-atlas,payment-orchestrator,2295.04,227,19,67.47,95.02,9.16,0,4,green,backup verified,ATLAS-4281
2022-07-08,checkout-db-primary,payment-orchestrator,436.96,663,28,27.49,93.14,11.88,6,6,green,connection pool reviewed,ATLAS-4136
2022-07-08,orders-db-primary,payment-orchestrator,465.56,152,41,80.99,93.85,7.19,2,7,green,vacuum completed,ATLAS-2692
2022-07-08,payments-ledger-primary,search-recommendations,441.4,138,54,0,94.31,11.78,15,1,green,index maintenance due,ATLAS-6152
2022-07-08,cart-redis-cluster,search-recommendations,161.93,469,55,73.06,91.04,19.55,14,7,green,replica healthy,ATLAS-5107
2022-07-08,kafka-ordering-cluster,payment-orchestrator,465.52,590,33,0,91.96,14.38,7,4,green,migration window planned,ATLAS-4190
2022-07-08,warehouse-atlas,notification-service,2334.99,259,32,21.86,92.99,9.63,4,5,green,index maintenance due,ATLAS-1316
2022-07-15,checkout-db-primary,pricing-engine,456.31,333,25,42.84,88.52,28.31,10,4,amber,index maintenance due,ATLAS-5427
2022-07-15,orders-db-primary,payment-orchestrator,440.56,290,56,0.55,91.83,17.81,11,6,green,migration window planned,ATLAS-4834
2022-07-15,payments-ledger-primary,pricing-engine,452.56,101,43,64.02,92.3,20.06,11,6,green,vacuum completed,ATLAS-1531
2022-07-15,cart-redis-cluster,cart-service,154.64,474,25,47.29,92.17,14.83,11,1,green,connection pool reviewed,ATLAS-1528
2022-07-15,kafka-ordering-cluster,analytics-pipeline,453.64,126,15,3.67,91.91,12.47,11,7,green,index maintenance due,ATLAS-3768
2022-07-15,warehouse-atlas,pricing-engine,2228.63,721,37,85.62,91.51,19.14,5,3,green,vacuum completed,ATLAS-2182
2022-07-22,checkout-db-primary,auth-gateway,432.08,625,41,2.93,92.25,16.83,9,5,green,vacuum completed,ATLAS-6135
2022-07-22,orders-db-primary,analytics-pipeline,438.33,723,60,107.14,92.54,16.77,0,1,green,migration window planned,ATLAS-4494
2022-07-22,payments-ledger-primary,analytics-pipeline,449.74,635,26,32.07,93.18,12.99,6,4,green,migration window planned,ATLAS-2028
2022-07-22,cart-redis-cluster,auth-gateway,160.04,540,28,58.7,90.58,17.95,0,7,green,backup verified,ATLAS-4722
2022-07-22,kafka-ordering-cluster,tax-service,444.07,514,50,67.34,93.4,14.29,5,5,green,backup verified,ATLAS-5740
2022-07-22,warehouse-atlas,loyalty-service,2276.25,631,22,15.51,94.3,8.8,2,2,green,migration window planned,ATLAS-6175
2022-07-29,checkout-db-primary,search-recommendations,435.02,443,59,11.84,93.56,11.4,1,6,green,index maintenance due,ATLAS-4364
2022-07-29,orders-db-primary,auth-gateway,443.78,680,44,43.05,90.69,21.46,8,5,green,connection pool reviewed,ATLAS-6068
2022-07-29,payments-ledger-primary,checkout-api,433.13,103,34,24.83,94.63,8.92,11,4,green,migration window planned,ATLAS-4808
2022-07-29,cart-redis-cluster,loyalty-service,162.78,509,38,64.19,89.99,26.13,13,6,green,migration window planned,ATLAS-5857
2022-07-29,kafka-ordering-cluster,loyalty-service,462.29,197,40,24.91,94.24,13.16,5,5,green,vacuum completed,ATLAS-3665
2022-07-29,warehouse-atlas,search-recommendations,2344.14,747,67,10.54,91.11,19.08,10,7,green,index maintenance due,ATLAS-5632
2022-08-05,checkout-db-primary,payment-orchestrator,431.19,277,26,53.97,94.13,13.16,7,5,green,vacuum completed,ATLAS-1724
2022-08-05,orders-db-primary,payment-orchestrator,469.67,283,34,99.29,90.4,18.75,4,1,green,backup verified,ATLAS-5620
2022-08-05,payments-ledger-primary,cart-service,460.39,379,28,76.12,94.11,13.07,14,4,green,migration window planned,ATLAS-5091
2022-08-05,cart-redis-cluster,cart-service,162.62,654,33,86.86,93.36,8.58,3,2,green,index maintenance due,ATLAS-1521
2022-08-05,kafka-ordering-cluster,auth-gateway,463.19,423,48,74.29,93.41,14.93,11,7,green,connection pool reviewed,ATLAS-2122
2022-08-05,warehouse-atlas,checkout-api,2320.61,82,30,0,93.91,15.25,16,5,green,migration window planned,ATLAS-5442
2022-08-12,checkout-db-primary,cart-service,445.22,703,26,47.46,93.69,13.41,9,7,green,connection pool reviewed,ATLAS-6161
2022-08-12,orders-db-primary,pricing-engine,469.95,294,24,28.67,90.77,16.92,5,2,green,index maintenance due,ATLAS-5129
2022-08-12,payments-ledger-primary,loyalty-service,452.86,349,46,9.65,90.94,18.1,14,5,green,index maintenance due,ATLAS-2961
2022-08-12,cart-redis-cluster,tax-service,156.32,607,43,47.57,90.54,16.93,4,2,green,migration window planned,ATLAS-3738
2022-08-12,kafka-ordering-cluster,checkout-api,469.21,347,30,60.01,91.92,16.98,12,1,green,connection pool reviewed,ATLAS-3055
2022-08-12,warehouse-atlas,auth-gateway,2343.87,534,29,64.95,96.25,6.52,8,6,green,connection pool reviewed,ATLAS-4596
2022-08-19,checkout-db-primary,notification-service,432.13,695,41,82.31,92.71,11.47,9,7,green,vacuum completed,ATLAS-5466
2022-08-19,orders-db-primary,analytics-pipeline,457.13,495,24,52.29,89.8,20.54,1,1,green,connection pool reviewed,ATLAS-1126
2022-08-19,payments-ledger-primary,loyalty-service,446.35,763,23,135.53,95.26,8.86,14,2,green,replica healthy,ATLAS-3070
2022-08-19,cart-redis-cluster,order-ledger,155.44,122,38,78.98,90.48,16.73,16,0,green,vacuum completed,ATLAS-2347
2022-08-19,kafka-ordering-cluster,payment-orchestrator,456.35,644,42,29.84,91.1,19.46,8,3,green,backup verified,ATLAS-2192
2022-08-19,warehouse-atlas,order-ledger,2286.31,687,34,40.78,90.57,17.79,0,6,green,vacuum completed,ATLAS-3038
2022-08-26,checkout-db-primary,payment-orchestrator,445.52,679,32,31.97,91.89,19.13,2,3,green,backup verified,ATLAS-2556
2022-08-26,orders-db-primary,payment-orchestrator,435.3,571,22,78.44,95.09,10.13,2,2,green,index maintenance due,ATLAS-3885
2022-08-26,payments-ledger-primary,auth-gateway,448.64,427,30,18.44,91.29,19.69,1,3,green,backup verified,ATLAS-1050
2022-08-26,cart-redis-cluster,search-recommendations,159.61,463,45,52.2,92.3,17.63,0,4,green,index maintenance due,ATLAS-5548
2022-08-26,kafka-ordering-cluster,inventory-reservation,459.04,744,35,61.97,91.99,19.42,14,0,green,connection pool reviewed,ATLAS-4584
2022-08-26,warehouse-atlas,notification-service,2295.05,534,32,24.36,95.21,9.76,9,1,green,vacuum completed,ATLAS-5710
2022-09-02,checkout-db-primary,tax-service,457.67,492,25,0,89.78,20.54,9,1,green,backup verified,ATLAS-2956
2022-09-02,orders-db-primary,auth-gateway,459.41,180,16,13.23,92.93,10.41,1,0,green,backup verified,ATLAS-5384
2022-09-02,payments-ledger-primary,auth-gateway,442.74,705,41,45.32,91.7,13.66,12,3,green,migration window planned,ATLAS-4139
2022-09-02,cart-redis-cluster,pricing-engine,162.99,679,33,104.12,90.64,19.85,16,6,green,connection pool reviewed,ATLAS-5751
2022-09-02,kafka-ordering-cluster,notification-service,435.76,424,22,106.63,93.85,8.55,13,1,green,replica healthy,ATLAS-5066
2022-09-02,warehouse-atlas,loyalty-service,2252.03,565,34,54.1,91.72,14.51,0,2,green,vacuum completed,ATLAS-5996
2022-09-09,checkout-db-primary,pricing-engine,468.82,485,47,27.41,95.34,9.81,2,7,green,replica healthy,ATLAS-4188
2022-09-09,orders-db-primary,notification-service,435.24,406,20,38.49,94.37,12.49,8,3,green,connection pool reviewed,ATLAS-5252
2022-09-09,payments-ledger-primary,analytics-pipeline,461.74,566,19,61.7,93.43,13.55,4,6,green,index maintenance due,ATLAS-3982
2022-09-09,cart-redis-cluster,search-recommendations,161.44,510,45,40.55,94.07,11.0,11,2,green,migration window planned,ATLAS-1728
2022-09-09,kafka-ordering-cluster,search-recommendations,453.2,733,34,0,92.08,13.06,11,6,green,vacuum completed,ATLAS-5401
2022-09-09,warehouse-atlas,order-ledger,2325.14,454,38,72.27,88.89,22.93,11,6,green,replica healthy,ATLAS-1717
2022-09-16,checkout-db-primary,payment-orchestrator,444.18,522,36,87.74,90.69,18.18,11,2,green,index maintenance due,ATLAS-4265
2022-09-16,orders-db-primary,search-recommendations,437.98,109,47,3.49,93.27,13.96,16,6,green,backup verified,ATLAS-1778
2022-09-16,payments-ledger-primary,loyalty-service,435.81,335,38,79.15,94.55,8.21,13,0,green,migration window planned,ATLAS-5105
2022-09-16,cart-redis-cluster,auth-gateway,152.3,377,42,71.05,93.81,13.39,15,6,green,backup verified,ATLAS-3581
2022-09-16,kafka-ordering-cluster,order-ledger,462.49,167,21,51.72,95.0,10.59,9,4,green,replica healthy,ATLAS-4273
2022-09-16,warehouse-atlas,analytics-pipeline,2167.6,451,50,93.05,91.61,20.74,12,5,green,vacuum completed,ATLAS-5364
2022-09-23,checkout-db-primary,tax-service,447.98,202,37,0,94.39,12.18,11,2,green,migration window planned,ATLAS-4670
2022-09-23,orders-db-primary,pricing-engine,434.81,678,35,65.08,95.61,6.69,11,3,green,backup verified,ATLAS-5786
2022-09-23,payments-ledger-primary,loyalty-service,465.77,432,41,48.12,90.24,18.01,0,1,green,replica healthy,ATLAS-3763
2022-09-23,cart-redis-cluster,cart-service,155.78,117,29,64.32,92.0,12.78,11,1,green,vacuum completed,ATLAS-3842
2022-09-23,kafka-ordering-cluster,analytics-pipeline,438.01,283,17,36.7,92.54,10.57,8,0,green,vacuum completed,ATLAS-1766
2022-09-23,warehouse-atlas,loyalty-service,2293.58,194,43,1.99,90.6,19.49,12,6,green,migration window planned,ATLAS-1651
2022-09-30,checkout-db-primary,notification-service,437.58,301,39,26.66,95.23,10.95,4,1,green,index maintenance due,ATLAS-4602
2022-09-30,orders-db-primary,pricing-engine,441.15,365,42,0,88.49,29.34,10,1,amber,index maintenance due,ATLAS-1550
2022-09-30,payments-ledger-primary,auth-gateway,458.5,664,41,73.89,94.33,11.06,4,5,green,vacuum completed,ATLAS-2306
2022-09-30,cart-redis-cluster,loyalty-service,161.35,115,21,17.02,91.45,19.3,5,1,green,connection pool reviewed,ATLAS-5624
2022-09-30,kafka-ordering-cluster,notification-service,449.78,426,29,83.71,91.37,15.2,2,4,green,connection pool reviewed,ATLAS-4724
2022-09-30,warehouse-atlas,order-ledger,2227.59,718,28,0,89.04,25.93,15,3,green,vacuum completed,ATLAS-2407
2022-10-07,checkout-db-primary,cart-service,446.44,693,45,52.68,89.79,19.91,13,6,green,backup verified,ATLAS-4090
2022-10-07,orders-db-primary,inventory-reservation,451.1,285,39,96.11,92.31,15.91,4,3,green,vacuum completed,ATLAS-5248
2022-10-07,payments-ledger-primary,cart-service,450.68,314,31,34.52,93.84,13.58,6,0,green,migration window planned,ATLAS-2881
2022-10-07,cart-redis-cluster,loyalty-service,163.41,292,20,34.32,90.48,21.39,2,3,green,index maintenance due,ATLAS-4676
2022-10-07,kafka-ordering-cluster,checkout-api,448.55,570,6,12.48,92.09,14.74,10,0,green,replica healthy,ATLAS-4297
2022-10-07,warehouse-atlas,checkout-api,2306.48,147,21,136.1,93.07,17.24,7,2,green,connection pool reviewed,ATLAS-2088
2022-10-14,checkout-db-primary,notification-service,462.17,155,12,55.94,95.71,9.3,10,4,green,migration window planned,ATLAS-4942
2022-10-14,orders-db-primary,payment-orchestrator,464.44,329,46,0,93.39,14.21,15,0,green,migration window planned,ATLAS-4729
2022-10-14,payments-ledger-primary,payment-orchestrator,432.93,253,22,90.27,88.85,23.46,12,4,green,migration window planned,ATLAS-3951
2022-10-14,cart-redis-cluster,order-ledger,157.92,355,16,30.5,92.13,19.64,15,1,green,vacuum completed,ATLAS-2665
