trace_id,jira_key,pr_id,incident_id,release_id,service,evidence_type,source_system,traceability_note
TRACE-00743,ATLAS-5167,PR-9951,,REL-2019.12,checkout-api,decision,grafana,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00744,ATLAS-3075,PR-6774,,REL-2025.1.7,inventory-reservation,deployment,support,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00745,ATLAS-4256,PR-5493,PD-2184,REL-2020.06,checkout-api,support_case,support,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00746,ATLAS-1361,PR-6953,PD-2025,REL-2019.4.15,pricing-engine,db_health,confluence,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00747,ATLAS-5530,PR-7899,PD-2464,REL-2022.02,search-recommendations,risk,confluence,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00748,ATLAS-5857,PR-8776,PD-2093,REL-2025.10,loyalty-service,deployment,email,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00749,ATLAS-2383,PR-8288,,REL-2021.4.19,order-ledger,business_requirement,confluence,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00750,ATLAS-3782,PR-5084,,REL-2026.02,inventory-reservation,metric,email,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00751,ATLAS-5905,PR-9168,,REL-2023.4.4,notification-service,risk,support,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00752,ATLAS-2464,PR-6814,,REL-2023.4.17,pricing-engine,db_health,github,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00753,ATLAS-5572,PR-9946,,REL-2024.2.19,cart-service,db_health,grafana,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00754,ATLAS-5510,PR-5066,PD-2143,REL-2019.2.15,payment-orchestrator,runbook,github,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00755,ATLAS-5597,PR-5586,PD-2573,REL-2022.4.10,loyalty-service,db_health,support,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00756,ATLAS-1824,PR-9727,,REL-2018.11,tax-service,deployment,email,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00757,ATLAS-3371,PR-7235,,REL-2021.04,checkout-api,metric,database,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00758,ATLAS-2756,PR-7490,,REL-2021.10,auth-gateway,deployment,database,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00759,ATLAS-5960,PR-12593,,REL-2022.4.3,cart-service,decision,github,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00760,ATLAS-1500,PR-9004,,REL-2020.3.2,loyalty-service,deployment,support,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00761,ATLAS-2414,PR-6984,,REL-2018.2.13,auth-gateway,support_case,confluence,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00762,ATLAS-5330,PR-7454,,REL-2024.2.18,analytics-pipeline,metric,grafana,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00763,ATLAS-2845,PR-9803,,REL-2019.1.10,auth-gateway,decision,github,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00764,ATLAS-2645,PR-5159,PD-2555,REL-2026.1.8,auth-gateway,db_health,github,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00765,ATLAS-4588,PR-6292,,REL-2020.12,pricing-engine,support_case,grafana,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00766,ATLAS-3671,PR-6324,,REL-2019.3.14,loyalty-service,decision,support,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00767,ATLAS-6004,PR-9887,,REL-2019.06,order-ledger,risk,email,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00768,ATLAS-5691,PR-11066,,REL-2020.1.18,checkout-api,deployment,confluence,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00769,ATLAS-1841,PR-12011,,REL-2025.2.14,payment-orchestrator,decision,grafana,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00770,ATLAS-4256,PR-10836,,REL-2024.4.2,inventory-reservation,risk,grafana,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00771,ATLAS-2335,PR-6492,PD-2390,REL-2019.3.5,notification-service,metric,github,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00772,ATLAS-3510,PR-10256,PD-2360,REL-2026.1.18,order-ledger,deployment,email,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00773,ATLAS-1985,PR-8711,PD-2220,REL-2026.1.1,cart-service,business_requirement,jira,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00774,ATLAS-1108,PR-6446,,REL-2020.1.0,auth-gateway,db_health,teams,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00775,ATLAS-2287,PR-6368,,REL-2024.3.11,pricing-engine,runbook,teams,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00776,ATLAS-1033,PR-5333,PD-2808,REL-2021.1.12,notification-service,decision,jira,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00777,ATLAS-2909,PR-5894,,REL-2020.1.11,payment-orchestrator,runbook,pagerduty,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00778,ATLAS-3072,PR-10999,PD-2109,REL-2024.07,tax-service,support_case,grafana,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00779,ATLAS-1221,PR-9785,PD-2272,REL-2025.1.9,cart-service,business_requirement,pagerduty,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00780,ATLAS-3849,PR-10129,,REL-2024.4.8,cart-service,metric,grafana,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00781,ATLAS-3885,PR-6036,,REL-2020.4.17,analytics-pipeline,business_requirement,pagerduty,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00782,ATLAS-5235,PR-5888,,REL-2020.04,pricing-engine,metric,support,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00783,ATLAS-3845,PR-8325,PD-2652,REL-2020.4.15,checkout-api,decision,database,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00784,ATLAS-2254,PR-12439,PD-2316,REL-2023.4.5,checkout-api,risk,support,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00785,ATLAS-4053,PR-10257,,REL-2019.2.0,checkout-api,deployment,database,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00786,ATLAS-3428,PR-11127,,REL-2019.2.18,inventory-reservation,runbook,support,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00787,ATLAS-5762,PR-6320,,REL-2023.4.13,order-ledger,business_requirement,github,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00788,ATLAS-3632,PR-6874,,REL-2022.3.12,inventory-reservation,metric,github,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00789,ATLAS-4721,PR-7888,,REL-2021.1.12,tax-service,runbook,grafana,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00790,ATLAS-1121,PR-8664,PD-2322,REL-2024.4.2,payment-orchestrator,business_requirement,grafana,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00791,ATLAS-5583,PR-9348,,REL-2022.2.15,payment-orchestrator,support_case,github,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00792,ATLAS-1691,PR-5762,PD-2597,REL-2021.11,analytics-pipeline,db_health,jira,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00793,ATLAS-1036,PR-5942,,REL-2024.3.18,tax-service,risk,jira,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00794,ATLAS-2285,PR-10694,PD-2167,REL-2023.4.0,analytics-pipeline,business_requirement,confluence,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00795,ATLAS-1126,PR-6556,PD-2324,REL-2024.11,pricing-engine,db_health,teams,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00796,ATLAS-1158,PR-8107,,REL-2022.3.4,auth-gateway,db_health,confluence,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00797,ATLAS-3250,PR-11757,,REL-2023.2.15,auth-gateway,business_requirement,github,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00798,ATLAS-4489,PR-9308,PD-2512,REL-2022.1.0,analytics-pipeline,deployment,database,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00799,ATLAS-1854,PR-8890,PD-2838,REL-2019.09,search-recommendations,deployment,grafana,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00800,ATLAS-4258,PR-10992,PD-2215,REL-2022.2.8,search-recommendations,deployment,github,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00801,ATLAS-1990,PR-8506,PD-2699,REL-2025.07,auth-gateway,support_case,github,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00802,ATLAS-1009,PR-7354,PD-2880,REL-2026.05,checkout-api,business_requirement,pagerduty,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00803,ATLAS-1371,PR-8731,PD-2216,REL-2019.11,analytics-pipeline,decision,pagerduty,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00804,ATLAS-2271,PR-12453,,REL-2024.3.0,checkout-api,db_health,github,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00805,ATLAS-3445,PR-9986,,REL-2026.02,pricing-engine,support_case,github,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00806,ATLAS-2810,PR-5823,,REL-2019.2.6,analytics-pipeline,business_requirement,database,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00807,ATLAS-5358,PR-9154,,REL-2025.01,notification-service,risk,pagerduty,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00808,ATLAS-1181,PR-11538,,REL-2022.2.7,tax-service,support_case,jira,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00809,ATLAS-5052,PR-8767,PD-2761,REL-2020.4.14,loyalty-service,db_health,confluence,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00810,ATLAS-1717,PR-11346,,REL-2024.3.2,pricing-engine,db_health,email,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00811,ATLAS-3312,PR-7075,PD-2186,REL-2019.12,order-ledger,support_case,github,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00812,ATLAS-1853,PR-8084,PD-2247,REL-2019.3.5,analytics-pipeline,db_health,database,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00813,ATLAS-5189,PR-8094,,REL-2022.4.10,order-ledger,decision,teams,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00814,ATLAS-1497,PR-8044,,REL-2021.4.19,search-recommendations,support_case,database,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00815,ATLAS-3066,PR-10282,PD-2461,REL-2024.1.10,checkout-api,support_case,database,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00816,ATLAS-1805,PR-11136,,REL-2025.1.12,tax-service,metric,confluence,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00817,ATLAS-2282,PR-5152,,REL-2022.03,checkout-api,business_requirement,support,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00818,ATLAS-3423,PR-8634,,REL-2021.3.8,payment-orchestrator,decision,jira,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00819,ATLAS-3666,PR-7995,,REL-2024.4.8,cart-service,runbook,confluence,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00820,ATLAS-6017,PR-7978,PD-2117,REL-2018.10,checkout-api,risk,jira,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00821,ATLAS-1387,PR-7839,PD-2593,REL-2021.09,order-ledger,runbook,support,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00822,ATLAS-5337,PR-11553,PD-2243,REL-2026.05,loyalty-service,business_requirement,teams,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00823,ATLAS-5457,PR-10975,,REL-2025.4.11,analytics-pipeline,support_case,support,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00824,ATLAS-4497,PR-9342,PD-2003,REL-2025.07,auth-gateway,business_requirement,database,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00825,ATLAS-1941,PR-5751,,REL-2024.11,notification-service,deployment,github,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00826,ATLAS-4257,PR-11277,,REL-2026.1.13,payment-orchestrator,support_case,github,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00827,ATLAS-3401,PR-6559,,REL-2023.09,payment-orchestrator,metric,grafana,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00828,ATLAS-3093,PR-5006,,REL-2022.3.0,checkout-api,db_health,database,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00829,ATLAS-4422,PR-6057,PD-2586,REL-2020.1.11,payment-orchestrator,metric,grafana,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00830,ATLAS-3723,PR-9946,PD-2384,REL-2021.2.11,tax-service,business_requirement,email,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00831,ATLAS-1219,PR-10490,,REL-2019.2.2,payment-orchestrator,runbook,database,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00832,ATLAS-3555,PR-8995,PD-2095,REL-2023.4.5,tax-service,support_case,grafana,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00833,ATLAS-4656,PR-7029,,REL-2018.3.17,checkout-api,metric,support,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00834,ATLAS-6094,PR-10134,,REL-2020.4.4,notification-service,business_requirement,jira,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00835,ATLAS-2792,PR-8169,PD-2046,REL-2019.03,tax-service,deployment,github,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00836,ATLAS-1772,PR-9781,,REL-2022.06,analytics-pipeline,metric,github,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00837,ATLAS-3043,PR-7303,,REL-2021.4.15,analytics-pipeline,decision,github,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00838,ATLAS-3450,PR-9781,PD-2873,REL-2024.2.9,loyalty-service,db_health,confluence,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00839,ATLAS-4599,PR-7633,PD-2034,REL-2024.3.6,loyalty-service,business_requirement,database,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00840,ATLAS-4517,PR-8561,,REL-2020.1.14,analytics-pipeline,runbook,email,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00841,ATLAS-1108,PR-10609,,REL-2019.2.8,auth-gateway,risk,email,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00842,ATLAS-2279,PR-7546,,REL-2025.3.15,pricing-engine,decision,jira,"Traceability note for pricing-engine: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00843,ATLAS-3353,PR-10193,,REL-2026.02,analytics-pipeline,runbook,database,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00844,ATLAS-4137,PR-10766,PD-2621,REL-2023.12,search-recommendations,runbook,teams,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00845,ATLAS-5817,PR-7620,,REL-2019.3.19,inventory-reservation,decision,email,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00846,ATLAS-5539,PR-6859,PD-2302,REL-2024.4.8,analytics-pipeline,db_health,jira,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00847,ATLAS-4547,PR-9627,PD-2106,REL-2024.1.10,analytics-pipeline,support_case,grafana,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00848,ATLAS-6101,PR-8033,,REL-2021.1.10,search-recommendations,business_requirement,database,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00849,ATLAS-4284,PR-9683,PD-2726,REL-2023.09,inventory-reservation,db_health,pagerduty,"Traceability note for inventory-reservation: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00850,ATLAS-3107,PR-6446,,REL-2019.2.9,auth-gateway,metric,database,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00851,ATLAS-3535,PR-12433,,REL-2024.4.9,checkout-api,support_case,jira,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00852,ATLAS-3929,PR-5492,,REL-2024.3.11,auth-gateway,decision,email,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00853,ATLAS-3853,PR-6282,PD-2454,REL-2019.2.8,loyalty-service,risk,grafana,"Traceability note for loyalty-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00854,ATLAS-4331,PR-9929,,REL-2022.4.0,analytics-pipeline,db_health,github,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00855,ATLAS-5597,PR-7396,PD-2108,REL-2023.06,payment-orchestrator,db_health,support,"Traceability note for payment-orchestrator: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00856,ATLAS-4574,PR-10190,,REL-2021.2.3,notification-service,runbook,support,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00857,ATLAS-2894,PR-12381,,REL-2025.01,tax-service,support_case,pagerduty,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00858,ATLAS-4007,PR-9124,,REL-2021.2.5,order-ledger,decision,pagerduty,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00859,ATLAS-6153,PR-8069,PD-2774,REL-2022.11,order-ledger,business_requirement,pagerduty,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00860,ATLAS-4970,PR-8923,,REL-2020.06,search-recommendations,support_case,jira,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00861,ATLAS-2817,PR-6771,PD-2360,REL-2020.3.19,checkout-api,business_requirement,confluence,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00862,ATLAS-2689,PR-7461,,REL-2023.1.3,order-ledger,runbook,pagerduty,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00863,ATLAS-3009,PR-5521,PD-2471,REL-2019.04,analytics-pipeline,db_health,email,"Traceability note for analytics-pipeline: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00864,ATLAS-2137,PR-11313,,REL-2022.02,cart-service,metric,github,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00865,ATLAS-1369,PR-9076,PD-2180,REL-2019.2.18,notification-service,business_requirement,database,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00866,ATLAS-5158,PR-7328,,REL-2020.3.5,notification-service,db_health,teams,"Traceability note for notification-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00867,ATLAS-4726,PR-6513,PD-2625,REL-2022.07,order-ledger,support_case,confluence,"Traceability note for order-ledger: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00868,ATLAS-5529,PR-5748,PD-2889,REL-2019.3.5,cart-service,deployment,confluence,"Traceability note for cart-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00869,ATLAS-2408,PR-8571,,REL-2020.1.14,checkout-api,db_health,support,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00870,ATLAS-5080,PR-11553,PD-2212,REL-2025.07,auth-gateway,runbook,teams,"Traceability note for auth-gateway: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00871,ATLAS-3774,PR-6975,PD-2561,REL-2023.09,search-recommendations,business_requirement,github,"Traceability note for search-recommendations: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00872,ATLAS-4062,PR-8970,,REL-2021.05,checkout-api,db_health,support,"Traceability note for checkout-api: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
TRACE-00873,ATLAS-4005,PR-5282,,REL-2024.1.5,tax-service,business_requirement,grafana,"Traceability note for tax-service: links source evidence across tickets, PRs, incidents, metrics, and KT artifacts so Ask AI can cite the right context."
