incident_id,started_at,resolved_at,duration_minutes,severity,service,incident_commander,on_call_engineer,status,root_cause,customer_impact,linked_jira,linked_pr,action_items
PD-2470,2022-07-27,2022-07-27,19,SEV3,analytics-pipeline,Samir Rao,Aisha Khan,postmortem complete,cache stampede,payment retries increased,ATLAS-2029,PR-11331,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2471,2022-07-29,2022-07-29,175,SEV2,checkout-api,Iris Wang,Ben Carter,follow-up open,database connection saturation,checkout errors increased,ATLAS-3220,PR-8899,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2472,2022-08-02,2022-08-02,52,SEV3,tax-service,Owen Brooks,Ravi Patel,resolved,feature flag misconfiguration,orders delayed,ATLAS-5288,PR-11071,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2473,2022-08-04,2022-08-04,91,SEV3,auth-gateway,Luca Moretti,Samir Rao,follow-up open,feature flag misconfiguration,support ticket volume increased,ATLAS-4845,PR-8962,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2474,2022-08-07,2022-08-07,5,SEV3,tax-service,Victor Silva,Dmitri Volkov,resolved,bad deployment,no customer impact detected,ATLAS-1320,PR-9217,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2475,2022-08-09,2022-08-09,207,SEV2,notification-service,Elena Petrova,Nora Singh,postmortem complete,database connection saturation,orders delayed,ATLAS-4330,PR-10335,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2476,2022-08-14,2022-08-14,52,SEV4,loyalty-service,Maya Chen,Samir Rao,follow-up open,schema migration lock,checkout errors increased,ATLAS-3920,PR-5618,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2477,2022-08-19,2022-08-19,41,SEV3,auth-gateway,Sara Novak,Anika Sharma,resolved,cache stampede,checkout errors increased,ATLAS-1348,PR-5372,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2478,2022-08-18,2022-08-18,134,SEV2,tax-service,Dmitri Volkov,Aisha Khan,resolved,feature flag misconfiguration,support ticket volume increased,ATLAS-3567,PR-5268,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2479,2022-08-24,2022-08-24,112,SEV2,tax-service,Harper Lee,Anika Sharma,postmortem complete,queue backlog,support ticket volume increased,ATLAS-2429,PR-6287,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2480,2022-08-26,2022-08-26,42,SEV4,pricing-engine,Dmitri Volkov,Iris Wang,resolved,cache stampede,payment retries increased,ATLAS-4347,PR-8582,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2481,2022-08-28,2022-08-28,14,SEV4,search-recommendations,Theo Martin,Owen Brooks,resolved,feature flag misconfiguration,checkout errors increased,ATLAS-3108,PR-9348,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2482,2022-09-03,2022-09-03,5,SEV4,order-ledger,Luca Moretti,Ravi Patel,postmortem complete,cache stampede,support ticket volume increased,ATLAS-3959,PR-8191,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2483,2022-09-04,2022-09-04,48,SEV3,tax-service,Mateo Garcia,Dmitri Volkov,resolved,schema migration lock,payment retries increased,ATLAS-5623,PR-6872,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2484,2022-09-07,2022-09-07,66,SEV3,cart-service,Aisha Khan,Luca Moretti,resolved,payment provider timeout,orders delayed,ATLAS-3488,PR-11278,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2485,2022-09-12,2022-09-12,5,SEV3,search-recommendations,Luca Moretti,Elena Petrova,postmortem complete,database connection saturation,latency spike,ATLAS-4616,PR-7660,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2486,2022-09-15,2022-09-15,33,SEV3,payment-orchestrator,Samir Rao,Owen Brooks,resolved,tax provider latency,checkout errors increased,ATLAS-1338,PR-6956,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2487,2022-09-16,2022-09-16,5,SEV4,tax-service,Owen Brooks,Priya Nair,resolved,tax provider latency,no customer impact detected,ATLAS-3124,PR-10055,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2488,2022-09-22,2022-09-22,52,SEV4,notification-service,Yara Haddad,Ben Carter,follow-up open,queue backlog,payment retries increased,ATLAS-1243,PR-10492,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2489,2022-09-27,2022-09-27,256,SEV1,analytics-pipeline,Anika Sharma,Noah Evans,resolved,database connection saturation,no customer impact detected,ATLAS-4389,PR-6998,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2490,2022-09-29,2022-09-29,5,SEV4,checkout-api,Nora Singh,Iris Wang,follow-up open,bad deployment,no customer impact detected,ATLAS-5269,PR-5173,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2491,2022-10-03,2022-10-03,5,SEV3,payment-orchestrator,Victor Silva,Anika Sharma,follow-up open,database connection saturation,latency spike,ATLAS-6049,PR-5274,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2492,2022-10-03,2022-10-03,134,SEV2,checkout-api,Mateo Garcia,Theo Martin,postmortem complete,schema migration lock,no customer impact detected,ATLAS-1095,PR-5256,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2493,2022-10-08,2022-10-08,5,SEV4,analytics-pipeline,Harper Lee,Theo Martin,resolved,bad deployment,no customer impact detected,ATLAS-5516,PR-10639,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2494,2022-10-09,2022-10-09,79,SEV2,search-recommendations,Aisha Khan,Mateo Garcia,resolved,schema migration lock,checkout errors increased,ATLAS-4404,PR-10690,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2495,2022-10-12,2022-10-12,56,SEV3,payment-orchestrator,Owen Brooks,Samir Rao,resolved,tax provider latency,orders delayed,ATLAS-2150,PR-11839,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2496,2022-10-19,2022-10-19,46,SEV3,order-ledger,Theo Martin,Grace Kim,follow-up open,bad deployment,no customer impact detected,ATLAS-1105,PR-7660,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2497,2022-10-19,2022-10-19,106,SEV2,inventory-reservation,Samir Rao,Grace Kim,follow-up open,schema migration lock,latency spike,ATLAS-5872,PR-7211,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2498,2022-10-23,2022-10-23,5,SEV3,checkout-api,Victor Silva,Jon Bell,follow-up open,bad deployment,no customer impact detected,ATLAS-2306,PR-8622,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2499,2022-10-29,2022-10-29,24,SEV4,inventory-reservation,Jon Bell,Fatima Noor,follow-up open,schema migration lock,checkout errors increased,ATLAS-3219,PR-9123,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2500,2022-10-28,2022-10-28,5,SEV3,search-recommendations,Ben Carter,Jon Bell,follow-up open,bad deployment,latency spike,ATLAS-3915,PR-9764,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2501,2022-11-02,2022-11-02,105,SEV3,inventory-reservation,Jon Bell,Iris Wang,postmortem complete,inventory reservation deadlock,payment retries increased,ATLAS-4619,PR-9392,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2502,2022-11-08,2022-11-08,5,SEV4,inventory-reservation,Mateo Garcia,Yara Haddad,postmortem complete,cache stampede,latency spike,ATLAS-4737,PR-6290,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2503,2022-11-09,2022-11-09,45,SEV3,auth-gateway,Mateo Garcia,Theo Martin,postmortem complete,queue backlog,orders delayed,ATLAS-5393,PR-9006,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2504,2022-11-12,2022-11-12,59,SEV3,loyalty-service,Maya Chen,Owen Brooks,resolved,inventory reservation deadlock,latency spike,ATLAS-4191,PR-7737,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2505,2022-11-17,2022-11-17,46,SEV4,loyalty-service,Harper Lee,Kim Tan,follow-up open,schema migration lock,support ticket volume increased,ATLAS-1072,PR-6827,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2506,2022-11-21,2022-11-21,31,SEV4,payment-orchestrator,Aisha Khan,Aisha Khan,follow-up open,feature flag misconfiguration,payment retries increased,ATLAS-1884,PR-10050,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2507,2022-11-23,2022-11-23,16,SEV4,auth-gateway,Jon Bell,Fatima Noor,resolved,queue backlog,payment retries increased,ATLAS-6137,PR-7258,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2508,2022-11-26,2022-11-26,21,SEV4,checkout-api,Victor Silva,Anika Sharma,resolved,inventory reservation deadlock,no customer impact detected,ATLAS-3329,PR-7831,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2509,2022-11-29,2022-11-29,131,SEV2,cart-service,Luca Moretti,Luca Moretti,postmortem complete,feature flag misconfiguration,latency spike,ATLAS-1096,PR-10008,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2510,2022-12-03,2022-12-03,86,SEV3,inventory-reservation,Sara Novak,Sara Novak,postmortem complete,inventory reservation deadlock,support ticket volume increased,ATLAS-3879,PR-9959,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2511,2022-12-05,2022-12-05,129,SEV2,payment-orchestrator,Harper Lee,Iris Wang,resolved,feature flag misconfiguration,latency spike,ATLAS-3058,PR-11278,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2512,2022-12-06,2022-12-06,50,SEV4,checkout-api,Noah Evans,Owen Brooks,postmortem complete,database connection saturation,checkout errors increased,ATLAS-1512,PR-7677,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2513,2022-12-12,2022-12-12,6,SEV4,pricing-engine,Ben Carter,Sara Novak,postmortem complete,payment provider timeout,no customer impact detected,ATLAS-2521,PR-10055,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2514,2022-12-14,2022-12-14,67,SEV3,tax-service,Theo Martin,Sara Novak,follow-up open,schema migration lock,checkout errors increased,ATLAS-2789,PR-9954,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2515,2022-12-16,2022-12-16,20,SEV3,inventory-reservation,Maya Chen,Noah Evans,postmortem complete,queue backlog,support ticket volume increased,ATLAS-4849,PR-6594,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2516,2022-12-20,2022-12-20,5,SEV3,pricing-engine,Samir Rao,Anika Sharma,resolved,schema migration lock,checkout errors increased,ATLAS-1990,PR-8186,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2517,2022-12-24,2022-12-24,5,SEV4,tax-service,Iris Wang,Anika Sharma,resolved,feature flag misconfiguration,checkout errors increased,ATLAS-4488,PR-9636,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2518,2022-12-29,2022-12-29,5,SEV4,checkout-api,Theo Martin,Harper Lee,postmortem complete,queue backlog,latency spike,ATLAS-1949,PR-11059,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2519,2023-01-01,2023-01-01,15,SEV4,checkout-api,Kim Tan,Samir Rao,resolved,tax provider latency,no customer impact detected,ATLAS-2646,PR-7735,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2520,2023-01-04,2023-01-04,31,SEV4,payment-orchestrator,Owen Brooks,Victor Silva,follow-up open,cache stampede,no customer impact detected,ATLAS-5765,PR-6062,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2521,2023-01-04,2023-01-04,11,SEV4,tax-service,Fatima Noor,Fatima Noor,follow-up open,cache stampede,latency spike,ATLAS-4257,PR-7201,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2522,2023-01-10,2023-01-10,159,SEV2,tax-service,Theo Martin,Mateo Garcia,resolved,feature flag misconfiguration,no customer impact detected,ATLAS-1360,PR-7042,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2523,2023-01-14,2023-01-14,72,SEV2,order-ledger,Mateo Garcia,Yara Haddad,resolved,bad deployment,payment retries increased,ATLAS-3101,PR-5678,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2524,2023-01-14,2023-01-14,152,SEV2,payment-orchestrator,Elena Petrova,Harper Lee,follow-up open,database connection saturation,checkout errors increased,ATLAS-1293,PR-7687,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2525,2023-01-18,2023-01-18,72,SEV3,pricing-engine,Fatima Noor,Sara Novak,follow-up open,feature flag misconfiguration,checkout errors increased,ATLAS-1478,PR-9794,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2526,2023-01-20,2023-01-20,5,SEV4,notification-service,Mateo Garcia,Ravi Patel,resolved,inventory reservation deadlock,orders delayed,ATLAS-3012,PR-7784,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2527,2023-01-24,2023-01-24,22,SEV4,search-recommendations,Elena Petrova,Owen Brooks,resolved,bad deployment,no customer impact detected,ATLAS-1241,PR-6544,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2528,2023-01-29,2023-01-29,40,SEV4,loyalty-service,Samir Rao,Grace Kim,postmortem complete,inventory reservation deadlock,no customer impact detected,ATLAS-2291,PR-5109,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2529,2023-02-03,2023-02-03,35,SEV3,analytics-pipeline,Grace Kim,Harper Lee,follow-up open,schema migration lock,orders delayed,ATLAS-5713,PR-12349,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2530,2023-02-05,2023-02-05,84,SEV2,search-recommendations,Sara Novak,Dmitri Volkov,follow-up open,queue backlog,orders delayed,ATLAS-4786,PR-12425,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2531,2023-02-07,2023-02-07,29,SEV4,analytics-pipeline,Iris Wang,Noah Evans,postmortem complete,queue backlog,orders delayed,ATLAS-4584,PR-6955,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2532,2023-02-12,2023-02-12,47,SEV3,search-recommendations,Dmitri Volkov,Theo Martin,follow-up open,cache stampede,support ticket volume increased,ATLAS-1815,PR-11395,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2533,2023-02-15,2023-02-15,5,SEV4,notification-service,Yara Haddad,Jon Bell,follow-up open,inventory reservation deadlock,support ticket volume increased,ATLAS-1930,PR-9231,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2534,2023-02-19,2023-02-19,5,SEV4,analytics-pipeline,Sara Novak,Mateo Garcia,follow-up open,cache stampede,payment retries increased,ATLAS-1445,PR-8809,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2535,2023-02-18,2023-02-18,5,SEV4,pricing-engine,Harper Lee,Samir Rao,resolved,schema migration lock,checkout errors increased,ATLAS-6015,PR-6682,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2536,2023-02-23,2023-02-23,20,SEV4,payment-orchestrator,Luca Moretti,Ben Carter,follow-up open,feature flag misconfiguration,orders delayed,ATLAS-6081,PR-9334,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2537,2023-03-01,2023-03-01,63,SEV3,checkout-api,Iris Wang,Priya Nair,postmortem complete,inventory reservation deadlock,payment retries increased,ATLAS-5824,PR-9432,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2538,2023-02-28,2023-02-28,68,SEV3,analytics-pipeline,Dmitri Volkov,Priya Nair,resolved,database connection saturation,checkout errors increased,ATLAS-5993,PR-10535,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2539,2023-03-07,2023-03-07,118,SEV2,payment-orchestrator,Owen Brooks,Anika Sharma,resolved,schema migration lock,no customer impact detected,ATLAS-3531,PR-5942,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2540,2023-03-07,2023-03-07,5,SEV4,tax-service,Noah Evans,Luca Moretti,resolved,schema migration lock,no customer impact detected,ATLAS-5688,PR-8367,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2541,2023-03-11,2023-03-11,73,SEV3,inventory-reservation,Maya Chen,Nora Singh,resolved,database connection saturation,latency spike,ATLAS-3468,PR-5969,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2542,2023-03-17,2023-03-17,66,SEV4,auth-gateway,Aisha Khan,Theo Martin,follow-up open,database connection saturation,latency spike,ATLAS-2560,PR-10014,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2543,2023-03-16,2023-03-16,47,SEV3,order-ledger,Theo Martin,Noah Evans,follow-up open,inventory reservation deadlock,latency spike,ATLAS-5932,PR-5721,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2544,2023-03-19,2023-03-19,5,SEV3,pricing-engine,Samir Rao,Noah Evans,resolved,queue backlog,latency spike,ATLAS-3491,PR-12204,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2545,2023-03-22,2023-03-22,5,SEV4,auth-gateway,Theo Martin,Aisha Khan,follow-up open,feature flag misconfiguration,orders delayed,ATLAS-2065,PR-10092,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2546,2023-03-30,2023-03-30,74,SEV3,cart-service,Sara Novak,Kim Tan,postmortem complete,bad deployment,no customer impact detected,ATLAS-3501,PR-6510,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2547,2023-03-30,2023-03-30,135,SEV2,pricing-engine,Jon Bell,Owen Brooks,follow-up open,schema migration lock,latency spike,ATLAS-4105,PR-7311,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2548,2023-04-02,2023-04-02,5,SEV4,search-recommendations,Sara Novak,Aisha Khan,postmortem complete,tax provider latency,checkout errors increased,ATLAS-4445,PR-6278,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2549,2023-04-05,2023-04-05,7,SEV4,auth-gateway,Yara Haddad,Grace Kim,postmortem complete,tax provider latency,orders delayed,ATLAS-5912,PR-10141,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2550,2023-04-08,2023-04-08,80,SEV2,tax-service,Jon Bell,Owen Brooks,postmortem complete,feature flag misconfiguration,orders delayed,ATLAS-2498,PR-5285,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2551,2023-04-12,2023-04-12,5,SEV4,pricing-engine,Maya Chen,Ravi Patel,postmortem complete,queue backlog,payment retries increased,ATLAS-5509,PR-9860,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2552,2023-04-16,2023-04-16,54,SEV3,tax-service,Luca Moretti,Dmitri Volkov,follow-up open,cache stampede,checkout errors increased,ATLAS-5435,PR-9224,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2553,2023-04-19,2023-04-19,129,SEV2,payment-orchestrator,Samir Rao,Theo Martin,follow-up open,bad deployment,payment retries increased,ATLAS-4778,PR-8797,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2554,2023-04-22,2023-04-22,66,SEV4,notification-service,Victor Silva,Anika Sharma,follow-up open,database connection saturation,support ticket volume increased,ATLAS-2369,PR-8372,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2555,2023-04-26,2023-04-26,6,SEV3,tax-service,Noah Evans,Maya Chen,follow-up open,database connection saturation,payment retries increased,ATLAS-3738,PR-6871,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2556,2023-05-01,2023-05-01,23,SEV4,analytics-pipeline,Victor Silva,Owen Brooks,postmortem complete,inventory reservation deadlock,orders delayed,ATLAS-4248,PR-8124,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
PD-2557,2023-04-30,2023-04-30,38,SEV4,auth-gateway,Luca Moretti,Aisha Khan,postmortem complete,inventory reservation deadlock,no customer impact detected,ATLAS-3925,PR-11314,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2558,2023-05-07,2023-05-07,71,SEV2,tax-service,Nora Singh,Sara Novak,postmortem complete,queue backlog,latency spike,ATLAS-1966,PR-7892,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2559,2023-05-09,2023-05-09,130,SEV2,tax-service,Theo Martin,Dmitri Volkov,resolved,feature flag misconfiguration,orders delayed,ATLAS-1218,PR-10009,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2560,2023-05-11,2023-05-11,89,SEV3,pricing-engine,Ravi Patel,Victor Silva,follow-up open,database connection saturation,support ticket volume increased,ATLAS-4580,PR-9444,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for pricing-engine."
PD-2561,2023-05-13,2023-05-13,38,SEV3,search-recommendations,Noah Evans,Iris Wang,postmortem complete,queue backlog,orders delayed,ATLAS-2029,PR-6591,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2562,2023-05-16,2023-05-16,85,SEV3,notification-service,Aisha Khan,Ben Carter,postmortem complete,schema migration lock,checkout errors increased,ATLAS-3067,PR-6391,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2563,2023-05-23,2023-05-23,80,SEV2,order-ledger,Luca Moretti,Iris Wang,postmortem complete,queue backlog,payment retries increased,ATLAS-6182,PR-8949,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2564,2023-05-24,2023-05-24,5,SEV3,tax-service,Elena Petrova,Ravi Patel,resolved,bad deployment,payment retries increased,ATLAS-3316,PR-11197,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2565,2023-05-27,2023-05-27,119,SEV2,checkout-api,Theo Martin,Jon Bell,resolved,bad deployment,no customer impact detected,ATLAS-4151,PR-7186,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2566,2023-05-31,2023-05-31,22,SEV3,checkout-api,Mateo Garcia,Samir Rao,resolved,schema migration lock,no customer impact detected,ATLAS-2976,PR-7252,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2567,2023-06-05,2023-06-05,110,SEV2,cart-service,Luca Moretti,Dmitri Volkov,resolved,schema migration lock,support ticket volume increased,ATLAS-5649,PR-11262,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2568,2023-06-09,2023-06-09,71,SEV4,auth-gateway,Dmitri Volkov,Harper Lee,follow-up open,bad deployment,orders delayed,ATLAS-1545,PR-5037,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2569,2023-06-09,2023-06-09,30,SEV3,cart-service,Kim Tan,Noah Evans,follow-up open,queue backlog,payment retries increased,ATLAS-1515,PR-7170,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2570,2023-06-11,2023-06-11,49,SEV3,loyalty-service,Aisha Khan,Ben Carter,postmortem complete,bad deployment,payment retries increased,ATLAS-3310,PR-7984,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for loyalty-service."
PD-2571,2023-06-17,2023-06-17,97,SEV2,search-recommendations,Noah Evans,Ravi Patel,resolved,bad deployment,support ticket volume increased,ATLAS-5966,PR-7481,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for search-recommendations."
PD-2572,2023-06-19,2023-06-19,40,SEV4,payment-orchestrator,Victor Silva,Priya Nair,follow-up open,bad deployment,orders delayed,ATLAS-3924,PR-8489,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for payment-orchestrator."
PD-2573,2023-06-21,2023-06-21,44,SEV3,tax-service,Grace Kim,Anika Sharma,follow-up open,tax provider latency,support ticket volume increased,ATLAS-6127,PR-8560,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2574,2023-06-27,2023-06-27,50,SEV3,inventory-reservation,Dmitri Volkov,Priya Nair,follow-up open,queue backlog,latency spike,ATLAS-5081,PR-7523,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for inventory-reservation."
PD-2575,2023-06-27,2023-06-27,5,SEV3,tax-service,Harper Lee,Aisha Khan,resolved,payment provider timeout,payment retries increased,ATLAS-2273,PR-8028,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2576,2023-07-01,2023-07-01,5,SEV4,order-ledger,Mateo Garcia,Elena Petrova,follow-up open,tax provider latency,no customer impact detected,ATLAS-4171,PR-7479,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for order-ledger."
PD-2577,2023-07-05,2023-07-05,92,SEV3,checkout-api,Kim Tan,Ravi Patel,resolved,bad deployment,payment retries increased,ATLAS-1737,PR-7820,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for checkout-api."
PD-2578,2023-07-11,2023-07-11,61,SEV4,tax-service,Priya Nair,Yara Haddad,resolved,tax provider latency,no customer impact detected,ATLAS-4337,PR-6260,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for tax-service."
PD-2579,2023-07-10,2023-07-10,114,SEV2,auth-gateway,Priya Nair,Luca Moretti,follow-up open,inventory reservation deadlock,checkout errors increased,ATLAS-4310,PR-5660,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for auth-gateway."
PD-2580,2023-07-17,2023-07-17,79,SEV3,notification-service,Samir Rao,Dmitri Volkov,resolved,payment provider timeout,latency spike,ATLAS-3664,PR-12469,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2581,2023-07-19,2023-07-19,94,SEV3,cart-service,Aisha Khan,Samir Rao,postmortem complete,inventory reservation deadlock,no customer impact detected,ATLAS-4101,PR-10274,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for cart-service."
PD-2582,2023-07-24,2023-07-24,23,SEV4,notification-service,Grace Kim,Yara Haddad,postmortem complete,queue backlog,latency spike,ATLAS-3865,PR-11012,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for notification-service."
PD-2583,2023-07-24,2023-07-24,5,SEV3,analytics-pipeline,Ravi Patel,Theo Martin,follow-up open,database connection saturation,checkout errors increased,ATLAS-2545,PR-9140,"Action items: add alert, update runbook, assign owner, verify rollback, write KT note for analytics-pipeline."
