support_id,created_at,customer,customer_tier,category,severity,service,status,owner,linked_jira,linked_incident,sentiment,summary,next_action
SUP-701523,2023-01-27,Summit Sports,enterprise,order confirmation delay,urgent,pricing-engine,solved,Nora Singh,ATLAS-3697,PD-2852,negative,"Customer reported order confirmation delay around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701524,2023-01-29,Luna Home,self-serve,mobile session timeout,medium,checkout-api,pending engineering,Dmitri Volkov,ATLAS-3696,,neutral,"Customer reported mobile session timeout around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701525,2023-01-30,Atlas Demo Customer,internal,coupon issue,low,auth-gateway,open,Maya Chen,ATLAS-3168,,positive,"Customer reported coupon issue around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701526,2023-01-29,Summit Sports,mid-market,checkout failure,low,search-recommendations,solved,Maya Chen,ATLAS-4797,,neutral,"Customer reported checkout failure around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701527,2023-02-03,Cedar Pharmacy,self-serve,payment retry,medium,analytics-pipeline,pending engineering,Maya Chen,ATLAS-4523,,negative,"Customer reported payment retry around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701528,2023-02-01,Atlas Demo Customer,self-serve,inventory mismatch,medium,checkout-api,open,Jon Bell,ATLAS-5331,,neutral,"Customer reported inventory mismatch around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701529,2023-02-03,OmniStyle,self-serve,loyalty points missing,high,payment-orchestrator,open,Iris Wang,ATLAS-4065,,negative,"Customer reported loyalty points missing around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701530,2023-02-03,Atlas Demo Customer,self-serve,performance complaint,medium,inventory-reservation,monitoring,Kim Tan,ATLAS-5420,PD-2632,neutral,"Customer reported performance complaint around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701531,2023-02-04,BrightCart EU,internal,payment retry,high,order-ledger,solved,Kim Tan,ATLAS-2119,PD-2167,anxious,"Customer reported payment retry around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701532,2023-02-08,BrightCart EU,enterprise,order confirmation delay,medium,checkout-api,pending engineering,Mateo Garcia,ATLAS-1823,,negative,"Customer reported order confirmation delay around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701533,2023-02-08,Vertex Outlet,internal,inventory mismatch,low,auth-gateway,escalated,Ravi Patel,ATLAS-1819,,neutral,"Customer reported inventory mismatch around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701534,2023-02-09,UrbanMarket,mid-market,payment retry,medium,auth-gateway,escalated,Samir Rao,ATLAS-2740,PD-2698,blocked,"Customer reported payment retry around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701535,2023-02-11,BluePeak Apparel,self-serve,order confirmation delay,urgent,search-recommendations,open,Priya Nair,ATLAS-3305,,neutral,"Customer reported order confirmation delay around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701536,2023-02-12,Cedar Pharmacy,internal,coupon issue,medium,inventory-reservation,monitoring,Anika Sharma,ATLAS-3266,,negative,"Customer reported coupon issue around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701537,2023-02-13,BluePeak Apparel,self-serve,payment retry,low,payment-orchestrator,monitoring,Iris Wang,ATLAS-3820,,negative,"Customer reported payment retry around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701538,2023-02-13,OmniStyle,enterprise,checkout failure,medium,pricing-engine,monitoring,Fatima Noor,ATLAS-3152,,blocked,"Customer reported checkout failure around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701539,2023-02-13,OmniStyle,enterprise,coupon issue,low,order-ledger,solved,Luca Moretti,ATLAS-1044,,positive,"Customer reported coupon issue around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701540,2023-02-15,UrbanMarket,enterprise,loyalty points missing,medium,payment-orchestrator,pending engineering,Aisha Khan,ATLAS-5670,,positive,"Customer reported loyalty points missing around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701541,2023-02-18,Summit Sports,self-serve,payment retry,low,checkout-api,open,Victor Silva,ATLAS-6006,,positive,"Customer reported payment retry around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701542,2023-02-16,Vertex Outlet,mid-market,loyalty points missing,high,cart-service,pending engineering,Nora Singh,ATLAS-5131,PD-2623,blocked,"Customer reported loyalty points missing around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701543,2023-02-18,BluePeak Apparel,enterprise,tax mismatch,medium,analytics-pipeline,escalated,Priya Nair,ATLAS-4403,,positive,"Customer reported tax mismatch around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701544,2023-02-22,OmniStyle,enterprise,payment retry,medium,pricing-engine,solved,Maya Chen,ATLAS-5295,,negative,"Customer reported payment retry around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701545,2023-02-23,FreshNest Grocery,enterprise,loyalty points missing,low,pricing-engine,pending engineering,Nora Singh,ATLAS-4539,,negative,"Customer reported loyalty points missing around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701546,2023-02-23,FreshNest Grocery,mid-market,performance complaint,low,order-ledger,escalated,Ben Carter,ATLAS-3196,PD-2500,anxious,"Customer reported performance complaint around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701547,2023-02-23,UrbanMarket,mid-market,payment retry,medium,inventory-reservation,escalated,Samir Rao,ATLAS-1839,PD-2223,negative,"Customer reported payment retry around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701548,2023-02-23,Luna Home,enterprise,coupon issue,medium,analytics-pipeline,escalated,Yara Haddad,ATLAS-5951,PD-2322,anxious,"Customer reported coupon issue around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701549,2023-02-26,Cedar Pharmacy,self-serve,order confirmation delay,urgent,inventory-reservation,escalated,Grace Kim,ATLAS-1811,,anxious,"Customer reported order confirmation delay around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701550,2023-02-26,BluePeak Apparel,self-serve,inventory mismatch,low,search-recommendations,solved,Elena Petrova,ATLAS-4315,,anxious,"Customer reported inventory mismatch around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701551,2023-02-28,Luna Home,enterprise,coupon issue,high,analytics-pipeline,monitoring,Theo Martin,ATLAS-3873,,negative,"Customer reported coupon issue around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701552,2023-02-28,Harbor Books,mid-market,performance complaint,medium,checkout-api,escalated,Jon Bell,ATLAS-2192,PD-2434,neutral,"Customer reported performance complaint around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701553,2023-03-03,Vertex Outlet,enterprise,payment retry,medium,analytics-pipeline,solved,Ravi Patel,ATLAS-5439,,blocked,"Customer reported payment retry around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701554,2023-03-03,Cedar Pharmacy,self-serve,mobile session timeout,low,cart-service,pending engineering,Elena Petrova,ATLAS-1535,PD-2008,negative,"Customer reported mobile session timeout around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701555,2023-03-05,Cedar Pharmacy,enterprise,mobile session timeout,low,tax-service,solved,Theo Martin,ATLAS-3943,,neutral,"Customer reported mobile session timeout around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701556,2023-03-04,BrightCart EU,enterprise,payment retry,medium,loyalty-service,open,Harper Lee,ATLAS-2754,,positive,"Customer reported payment retry around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701557,2023-03-07,Summit Sports,mid-market,loyalty points missing,medium,payment-orchestrator,monitoring,Anika Sharma,ATLAS-1571,PD-2055,anxious,"Customer reported loyalty points missing around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701558,2023-03-07,UrbanMarket,internal,mobile session timeout,medium,checkout-api,open,Sara Novak,ATLAS-1768,,neutral,"Customer reported mobile session timeout around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701559,2023-03-09,Luna Home,enterprise,order confirmation delay,medium,cart-service,pending engineering,Iris Wang,ATLAS-5164,PD-2447,blocked,"Customer reported order confirmation delay around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701560,2023-03-10,BluePeak Apparel,mid-market,inventory mismatch,high,checkout-api,escalated,Ben Carter,ATLAS-4200,,neutral,"Customer reported inventory mismatch around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701561,2023-03-13,FreshNest Grocery,self-serve,performance complaint,low,analytics-pipeline,pending engineering,Sara Novak,ATLAS-3993,,positive,"Customer reported performance complaint around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701562,2023-03-13,Atlas Demo Customer,internal,checkout failure,high,search-recommendations,solved,Samir Rao,ATLAS-4507,,anxious,"Customer reported checkout failure around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701563,2023-03-13,UrbanMarket,internal,tax mismatch,low,loyalty-service,pending engineering,Harper Lee,ATLAS-3553,,neutral,"Customer reported tax mismatch around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701564,2023-03-15,BluePeak Apparel,enterprise,order confirmation delay,high,search-recommendations,solved,Maya Chen,ATLAS-1396,,neutral,"Customer reported order confirmation delay around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701565,2023-03-15,Vertex Outlet,mid-market,loyalty points missing,medium,checkout-api,monitoring,Maya Chen,ATLAS-3888,,neutral,"Customer reported loyalty points missing around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701566,2023-03-18,Vertex Outlet,internal,loyalty points missing,urgent,payment-orchestrator,escalated,Iris Wang,ATLAS-3720,,anxious,"Customer reported loyalty points missing around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701567,2023-03-18,Atlas Demo Customer,self-serve,mobile session timeout,medium,auth-gateway,monitoring,Noah Evans,ATLAS-2387,,positive,"Customer reported mobile session timeout around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701568,2023-03-20,BluePeak Apparel,internal,order confirmation delay,medium,search-recommendations,solved,Fatima Noor,ATLAS-1392,PD-2775,anxious,"Customer reported order confirmation delay around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701569,2023-03-18,FreshNest Grocery,mid-market,order confirmation delay,medium,checkout-api,solved,Owen Brooks,ATLAS-5977,,blocked,"Customer reported order confirmation delay around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701570,2023-03-21,UrbanMarket,mid-market,payment retry,high,notification-service,pending engineering,Ravi Patel,ATLAS-2634,,positive,"Customer reported payment retry around notification-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701571,2023-03-23,Summit Sports,enterprise,payment retry,low,loyalty-service,solved,Victor Silva,ATLAS-2026,,anxious,"Customer reported payment retry around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701572,2023-03-23,Luna Home,enterprise,performance complaint,high,auth-gateway,monitoring,Harper Lee,ATLAS-3510,PD-2850,blocked,"Customer reported performance complaint around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701573,2023-03-24,Luna Home,internal,checkout failure,medium,tax-service,monitoring,Dmitri Volkov,ATLAS-1390,PD-2620,positive,"Customer reported checkout failure around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701574,2023-03-26,Vertex Outlet,enterprise,inventory mismatch,medium,analytics-pipeline,monitoring,Iris Wang,ATLAS-2539,,neutral,"Customer reported inventory mismatch around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701575,2023-03-25,Northstar Retail,mid-market,checkout failure,urgent,order-ledger,solved,Noah Evans,ATLAS-5839,,neutral,"Customer reported checkout failure around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701576,2023-03-28,UrbanMarket,mid-market,order confirmation delay,low,notification-service,open,Theo Martin,ATLAS-3380,PD-2433,negative,"Customer reported order confirmation delay around notification-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701577,2023-03-28,Atlas Demo Customer,mid-market,performance complaint,high,cart-service,escalated,Maya Chen,ATLAS-3624,,positive,"Customer reported performance complaint around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701578,2023-03-31,Vertex Outlet,internal,mobile session timeout,high,analytics-pipeline,solved,Grace Kim,ATLAS-2508,,anxious,"Customer reported mobile session timeout around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701579,2023-03-31,BrightCart EU,self-serve,payment retry,medium,pricing-engine,solved,Jon Bell,ATLAS-2728,,positive,"Customer reported payment retry around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701580,2023-04-01,OmniStyle,self-serve,loyalty points missing,medium,search-recommendations,pending engineering,Nora Singh,ATLAS-2568,,positive,"Customer reported loyalty points missing around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701581,2023-04-02,FreshNest Grocery,internal,payment retry,medium,pricing-engine,pending engineering,Grace Kim,ATLAS-2574,,positive,"Customer reported payment retry around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701582,2023-04-05,OmniStyle,mid-market,tax mismatch,low,tax-service,pending engineering,Maya Chen,ATLAS-5500,PD-2173,anxious,"Customer reported tax mismatch around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701583,2023-04-05,Vertex Outlet,enterprise,mobile session timeout,high,tax-service,solved,Harper Lee,ATLAS-5529,PD-2090,blocked,"Customer reported mobile session timeout around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701584,2023-04-05,Vertex Outlet,internal,payment retry,medium,inventory-reservation,open,Victor Silva,ATLAS-6145,,negative,"Customer reported payment retry around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701585,2023-04-06,FreshNest Grocery,self-serve,loyalty points missing,medium,payment-orchestrator,escalated,Priya Nair,ATLAS-2211,,negative,"Customer reported loyalty points missing around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701586,2023-04-07,BrightCart EU,self-serve,coupon issue,low,cart-service,open,Yara Haddad,ATLAS-5215,,negative,"Customer reported coupon issue around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701587,2023-04-09,Luna Home,mid-market,checkout failure,medium,pricing-engine,pending engineering,Priya Nair,ATLAS-4084,,negative,"Customer reported checkout failure around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701588,2023-04-11,Vertex Outlet,internal,tax mismatch,medium,tax-service,escalated,Theo Martin,ATLAS-4943,PD-2697,blocked,"Customer reported tax mismatch around tax-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701589,2023-04-13,Northstar Retail,mid-market,mobile session timeout,low,order-ledger,open,Kim Tan,ATLAS-4703,,negative,"Customer reported mobile session timeout around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701590,2023-04-13,BrightCart EU,enterprise,checkout failure,urgent,order-ledger,pending engineering,Ravi Patel,ATLAS-1073,PD-2253,neutral,"Customer reported checkout failure around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701591,2023-04-13,Summit Sports,internal,payment retry,high,loyalty-service,monitoring,Grace Kim,ATLAS-1913,,neutral,"Customer reported payment retry around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701592,2023-04-15,Luna Home,self-serve,payment retry,medium,loyalty-service,monitoring,Noah Evans,ATLAS-1229,,anxious,"Customer reported payment retry around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701593,2023-04-17,Harbor Books,self-serve,inventory mismatch,low,order-ledger,monitoring,Elena Petrova,ATLAS-1982,PD-2517,blocked,"Customer reported inventory mismatch around order-ledger. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701594,2023-04-15,Cedar Pharmacy,enterprise,tax mismatch,high,search-recommendations,solved,Nora Singh,ATLAS-1778,,anxious,"Customer reported tax mismatch around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701595,2023-04-16,Atlas Demo Customer,internal,order confirmation delay,urgent,payment-orchestrator,open,Fatima Noor,ATLAS-3803,,blocked,"Customer reported order confirmation delay around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701596,2023-04-18,Cedar Pharmacy,internal,performance complaint,medium,inventory-reservation,monitoring,Victor Silva,ATLAS-4673,,blocked,"Customer reported performance complaint around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701597,2023-04-21,Summit Sports,self-serve,loyalty points missing,urgent,checkout-api,escalated,Priya Nair,ATLAS-5200,,blocked,"Customer reported loyalty points missing around checkout-api. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701598,2023-04-21,Summit Sports,self-serve,payment retry,medium,analytics-pipeline,open,Aisha Khan,ATLAS-5067,,blocked,"Customer reported payment retry around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701599,2023-04-22,BrightCart EU,enterprise,loyalty points missing,medium,loyalty-service,monitoring,Aisha Khan,ATLAS-5022,,anxious,"Customer reported loyalty points missing around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701600,2023-04-25,Summit Sports,enterprise,checkout failure,medium,search-recommendations,monitoring,Kim Tan,ATLAS-1050,,negative,"Customer reported checkout failure around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701601,2023-04-24,Luna Home,enterprise,checkout failure,high,auth-gateway,solved,Iris Wang,ATLAS-1605,,neutral,"Customer reported checkout failure around auth-gateway. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701602,2023-04-27,Harbor Books,internal,tax mismatch,urgent,pricing-engine,open,Samir Rao,ATLAS-3795,,neutral,"Customer reported tax mismatch around pricing-engine. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701603,2023-04-26,UrbanMarket,mid-market,mobile session timeout,low,cart-service,escalated,Elena Petrova,ATLAS-3993,PD-2291,neutral,"Customer reported mobile session timeout around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701604,2023-04-29,Summit Sports,self-serve,mobile session timeout,medium,search-recommendations,solved,Dmitri Volkov,ATLAS-5803,,neutral,"Customer reported mobile session timeout around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701605,2023-04-30,Summit Sports,mid-market,tax mismatch,low,search-recommendations,monitoring,Nora Singh,ATLAS-5299,,neutral,"Customer reported tax mismatch around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701606,2023-04-30,Atlas Demo Customer,enterprise,inventory mismatch,high,search-recommendations,escalated,Maya Chen,ATLAS-4246,,positive,"Customer reported inventory mismatch around search-recommendations. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701607,2023-05-02,Cedar Pharmacy,enterprise,coupon issue,medium,analytics-pipeline,escalated,Priya Nair,ATLAS-4711,PD-2223,positive,"Customer reported coupon issue around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701608,2023-05-01,Cedar Pharmacy,mid-market,inventory mismatch,low,inventory-reservation,monitoring,Harper Lee,ATLAS-4302,,neutral,"Customer reported inventory mismatch around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701609,2023-05-04,OmniStyle,self-serve,coupon issue,urgent,cart-service,pending engineering,Mateo Garcia,ATLAS-3611,PD-2405,blocked,"Customer reported coupon issue around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701610,2023-05-04,Atlas Demo Customer,mid-market,checkout failure,low,cart-service,monitoring,Sara Novak,ATLAS-5358,,anxious,"Customer reported checkout failure around cart-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701611,2023-05-07,Cedar Pharmacy,mid-market,mobile session timeout,low,analytics-pipeline,solved,Kim Tan,ATLAS-5872,,blocked,"Customer reported mobile session timeout around analytics-pipeline. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701612,2023-05-05,Luna Home,internal,performance complaint,low,payment-orchestrator,pending engineering,Theo Martin,ATLAS-2891,,negative,"Customer reported performance complaint around payment-orchestrator. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701613,2023-05-09,Northstar Retail,mid-market,tax mismatch,medium,loyalty-service,open,Priya Nair,ATLAS-3755,,negative,"Customer reported tax mismatch around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701614,2023-05-11,FreshNest Grocery,mid-market,performance complaint,low,loyalty-service,escalated,Dmitri Volkov,ATLAS-2453,,anxious,"Customer reported performance complaint around loyalty-service. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
SUP-701615,2023-05-09,Cedar Pharmacy,mid-market,payment retry,low,inventory-reservation,open,Luca Moretti,ATLAS-2905,,neutral,"Customer reported payment retry around inventory-reservation. Support macro references Jira, PagerDuty, runbook, and current workaround.","Next action: verify source data, check Grafana trend, confirm owner, and update customer by next business day."
