quarter,start_date,target_date,phase,workstream,owner,status,planned_points,completed_points,open_blockers,roadmap_notes,anchor_issue
2022-Q2,2022-05-01,2022-05-28,Phase 4 Loyalty and Personalization,observability,Ravi Patel,amber,75,14,3,"connect loyalty, promotions, and segmentation; focus on observability; risk: vendor approval.",ATLAS-3647
2022-Q2,2022-05-01,2022-05-28,Phase 4 Loyalty and Personalization,data,Anika Sharma,red,70,13,7,"connect loyalty, promotions, and segmentation; focus on data; risk: dependency drift.",ATLAS-3705
2022-Q2,2022-05-01,2022-05-28,Phase 4 Loyalty and Personalization,support,Fatima Noor,green,56,10,4,"connect loyalty, promotions, and segmentation; focus on support; risk: customer readiness.",ATLAS-2516
2022-Q2,2022-06-01,2022-06-28,Phase 4 Loyalty and Personalization,platform,Maya Chen,green,86,6,7,"connect loyalty, promotions, and segmentation; focus on platform; risk: schema migration.",ATLAS-1376
2022-Q2,2022-06-01,2022-06-28,Phase 4 Loyalty and Personalization,checkout,Maya Chen,red,59,10,6,"connect loyalty, promotions, and segmentation; focus on checkout; risk: vendor approval.",ATLAS-5620
2022-Q2,2022-06-01,2022-06-28,Phase 4 Loyalty and Personalization,payments,Sara Novak,red,47,23,4,"connect loyalty, promotions, and segmentation; focus on payments; risk: on-call load.",ATLAS-3143
2022-Q2,2022-06-01,2022-06-28,Phase 4 Loyalty and Personalization,observability,Yara Haddad,green,49,12,7,"connect loyalty, promotions, and segmentation; focus on observability; risk: on-call load.",ATLAS-1389
2022-Q2,2022-06-01,2022-06-28,Phase 4 Loyalty and Personalization,data,Nora Singh,green,78,16,2,"connect loyalty, promotions, and segmentation; focus on data; risk: dependency drift.",ATLAS-5102
2022-Q2,2022-06-01,2022-06-28,Phase 4 Loyalty and Personalization,support,Sara Novak,red,75,7,1,"connect loyalty, promotions, and segmentation; focus on support; risk: on-call load.",ATLAS-1862
2022-Q3,2022-07-01,2022-07-28,Phase 4 Loyalty and Personalization,platform,Dmitri Volkov,amber,47,7,2,"connect loyalty, promotions, and segmentation; focus on platform; risk: vendor approval.",ATLAS-2008
2022-Q3,2022-07-01,2022-07-28,Phase 4 Loyalty and Personalization,checkout,Noah Evans,amber,80,18,0,"connect loyalty, promotions, and segmentation; focus on checkout; risk: schema migration.",ATLAS-3471
2022-Q3,2022-07-01,2022-07-28,Phase 4 Loyalty and Personalization,payments,Kim Tan,amber,90,11,5,"connect loyalty, promotions, and segmentation; focus on payments; risk: dependency drift.",ATLAS-1228
2022-Q3,2022-07-01,2022-07-28,Phase 4 Loyalty and Personalization,observability,Fatima Noor,amber,30,12,4,"connect loyalty, promotions, and segmentation; focus on observability; risk: vendor approval.",ATLAS-5713
2022-Q3,2022-07-01,2022-07-28,Phase 4 Loyalty and Personalization,data,Ben Carter,green,38,7,8,"connect loyalty, promotions, and segmentation; focus on data; risk: capacity risk.",ATLAS-5708
2022-Q3,2022-07-01,2022-07-28,Phase 4 Loyalty and Personalization,support,Ben Carter,green,46,22,6,"connect loyalty, promotions, and segmentation; focus on support; risk: on-call load.",ATLAS-4097
2022-Q3,2022-08-01,2022-08-28,Phase 4 Loyalty and Personalization,platform,Iris Wang,green,23,20,4,"connect loyalty, promotions, and segmentation; focus on platform; risk: vendor approval.",ATLAS-5191
2022-Q3,2022-08-01,2022-08-28,Phase 4 Loyalty and Personalization,checkout,Kim Tan,green,90,3,8,"connect loyalty, promotions, and segmentation; focus on checkout; risk: vendor approval.",ATLAS-2696
2022-Q3,2022-08-01,2022-08-28,Phase 4 Loyalty and Personalization,payments,Nora Singh,red,58,12,2,"connect loyalty, promotions, and segmentation; focus on payments; risk: capacity risk.",ATLAS-4885
2022-Q3,2022-08-01,2022-08-28,Phase 4 Loyalty and Personalization,observability,Yara Haddad,amber,81,17,2,"connect loyalty, promotions, and segmentation; focus on observability; risk: dependency drift.",ATLAS-2157
2022-Q3,2022-08-01,2022-08-28,Phase 4 Loyalty and Personalization,data,Maya Chen,green,90,5,2,"connect loyalty, promotions, and segmentation; focus on data; risk: customer readiness.",ATLAS-4647
2022-Q3,2022-08-01,2022-08-28,Phase 4 Loyalty and Personalization,support,Owen Brooks,green,67,21,6,"connect loyalty, promotions, and segmentation; focus on support; risk: capacity risk.",ATLAS-5426
2022-Q3,2022-09-01,2022-09-28,Phase 4 Loyalty and Personalization,platform,Luca Moretti,green,72,13,5,"connect loyalty, promotions, and segmentation; focus on platform; risk: on-call load.",ATLAS-3647
2022-Q3,2022-09-01,2022-09-28,Phase 4 Loyalty and Personalization,checkout,Noah Evans,amber,24,10,8,"connect loyalty, promotions, and segmentation; focus on checkout; risk: vendor approval.",ATLAS-2482
2022-Q3,2022-09-01,2022-09-28,Phase 4 Loyalty and Personalization,payments,Grace Kim,green,76,18,4,"connect loyalty, promotions, and segmentation; focus on payments; risk: capacity risk.",ATLAS-1837
2022-Q3,2022-09-01,2022-09-28,Phase 4 Loyalty and Personalization,observability,Luca Moretti,green,33,19,4,"connect loyalty, promotions, and segmentation; focus on observability; risk: dependency drift.",ATLAS-4981
2022-Q3,2022-09-01,2022-09-28,Phase 4 Loyalty and Personalization,data,Iris Wang,amber,19,18,5,"connect loyalty, promotions, and segmentation; focus on data; risk: test data gap.",ATLAS-6127
2022-Q3,2022-09-01,2022-09-28,Phase 4 Loyalty and Personalization,support,Victor Silva,red,86,24,3,"connect loyalty, promotions, and segmentation; focus on support; risk: dependency drift.",ATLAS-3812
2022-Q4,2022-10-01,2022-10-28,Phase 4 Loyalty and Personalization,platform,Mateo Garcia,green,92,13,2,"connect loyalty, promotions, and segmentation; focus on platform; risk: dependency drift.",ATLAS-5442
2022-Q4,2022-10-01,2022-10-28,Phase 4 Loyalty and Personalization,checkout,Jon Bell,amber,96,17,5,"connect loyalty, promotions, and segmentation; focus on checkout; risk: customer readiness.",ATLAS-2872
2022-Q4,2022-10-01,2022-10-28,Phase 4 Loyalty and Personalization,payments,Kim Tan,green,21,5,3,"connect loyalty, promotions, and segmentation; focus on payments; risk: on-call load.",ATLAS-3027
2022-Q4,2022-10-01,2022-10-28,Phase 4 Loyalty and Personalization,observability,Aisha Khan,green,89,24,4,"connect loyalty, promotions, and segmentation; focus on observability; risk: on-call load.",ATLAS-3790
2022-Q4,2022-10-01,2022-10-28,Phase 4 Loyalty and Personalization,data,Priya Nair,green,89,21,7,"connect loyalty, promotions, and segmentation; focus on data; risk: on-call load.",ATLAS-3356
2022-Q4,2022-10-01,2022-10-28,Phase 4 Loyalty and Personalization,support,Ravi Patel,amber,72,3,4,"connect loyalty, promotions, and segmentation; focus on support; risk: dependency drift.",ATLAS-5425
2022-Q4,2022-11-01,2022-11-28,Phase 4 Loyalty and Personalization,platform,Owen Brooks,red,23,6,7,"connect loyalty, promotions, and segmentation; focus on platform; risk: dependency drift.",ATLAS-1369
2022-Q4,2022-11-01,2022-11-28,Phase 4 Loyalty and Personalization,checkout,Maya Chen,amber,38,24,7,"connect loyalty, promotions, and segmentation; focus on checkout; risk: customer readiness.",ATLAS-1460
2022-Q4,2022-11-01,2022-11-28,Phase 4 Loyalty and Personalization,payments,Ben Carter,amber,79,6,7,"connect loyalty, promotions, and segmentation; focus on payments; risk: dependency drift.",ATLAS-1499
2022-Q4,2022-11-01,2022-11-28,Phase 4 Loyalty and Personalization,observability,Aisha Khan,green,34,6,4,"connect loyalty, promotions, and segmentation; focus on observability; risk: dependency drift.",ATLAS-3643
2022-Q4,2022-11-01,2022-11-28,Phase 4 Loyalty and Personalization,data,Fatima Noor,amber,31,19,8,"connect loyalty, promotions, and segmentation; focus on data; risk: customer readiness.",ATLAS-1823
2022-Q4,2022-11-01,2022-11-28,Phase 4 Loyalty and Personalization,support,Sara Novak,red,66,19,3,"connect loyalty, promotions, and segmentation; focus on support; risk: schema migration.",ATLAS-2569
2022-Q4,2022-12-01,2022-12-28,Phase 4 Loyalty and Personalization,platform,Grace Kim,red,25,18,8,"connect loyalty, promotions, and segmentation; focus on platform; risk: schema migration.",ATLAS-1867
2022-Q4,2022-12-01,2022-12-28,Phase 4 Loyalty and Personalization,checkout,Nora Singh,red,26,22,7,"connect loyalty, promotions, and segmentation; focus on checkout; risk: test data gap.",ATLAS-2713
2022-Q4,2022-12-01,2022-12-28,Phase 4 Loyalty and Personalization,payments,Aisha Khan,amber,80,17,6,"connect loyalty, promotions, and segmentation; focus on payments; risk: test data gap.",ATLAS-5399
2022-Q4,2022-12-01,2022-12-28,Phase 4 Loyalty and Personalization,observability,Theo Martin,amber,49,8,3,"connect loyalty, promotions, and segmentation; focus on observability; risk: test data gap.",ATLAS-4604
2022-Q4,2022-12-01,2022-12-28,Phase 4 Loyalty and Personalization,data,Fatima Noor,amber,92,22,7,"connect loyalty, promotions, and segmentation; focus on data; risk: dependency drift.",ATLAS-5247
2022-Q4,2022-12-01,2022-12-28,Phase 4 Loyalty and Personalization,support,Theo Martin,green,47,22,6,"connect loyalty, promotions, and segmentation; focus on support; risk: on-call load.",ATLAS-2728
2023-Q1,2023-01-01,2023-01-28,Phase 5 Resilience and Observability,platform,Jon Bell,green,91,19,4,"burn down incidents, improve SLOs, add tracing; focus on platform; risk: on-call load.",ATLAS-5424
2023-Q1,2023-01-01,2023-01-28,Phase 5 Resilience and Observability,checkout,Anika Sharma,red,38,10,5,"burn down incidents, improve SLOs, add tracing; focus on checkout; risk: customer readiness.",ATLAS-3556
2023-Q1,2023-01-01,2023-01-28,Phase 5 Resilience and Observability,payments,Owen Brooks,amber,44,8,7,"burn down incidents, improve SLOs, add tracing; focus on payments; risk: customer readiness.",ATLAS-1330
2023-Q1,2023-01-01,2023-01-28,Phase 5 Resilience and Observability,observability,Victor Silva,red,27,7,7,"burn down incidents, improve SLOs, add tracing; focus on observability; risk: customer readiness.",ATLAS-3794
2023-Q1,2023-01-01,2023-01-28,Phase 5 Resilience and Observability,data,Ravi Patel,amber,58,15,0,"burn down incidents, improve SLOs, add tracing; focus on data; risk: on-call load.",ATLAS-4914
2023-Q1,2023-01-01,2023-01-28,Phase 5 Resilience and Observability,support,Nora Singh,amber,96,4,5,"burn down incidents, improve SLOs, add tracing; focus on support; risk: schema migration.",ATLAS-1653
2023-Q1,2023-02-01,2023-02-28,Phase 5 Resilience and Observability,platform,Luca Moretti,red,75,21,4,"burn down incidents, improve SLOs, add tracing; focus on platform; risk: test data gap.",ATLAS-2203
2023-Q1,2023-02-01,2023-02-28,Phase 5 Resilience and Observability,checkout,Grace Kim,amber,27,16,7,"burn down incidents, improve SLOs, add tracing; focus on checkout; risk: customer readiness.",ATLAS-1164
2023-Q1,2023-02-01,2023-02-28,Phase 5 Resilience and Observability,payments,Kim Tan,green,24,18,7,"burn down incidents, improve SLOs, add tracing; focus on payments; risk: capacity risk.",ATLAS-1995
2023-Q1,2023-02-01,2023-02-28,Phase 5 Resilience and Observability,observability,Theo Martin,amber,24,3,0,"burn down incidents, improve SLOs, add tracing; focus on observability; risk: customer readiness.",ATLAS-2694
2023-Q1,2023-02-01,2023-02-28,Phase 5 Resilience and Observability,data,Elena Petrova,green,87,12,0,"burn down incidents, improve SLOs, add tracing; focus on data; risk: customer readiness.",ATLAS-4137
2023-Q1,2023-02-01,2023-02-28,Phase 5 Resilience and Observability,support,Ravi Patel,amber,21,5,4,"burn down incidents, improve SLOs, add tracing; focus on support; risk: schema migration.",ATLAS-4071
2023-Q1,2023-03-01,2023-03-28,Phase 5 Resilience and Observability,platform,Dmitri Volkov,green,47,21,8,"burn down incidents, improve SLOs, add tracing; focus on platform; risk: vendor approval.",ATLAS-2020
2023-Q1,2023-03-01,2023-03-28,Phase 5 Resilience and Observability,checkout,Iris Wang,red,82,11,6,"burn down incidents, improve SLOs, add tracing; focus on checkout; risk: capacity risk.",ATLAS-1450
2023-Q1,2023-03-01,2023-03-28,Phase 5 Resilience and Observability,payments,Harper Lee,amber,69,7,8,"burn down incidents, improve SLOs, add tracing; focus on payments; risk: schema migration.",ATLAS-3511
2023-Q1,2023-03-01,2023-03-28,Phase 5 Resilience and Observability,observability,Nora Singh,amber,33,20,2,"burn down incidents, improve SLOs, add tracing; focus on observability; risk: schema migration.",ATLAS-1692
2023-Q1,2023-03-01,2023-03-28,Phase 5 Resilience and Observability,data,Ravi Patel,red,80,22,6,"burn down incidents, improve SLOs, add tracing; focus on data; risk: schema migration.",ATLAS-1853
2023-Q1,2023-03-01,2023-03-28,Phase 5 Resilience and Observability,support,Luca Moretti,amber,51,18,4,"burn down incidents, improve SLOs, add tracing; focus on support; risk: dependency drift.",ATLAS-5509
2023-Q2,2023-04-01,2023-04-28,Phase 5 Resilience and Observability,platform,Priya Nair,amber,25,17,3,"burn down incidents, improve SLOs, add tracing; focus on platform; risk: capacity risk.",ATLAS-2977
2023-Q2,2023-04-01,2023-04-28,Phase 5 Resilience and Observability,checkout,Samir Rao,red,90,24,4,"burn down incidents, improve SLOs, add tracing; focus on checkout; risk: dependency drift.",ATLAS-3049
2023-Q2,2023-04-01,2023-04-28,Phase 5 Resilience and Observability,payments,Iris Wang,green,25,12,1,"burn down incidents, improve SLOs, add tracing; focus on payments; risk: on-call load.",ATLAS-5400
2023-Q2,2023-04-01,2023-04-28,Phase 5 Resilience and Observability,observability,Maya Chen,green,95,17,1,"burn down incidents, improve SLOs, add tracing; focus on observability; risk: on-call load.",ATLAS-3671
2023-Q2,2023-04-01,2023-04-28,Phase 5 Resilience and Observability,data,Luca Moretti,amber,26,5,8,"burn down incidents, improve SLOs, add tracing; focus on data; risk: capacity risk.",ATLAS-1726
2023-Q2,2023-04-01,2023-04-28,Phase 5 Resilience and Observability,support,Anika Sharma,red,94,23,2,"burn down incidents, improve SLOs, add tracing; focus on support; risk: test data gap.",ATLAS-4582
2023-Q2,2023-05-01,2023-05-28,Phase 5 Resilience and Observability,platform,Kim Tan,amber,75,7,8,"burn down incidents, improve SLOs, add tracing; focus on platform; risk: on-call load.",ATLAS-1447
2023-Q2,2023-05-01,2023-05-28,Phase 5 Resilience and Observability,checkout,Nora Singh,red,35,18,0,"burn down incidents, improve SLOs, add tracing; focus on checkout; risk: schema migration.",ATLAS-6080
2023-Q2,2023-05-01,2023-05-28,Phase 5 Resilience and Observability,payments,Aisha Khan,green,36,9,3,"burn down incidents, improve SLOs, add tracing; focus on payments; risk: test data gap.",ATLAS-2354
2023-Q2,2023-05-01,2023-05-28,Phase 5 Resilience and Observability,observability,Luca Moretti,amber,26,21,1,"burn down incidents, improve SLOs, add tracing; focus on observability; risk: customer readiness.",ATLAS-3014
2023-Q2,2023-05-01,2023-05-28,Phase 5 Resilience and Observability,data,Aisha Khan,amber,95,12,6,"burn down incidents, improve SLOs, add tracing; focus on data; risk: on-call load.",ATLAS-2798
2023-Q2,2023-05-01,2023-05-28,Phase 5 Resilience and Observability,support,Dmitri Volkov,red,81,3,3,"burn down incidents, improve SLOs, add tracing; focus on support; risk: schema migration.",ATLAS-3304
2023-Q2,2023-06-01,2023-06-28,Phase 5 Resilience and Observability,platform,Ben Carter,green,30,6,7,"burn down incidents, improve SLOs, add tracing; focus on platform; risk: schema migration.",ATLAS-3061
2023-Q2,2023-06-01,2023-06-28,Phase 5 Resilience and Observability,checkout,Fatima Noor,amber,44,9,7,"burn down incidents, improve SLOs, add tracing; focus on checkout; risk: vendor approval.",ATLAS-1440
2023-Q2,2023-06-01,2023-06-28,Phase 5 Resilience and Observability,payments,Sara Novak,green,72,18,6,"burn down incidents, improve SLOs, add tracing; focus on payments; risk: schema migration.",ATLAS-1340
2023-Q2,2023-06-01,2023-06-28,Phase 5 Resilience and Observability,observability,Iris Wang,green,31,10,4,"burn down incidents, improve SLOs, add tracing; focus on observability; risk: schema migration.",ATLAS-1230
2023-Q2,2023-06-01,2023-06-28,Phase 5 Resilience and Observability,data,Kim Tan,green,66,20,6,"burn down incidents, improve SLOs, add tracing; focus on data; risk: on-call load.",ATLAS-1020
2023-Q2,2023-06-01,2023-06-28,Phase 5 Resilience and Observability,support,Anika Sharma,amber,29,17,0,"burn down incidents, improve SLOs, add tracing; focus on support; risk: vendor approval.",ATLAS-5511
2023-Q3,2023-07-01,2023-07-28,Phase 5 Resilience and Observability,platform,Dmitri Volkov,amber,83,15,7,"burn down incidents, improve SLOs, add tracing; focus on platform; risk: test data gap.",ATLAS-6061
2023-Q3,2023-07-01,2023-07-28,Phase 5 Resilience and Observability,checkout,Maya Chen,amber,64,8,1,"burn down incidents, improve SLOs, add tracing; focus on checkout; risk: capacity risk.",ATLAS-5666
2023-Q3,2023-07-01,2023-07-28,Phase 5 Resilience and Observability,payments,Harper Lee,amber,70,20,2,"burn down incidents, improve SLOs, add tracing; focus on payments; risk: schema migration.",ATLAS-1610
2023-Q3,2023-07-01,2023-07-28,Phase 5 Resilience and Observability,observability,Elena Petrova,green,73,15,0,"burn down incidents, improve SLOs, add tracing; focus on observability; risk: customer readiness.",ATLAS-1648
2023-Q3,2023-07-01,2023-07-28,Phase 5 Resilience and Observability,data,Owen Brooks,green,59,22,2,"burn down incidents, improve SLOs, add tracing; focus on data; risk: capacity risk.",ATLAS-1326
2023-Q3,2023-07-01,2023-07-28,Phase 5 Resilience and Observability,support,Iris Wang,amber,81,20,5,"burn down incidents, improve SLOs, add tracing; focus on support; risk: dependency drift.",ATLAS-1308
2023-Q3,2023-08-01,2023-08-28,Phase 5 Resilience and Observability,platform,Nora Singh,green,94,22,4,"burn down incidents, improve SLOs, add tracing; focus on platform; risk: schema migration.",ATLAS-3062
2023-Q3,2023-08-01,2023-08-28,Phase 5 Resilience and Observability,checkout,Ben Carter,red,90,19,4,"burn down incidents, improve SLOs, add tracing; focus on checkout; risk: dependency drift.",ATLAS-3888
2023-Q3,2023-08-01,2023-08-28,Phase 5 Resilience and Observability,payments,Victor Silva,red,73,21,7,"burn down incidents, improve SLOs, add tracing; focus on payments; risk: schema migration.",ATLAS-4195
2023-Q3,2023-08-01,2023-08-28,Phase 5 Resilience and Observability,observability,Grace Kim,amber,57,22,2,"burn down incidents, improve SLOs, add tracing; focus on observability; risk: test data gap.",ATLAS-6182
2023-Q3,2023-08-01,2023-08-28,Phase 5 Resilience and Observability,data,Jon Bell,red,57,12,7,"burn down incidents, improve SLOs, add tracing; focus on data; risk: dependency drift.",ATLAS-3794
2023-Q3,2023-08-01,2023-08-28,Phase 5 Resilience and Observability,support,Iris Wang,green,69,3,5,"burn down incidents, improve SLOs, add tracing; focus on support; risk: capacity risk.",ATLAS-4050
2023-Q3,2023-09-01,2023-09-28,Phase 5 Resilience and Observability,platform,Priya Nair,red,42,4,7,"burn down incidents, improve SLOs, add tracing; focus on platform; risk: vendor approval.",ATLAS-3380
2023-Q3,2023-09-01,2023-09-28,Phase 5 Resilience and Observability,checkout,Grace Kim,green,22,12,7,"burn down incidents, improve SLOs, add tracing; focus on checkout; risk: dependency drift.",ATLAS-2294
2023-Q3,2023-09-01,2023-09-28,Phase 5 Resilience and Observability,payments,Anika Sharma,amber,56,13,6,"burn down incidents, improve SLOs, add tracing; focus on payments; risk: customer readiness.",ATLAS-2868
2023-Q3,2023-09-01,2023-09-28,Phase 5 Resilience and Observability,observability,Harper Lee,green,72,18,6,"burn down incidents, improve SLOs, add tracing; focus on observability; risk: capacity risk.",ATLAS-3040
2023-Q3,2023-09-01,2023-09-28,Phase 5 Resilience and Observability,data,Theo Martin,green,53,4,5,"burn down incidents, improve SLOs, add tracing; focus on data; risk: on-call load.",ATLAS-5247
2023-Q3,2023-09-01,2023-09-28,Phase 5 Resilience and Observability,support,Grace Kim,green,94,7,6,"burn down incidents, improve SLOs, add tracing; focus on support; risk: customer readiness.",ATLAS-2857
2023-Q4,2023-10-01,2023-10-28,Phase 5 Resilience and Observability,platform,Dmitri Volkov,amber,28,20,2,"burn down incidents, improve SLOs, add tracing; focus on platform; risk: schema migration.",ATLAS-1092
2023-Q4,2023-10-01,2023-10-28,Phase 5 Resilience and Observability,checkout,Aisha Khan,amber,88,15,8,"burn down incidents, improve SLOs, add tracing; focus on checkout; risk: on-call load.",ATLAS-4610
2023-Q4,2023-10-01,2023-10-28,Phase 5 Resilience and Observability,payments,Elena Petrova,red,95,15,8,"burn down incidents, improve SLOs, add tracing; focus on payments; risk: capacity risk.",ATLAS-1284
2023-Q4,2023-10-01,2023-10-28,Phase 5 Resilience and Observability,observability,Jon Bell,amber,96,24,0,"burn down incidents, improve SLOs, add tracing; focus on observability; risk: test data gap.",ATLAS-5414
2023-Q4,2023-10-01,2023-10-28,Phase 5 Resilience and Observability,data,Aisha Khan,amber,52,20,4,"burn down incidents, improve SLOs, add tracing; focus on data; risk: capacity risk.",ATLAS-5871
2023-Q4,2023-10-01,2023-10-28,Phase 5 Resilience and Observability,support,Owen Brooks,green,71,18,4,"burn down incidents, improve SLOs, add tracing; focus on support; risk: schema migration.",ATLAS-4418
2023-Q4,2023-11-01,2023-11-28,Phase 5 Resilience and Observability,platform,Ben Carter,green,67,9,8,"burn down incidents, improve SLOs, add tracing; focus on platform; risk: test data gap.",ATLAS-3979
2023-Q4,2023-11-01,2023-11-28,Phase 5 Resilience and Observability,checkout,Owen Brooks,amber,50,17,8,"burn down incidents, improve SLOs, add tracing; focus on checkout; risk: dependency drift.",ATLAS-2745
2023-Q4,2023-11-01,2023-11-28,Phase 5 Resilience and Observability,payments,Aisha Khan,green,83,7,1,"burn down incidents, improve SLOs, add tracing; focus on payments; risk: capacity risk.",ATLAS-1128
2023-Q4,2023-11-01,2023-11-28,Phase 5 Resilience and Observability,observability,Anika Sharma,red,82,3,6,"burn down incidents, improve SLOs, add tracing; focus on observability; risk: on-call load.",ATLAS-1239
2023-Q4,2023-11-01,2023-11-28,Phase 5 Resilience and Observability,data,Priya Nair,amber,80,13,4,"burn down incidents, improve SLOs, add tracing; focus on data; risk: customer readiness.",ATLAS-1867
2023-Q4,2023-11-01,2023-11-28,Phase 5 Resilience and Observability,support,Luca Moretti,green,40,18,5,"burn down incidents, improve SLOs, add tracing; focus on support; risk: schema migration.",ATLAS-2845
2023-Q4,2023-12-01,2023-12-28,Phase 5 Resilience and Observability,platform,Mateo Garcia,green,78,11,4,"burn down incidents, improve SLOs, add tracing; focus on platform; risk: vendor approval.",ATLAS-2081
2023-Q4,2023-12-01,2023-12-28,Phase 5 Resilience and Observability,checkout,Iris Wang,amber,78,5,6,"burn down incidents, improve SLOs, add tracing; focus on checkout; risk: capacity risk.",ATLAS-1494
2023-Q4,2023-12-01,2023-12-28,Phase 5 Resilience and Observability,payments,Nora Singh,red,47,5,7,"burn down incidents, improve SLOs, add tracing; focus on payments; risk: capacity risk.",ATLAS-1678
2023-Q4,2023-12-01,2023-12-28,Phase 5 Resilience and Observability,observability,Samir Rao,amber,44,23,3,"burn down incidents, improve SLOs, add tracing; focus on observability; risk: schema migration.",ATLAS-1417
2023-Q4,2023-12-01,2023-12-28,Phase 5 Resilience and Observability,data,Samir Rao,green,87,3,3,"burn down incidents, improve SLOs, add tracing; focus on data; risk: vendor approval.",ATLAS-1540
2023-Q4,2023-12-01,2023-12-28,Phase 5 Resilience and Observability,support,Grace Kim,red,70,24,5,"burn down incidents, improve SLOs, add tracing; focus on support; risk: test data gap.",ATLAS-5059
2024-Q1,2024-01-01,2024-01-28,Phase 6 Order Orchestration,platform,Aisha Khan,amber,53,5,8,orchestrate inventory reservation and async order ledger; focus on platform; risk: schema migration.,ATLAS-2183
2024-Q1,2024-01-01,2024-01-28,Phase 6 Order Orchestration,checkout,Ben Carter,amber,18,22,0,orchestrate inventory reservation and async order ledger; focus on checkout; risk: vendor approval.,ATLAS-1831
2024-Q1,2024-01-01,2024-01-28,Phase 6 Order Orchestration,payments,Sara Novak,amber,37,20,5,orchestrate inventory reservation and async order ledger; focus on payments; risk: customer readiness.,ATLAS-3045
2024-Q1,2024-01-01,2024-01-28,Phase 6 Order Orchestration,observability,Theo Martin,green,31,21,4,orchestrate inventory reservation and async order ledger; focus on observability; risk: customer readiness.,ATLAS-4232
2024-Q1,2024-01-01,2024-01-28,Phase 6 Order Orchestration,data,Nora Singh,amber,63,18,2,orchestrate inventory reservation and async order ledger; focus on data; risk: customer readiness.,ATLAS-4743
2024-Q1,2024-01-01,2024-01-28,Phase 6 Order Orchestration,support,Fatima Noor,green,19,22,8,orchestrate inventory reservation and async order ledger; focus on support; risk: schema migration.,ATLAS-1843
2024-Q1,2024-02-01,2024-02-28,Phase 6 Order Orchestration,platform,Anika Sharma,green,68,18,3,orchestrate inventory reservation and async order ledger; focus on platform; risk: test data gap.,ATLAS-3552
2024-Q1,2024-02-01,2024-02-28,Phase 6 Order Orchestration,checkout,Theo Martin,amber,91,9,1,orchestrate inventory reservation and async order ledger; focus on checkout; risk: test data gap.,ATLAS-5554
2024-Q1,2024-02-01,2024-02-28,Phase 6 Order Orchestration,payments,Kim Tan,amber,50,12,7,orchestrate inventory reservation and async order ledger; focus on payments; risk: vendor approval.,ATLAS-5194
2024-Q1,2024-02-01,2024-02-28,Phase 6 Order Orchestration,observability,Jon Bell,amber,65,5,5,orchestrate inventory reservation and async order ledger; focus on observability; risk: dependency drift.,ATLAS-6004
2024-Q1,2024-02-01,2024-02-28,Phase 6 Order Orchestration,data,Samir Rao,red,45,12,7,orchestrate inventory reservation and async order ledger; focus on data; risk: on-call load.,ATLAS-4308
2024-Q1,2024-02-01,2024-02-28,Phase 6 Order Orchestration,support,Grace Kim,green,60,18,1,orchestrate inventory reservation and async order ledger; focus on support; risk: capacity risk.,ATLAS-3930
2024-Q1,2024-03-01,2024-03-28,Phase 6 Order Orchestration,platform,Fatima Noor,green,93,8,1,orchestrate inventory reservation and async order ledger; focus on platform; risk: schema migration.,ATLAS-5539
2024-Q1,2024-03-01,2024-03-28,Phase 6 Order Orchestration,checkout,Anika Sharma,red,23,14,3,orchestrate inventory reservation and async order ledger; focus on checkout; risk: dependency drift.,ATLAS-2665
2024-Q1,2024-03-01,2024-03-28,Phase 6 Order Orchestration,payments,Noah Evans,green,52,3,0,orchestrate inventory reservation and async order ledger; focus on payments; risk: customer readiness.,ATLAS-3113
2024-Q1,2024-03-01,2024-03-28,Phase 6 Order Orchestration,observability,Nora Singh,red,55,9,8,orchestrate inventory reservation and async order ledger; focus on observability; risk: schema migration.,ATLAS-2276
2024-Q1,2024-03-01,2024-03-28,Phase 6 Order Orchestration,data,Elena Petrova,amber,29,22,7,orchestrate inventory reservation and async order ledger; focus on data; risk: test data gap.,ATLAS-4717
2024-Q1,2024-03-01,2024-03-28,Phase 6 Order Orchestration,support,Nora Singh,green,27,5,3,orchestrate inventory reservation and async order ledger; focus on support; risk: dependency drift.,ATLAS-2343
2024-Q2,2024-04-01,2024-04-28,Phase 6 Order Orchestration,platform,Priya Nair,green,33,23,0,orchestrate inventory reservation and async order ledger; focus on platform; risk: capacity risk.,ATLAS-3947
2024-Q2,2024-04-01,2024-04-28,Phase 6 Order Orchestration,checkout,Luca Moretti,amber,59,3,7,orchestrate inventory reservation and async order ledger; focus on checkout; risk: customer readiness.,ATLAS-4794
2024-Q2,2024-04-01,2024-04-28,Phase 6 Order Orchestration,payments,Priya Nair,amber,34,8,0,orchestrate inventory reservation and async order ledger; focus on payments; risk: capacity risk.,ATLAS-2498
2024-Q2,2024-04-01,2024-04-28,Phase 6 Order Orchestration,observability,Jon Bell,green,57,8,2,orchestrate inventory reservation and async order ledger; focus on observability; risk: on-call load.,ATLAS-5240
2024-Q2,2024-04-01,2024-04-28,Phase 6 Order Orchestration,data,Owen Brooks,red,64,11,6,orchestrate inventory reservation and async order ledger; focus on data; risk: vendor approval.,ATLAS-4981
2024-Q2,2024-04-01,2024-04-28,Phase 6 Order Orchestration,support,Dmitri Volkov,red,94,13,7,orchestrate inventory reservation and async order ledger; focus on support; risk: test data gap.,ATLAS-4623
