experiment_id,start_date,quarter,channel,service,experiment_name,status,sample_size,control_conversion_pct,variant_conversion_pct,lift_pct,operational_note,linked_jira,decision_note
EXP-01573,2023-03-23,2023-Q1,partner-api,search-recommendations,tax quote cache,won,220025,74.6,74.04,-0.56,conversion improved,ATLAS-3939,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01574,2023-03-24,2023-Q1,store-kiosk,checkout-api,checkout button copy,won,88771,77.59,78.59,1.0,support tickets increased,ATLAS-4251,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01575,2023-03-25,2023-Q1,store-kiosk,loyalty-service,payment retry UX,running,188202,75.85,77.55,1.7,latency increased,ATLAS-1193,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01576,2023-03-26,2023-Q1,store-kiosk,analytics-pipeline,tax quote cache,inconclusive,62232,82.51,83.83,1.31,support tickets increased,ATLAS-5347,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01577,2023-03-27,2023-Q1,ios,pricing-engine,checkout button copy,lost,137601,86.5,87.28,0.78,latency neutral,ATLAS-3812,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01578,2023-03-28,2023-Q1,android,analytics-pipeline,coupon fallback,running,103456,75.18,70.0,-5.18,no clear impact,ATLAS-4748,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01579,2023-03-30,2023-Q1,store-kiosk,tax-service,one-click reorder,rolled back,37159,72.66,72.67,0.01,support tickets increased,ATLAS-1015,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01580,2023-03-31,2023-Q1,partner-api,loyalty-service,payment retry UX,rolled back,86985,90.68,91.82,1.13,conversion improved,ATLAS-1995,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01581,2023-04-01,2023-Q2,partner-api,analytics-pipeline,inventory warning,draft,22541,75.89,79.38,3.49,latency neutral,ATLAS-4919,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01582,2023-04-02,2023-Q2,partner-api,cart-service,tax quote cache,inconclusive,68708,81.11,85.38,4.27,latency increased,ATLAS-3037,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01583,2023-04-03,2023-Q2,ios,payment-orchestrator,loyalty prompt,rolled back,31698,78.02,80.39,2.38,latency neutral,ATLAS-2385,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01584,2023-04-04,2023-Q2,ios,analytics-pipeline,address validation,draft,83375,77.9,76.13,-1.77,support tickets increased,ATLAS-2069,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01585,2023-04-05,2023-Q2,ios,tax-service,loyalty prompt,inconclusive,167914,74.76,75.68,0.92,conversion improved,ATLAS-2457,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01586,2023-04-06,2023-Q2,web,notification-service,payment retry UX,inconclusive,43527,85.81,85.55,-0.26,support tickets increased,ATLAS-1904,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01587,2023-04-08,2023-Q2,android,inventory-reservation,payment retry UX,won,194912,88.04,89.04,1.0,no clear impact,ATLAS-4937,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01588,2023-04-09,2023-Q2,store-kiosk,search-recommendations,payment retry UX,draft,208164,83.92,88.02,4.1,support tickets increased,ATLAS-5408,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01589,2023-04-10,2023-Q2,web,pricing-engine,checkout button copy,draft,146665,81.8,83.3,1.5,support tickets increased,ATLAS-5582,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01590,2023-04-11,2023-Q2,partner-api,tax-service,loyalty prompt,draft,208478,82.22,83.88,1.66,latency increased,ATLAS-4722,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01591,2023-04-12,2023-Q2,store-kiosk,tax-service,inventory warning,inconclusive,60745,88.78,87.36,-1.41,latency increased,ATLAS-5518,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01592,2023-04-13,2023-Q2,store-kiosk,pricing-engine,loyalty prompt,inconclusive,224206,73.28,72.45,-0.82,no clear impact,ATLAS-2918,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01593,2023-04-14,2023-Q2,partner-api,tax-service,checkout button copy,draft,160629,89.32,91.05,1.74,latency neutral,ATLAS-3396,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01594,2023-04-15,2023-Q2,ios,pricing-engine,one-click reorder,won,95746,88.52,86.15,-2.37,latency increased,ATLAS-5204,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01595,2023-04-16,2023-Q2,android,notification-service,address validation,lost,82892,78.28,78.76,0.48,no clear impact,ATLAS-5004,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01596,2023-04-18,2023-Q2,mobile-web,order-ledger,coupon fallback,running,66809,75.49,75.12,-0.37,latency neutral,ATLAS-1608,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01597,2023-04-19,2023-Q2,ios,pricing-engine,address validation,rolled back,210292,83.6,85.89,2.29,support tickets increased,ATLAS-3435,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01598,2023-04-20,2023-Q2,store-kiosk,order-ledger,address validation,draft,121160,89.75,90.79,1.04,support tickets increased,ATLAS-5417,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01599,2023-04-21,2023-Q2,web,tax-service,address validation,rolled back,73107,72.5,70.91,-1.59,no clear impact,ATLAS-2004,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01600,2023-04-22,2023-Q2,ios,order-ledger,one-click reorder,draft,72635,79.65,77.99,-1.66,no clear impact,ATLAS-3325,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01601,2023-04-23,2023-Q2,android,order-ledger,loyalty prompt,running,210268,80.7,86.76,6.06,latency neutral,ATLAS-1552,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01602,2023-04-24,2023-Q2,mobile-web,notification-service,loyalty prompt,lost,239529,86.27,87.32,1.05,no clear impact,ATLAS-2952,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01603,2023-04-25,2023-Q2,store-kiosk,checkout-api,payment retry UX,won,160494,79.87,83.5,3.63,latency neutral,ATLAS-4107,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01604,2023-04-27,2023-Q2,partner-api,auth-gateway,inventory warning,rolled back,19381,88.62,92.7,4.08,conversion improved,ATLAS-2432,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01605,2023-04-28,2023-Q2,web,analytics-pipeline,checkout button copy,rolled back,42167,89.92,91.24,1.32,no clear impact,ATLAS-2023,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01606,2023-04-29,2023-Q2,android,loyalty-service,tax quote cache,running,219281,77.9,78.56,0.66,conversion improved,ATLAS-2967,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01607,2023-04-30,2023-Q2,web,loyalty-service,checkout button copy,rolled back,82338,88.02,88.18,0.16,support tickets increased,ATLAS-4606,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01608,2023-05-01,2023-Q2,ios,inventory-reservation,tax quote cache,lost,135152,89.67,92.69,3.02,latency neutral,ATLAS-1137,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01609,2023-05-02,2023-Q2,web,inventory-reservation,tax quote cache,won,142253,74.84,77.37,2.53,latency increased,ATLAS-2144,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01610,2023-05-03,2023-Q2,ios,search-recommendations,checkout button copy,won,112163,90.24,88.3,-1.94,conversion improved,ATLAS-1769,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01611,2023-05-04,2023-Q2,mobile-web,cart-service,one-click reorder,won,91162,87.1,89.33,2.23,latency increased,ATLAS-3238,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01612,2023-05-05,2023-Q2,mobile-web,order-ledger,checkout button copy,inconclusive,4020,79.49,79.11,-0.38,latency increased,ATLAS-3952,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01613,2023-05-07,2023-Q2,partner-api,order-ledger,inventory warning,draft,219028,77.87,76.75,-1.12,support tickets increased,ATLAS-1012,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01614,2023-05-08,2023-Q2,ios,cart-service,loyalty prompt,inconclusive,130186,75.67,78.93,3.26,conversion improved,ATLAS-5634,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01615,2023-05-09,2023-Q2,partner-api,pricing-engine,inventory warning,lost,3697,79.77,79.58,-0.19,no clear impact,ATLAS-5542,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01616,2023-05-10,2023-Q2,store-kiosk,inventory-reservation,one-click reorder,draft,160623,88.36,93.06,4.71,latency neutral,ATLAS-4056,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01617,2023-05-11,2023-Q2,ios,notification-service,tax quote cache,won,85781,79.96,76.18,-3.78,no clear impact,ATLAS-2044,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01618,2023-05-12,2023-Q2,partner-api,auth-gateway,tax quote cache,running,126425,79.68,80.1,0.42,conversion improved,ATLAS-1294,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01619,2023-05-13,2023-Q2,ios,pricing-engine,coupon fallback,won,20608,85.33,86.63,1.3,support tickets increased,ATLAS-1232,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01620,2023-05-14,2023-Q2,ios,search-recommendations,inventory warning,won,217990,85.14,88.16,3.02,no clear impact,ATLAS-1383,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01621,2023-05-16,2023-Q2,mobile-web,order-ledger,coupon fallback,running,26674,86.6,89.5,2.9,latency neutral,ATLAS-5110,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01622,2023-05-17,2023-Q2,partner-api,pricing-engine,payment retry UX,rolled back,231772,85.19,83.41,-1.78,support tickets increased,ATLAS-4995,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01623,2023-05-18,2023-Q2,store-kiosk,cart-service,tax quote cache,won,154849,77.14,79.47,2.32,no clear impact,ATLAS-4059,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01624,2023-05-19,2023-Q2,store-kiosk,order-ledger,tax quote cache,inconclusive,167867,78.86,76.92,-1.95,support tickets increased,ATLAS-1799,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01625,2023-05-20,2023-Q2,mobile-web,inventory-reservation,loyalty prompt,won,46408,72.78,73.04,0.26,latency neutral,ATLAS-2806,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01626,2023-05-21,2023-Q2,mobile-web,notification-service,inventory warning,draft,112328,73.79,74.38,0.59,no clear impact,ATLAS-2740,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01627,2023-05-22,2023-Q2,mobile-web,order-ledger,one-click reorder,draft,148127,82.28,81.58,-0.71,latency increased,ATLAS-3510,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01628,2023-05-23,2023-Q2,web,tax-service,loyalty prompt,rolled back,184018,89.22,88.4,-0.82,latency neutral,ATLAS-5305,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01629,2023-05-24,2023-Q2,store-kiosk,auth-gateway,coupon fallback,draft,202530,87.62,84.98,-2.64,support tickets increased,ATLAS-1387,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01630,2023-05-26,2023-Q2,partner-api,cart-service,loyalty prompt,rolled back,127577,87.1,87.68,0.58,latency increased,ATLAS-1736,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01631,2023-05-27,2023-Q2,web,loyalty-service,tax quote cache,draft,200076,75.97,73.21,-2.77,conversion improved,ATLAS-1477,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01632,2023-05-28,2023-Q2,web,notification-service,address validation,won,126187,85.35,87.96,2.61,latency increased,ATLAS-5637,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01633,2023-05-29,2023-Q2,partner-api,auth-gateway,checkout button copy,rolled back,38354,80.53,78.99,-1.54,latency neutral,ATLAS-3439,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01634,2023-05-30,2023-Q2,mobile-web,auth-gateway,one-click reorder,rolled back,129743,90.96,91.17,0.2,support tickets increased,ATLAS-4733,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01635,2023-05-31,2023-Q2,ios,loyalty-service,checkout button copy,running,3753,79.97,83.13,3.17,conversion improved,ATLAS-1998,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01636,2023-06-01,2023-Q2,ios,analytics-pipeline,loyalty prompt,lost,159688,85.99,87.94,1.95,support tickets increased,ATLAS-5409,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01637,2023-06-02,2023-Q2,web,search-recommendations,one-click reorder,won,23367,78.35,78.17,-0.18,no clear impact,ATLAS-3940,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01638,2023-06-04,2023-Q2,android,notification-service,loyalty prompt,inconclusive,150594,72.83,70.9,-1.93,conversion improved,ATLAS-5147,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01639,2023-06-05,2023-Q2,partner-api,cart-service,payment retry UX,won,135438,76.22,78.55,2.33,no clear impact,ATLAS-2167,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01640,2023-06-06,2023-Q2,web,cart-service,coupon fallback,rolled back,117453,81.86,83.54,1.67,no clear impact,ATLAS-1274,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01641,2023-06-07,2023-Q2,web,loyalty-service,loyalty prompt,inconclusive,201789,84.08,88.98,4.9,latency increased,ATLAS-2391,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01642,2023-06-08,2023-Q2,android,checkout-api,tax quote cache,won,213341,89.31,87.15,-2.16,latency neutral,ATLAS-2882,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01643,2023-06-09,2023-Q2,android,analytics-pipeline,payment retry UX,draft,124407,76.35,75.94,-0.41,support tickets increased,ATLAS-5134,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01644,2023-06-10,2023-Q2,store-kiosk,loyalty-service,checkout button copy,draft,169080,81.8,81.08,-0.72,latency neutral,ATLAS-5021,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01645,2023-06-11,2023-Q2,android,search-recommendations,inventory warning,rolled back,229065,83.87,85.31,1.44,latency neutral,ATLAS-3641,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01646,2023-06-12,2023-Q2,store-kiosk,pricing-engine,address validation,rolled back,69328,81.62,79.48,-2.14,no clear impact,ATLAS-3263,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01647,2023-06-14,2023-Q2,store-kiosk,auth-gateway,tax quote cache,running,75390,84.7,86.39,1.7,support tickets increased,ATLAS-5281,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01648,2023-06-15,2023-Q2,store-kiosk,inventory-reservation,payment retry UX,won,191717,85.4,84.71,-0.69,support tickets increased,ATLAS-5494,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01649,2023-06-16,2023-Q2,android,analytics-pipeline,tax quote cache,inconclusive,136179,85.28,88.25,2.97,latency neutral,ATLAS-1258,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01650,2023-06-17,2023-Q2,ios,notification-service,address validation,rolled back,85039,85.97,88.4,2.42,conversion improved,ATLAS-5431,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01651,2023-06-18,2023-Q2,web,tax-service,tax quote cache,inconclusive,86790,82.65,82.77,0.11,latency neutral,ATLAS-5391,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01652,2023-06-19,2023-Q2,ios,auth-gateway,inventory warning,running,99154,78.5,79.97,1.47,support tickets increased,ATLAS-4570,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01653,2023-06-20,2023-Q2,ios,loyalty-service,inventory warning,lost,25678,74.83,75.07,0.25,latency neutral,ATLAS-6151,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01654,2023-06-21,2023-Q2,web,analytics-pipeline,payment retry UX,lost,96475,89.3,91.77,2.47,latency increased,ATLAS-4170,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01655,2023-06-23,2023-Q2,mobile-web,inventory-reservation,tax quote cache,rolled back,60654,72.07,73.53,1.47,support tickets increased,ATLAS-4755,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01656,2023-06-24,2023-Q2,web,loyalty-service,checkout button copy,draft,130299,77.4,78.46,1.05,latency neutral,ATLAS-4267,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01657,2023-06-25,2023-Q2,store-kiosk,search-recommendations,coupon fallback,lost,112625,90.59,93.59,2.99,latency neutral,ATLAS-3587,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01658,2023-06-26,2023-Q2,mobile-web,analytics-pipeline,loyalty prompt,draft,22634,74.14,74.41,0.27,latency increased,ATLAS-2957,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01659,2023-06-27,2023-Q2,partner-api,order-ledger,one-click reorder,lost,59258,72.62,74.25,1.63,latency increased,ATLAS-2537,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01660,2023-06-28,2023-Q2,store-kiosk,analytics-pipeline,tax quote cache,won,158020,73.02,76.66,3.64,conversion improved,ATLAS-4847,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01661,2023-06-29,2023-Q2,store-kiosk,analytics-pipeline,payment retry UX,rolled back,125965,87.67,86.73,-0.93,latency neutral,ATLAS-5853,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01662,2023-06-30,2023-Q2,android,loyalty-service,checkout button copy,running,163788,86.42,89.5,3.08,support tickets increased,ATLAS-1050,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01663,2023-07-01,2023-Q3,partner-api,notification-service,checkout button copy,won,15505,78.42,79.49,1.07,conversion improved,ATLAS-4040,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01664,2023-07-03,2023-Q3,mobile-web,analytics-pipeline,payment retry UX,running,168961,73.83,74.26,0.43,latency neutral,ATLAS-5246,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01665,2023-07-04,2023-Q3,android,auth-gateway,coupon fallback,lost,169859,85.71,88.96,3.25,no clear impact,ATLAS-2903,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01666,2023-07-05,2023-Q3,android,checkout-api,checkout button copy,rolled back,63431,77.58,80.74,3.16,no clear impact,ATLAS-2741,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01667,2023-07-06,2023-Q3,store-kiosk,order-ledger,one-click reorder,won,196268,82.86,82.78,-0.08,latency neutral,ATLAS-4999,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01668,2023-07-07,2023-Q3,store-kiosk,checkout-api,loyalty prompt,running,54748,72.2,71.95,-0.26,no clear impact,ATLAS-1701,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01669,2023-07-08,2023-Q3,partner-api,auth-gateway,checkout button copy,running,129395,79.39,80.09,0.7,latency neutral,ATLAS-1998,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01670,2023-07-09,2023-Q3,partner-api,payment-orchestrator,inventory warning,running,2980,90.79,89.2,-1.59,conversion improved,ATLAS-2424,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01671,2023-07-10,2023-Q3,android,search-recommendations,one-click reorder,rolled back,129391,81.95,83.85,1.91,latency increased,ATLAS-5130,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01672,2023-07-12,2023-Q3,web,search-recommendations,address validation,rolled back,44656,84.51,82.93,-1.58,conversion improved,ATLAS-4956,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01673,2023-07-13,2023-Q3,ios,order-ledger,payment retry UX,rolled back,166810,87.4,90.0,2.59,conversion improved,ATLAS-4184,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01674,2023-07-14,2023-Q3,ios,auth-gateway,one-click reorder,inconclusive,213948,82.07,83.04,0.97,latency neutral,ATLAS-3238,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01675,2023-07-15,2023-Q3,ios,order-ledger,loyalty prompt,rolled back,83570,72.77,72.92,0.15,no clear impact,ATLAS-5073,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01676,2023-07-16,2023-Q3,store-kiosk,order-ledger,address validation,inconclusive,176545,78.35,79.65,1.3,support tickets increased,ATLAS-5999,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01677,2023-07-17,2023-Q3,web,order-ledger,coupon fallback,won,17109,82.11,78.29,-3.82,conversion improved,ATLAS-2326,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01678,2023-07-18,2023-Q3,web,cart-service,payment retry UX,won,143593,88.74,88.5,-0.24,latency neutral,ATLAS-6164,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01679,2023-07-19,2023-Q3,android,checkout-api,tax quote cache,won,14153,87.16,85.53,-1.63,conversion improved,ATLAS-1599,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01680,2023-07-20,2023-Q3,partner-api,pricing-engine,coupon fallback,won,55321,85.13,83.96,-1.18,no clear impact,ATLAS-3180,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01681,2023-07-22,2023-Q3,android,checkout-api,inventory warning,lost,61432,76.51,75.27,-1.24,conversion improved,ATLAS-3135,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01682,2023-07-23,2023-Q3,android,auth-gateway,coupon fallback,running,186123,72.13,78.99,6.86,support tickets increased,ATLAS-1765,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01683,2023-07-24,2023-Q3,ios,payment-orchestrator,payment retry UX,lost,142796,75.09,78.1,3.0,latency neutral,ATLAS-6055,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01684,2023-07-25,2023-Q3,partner-api,payment-orchestrator,payment retry UX,running,4635,75.38,76.3,0.92,conversion improved,ATLAS-2374,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01685,2023-07-26,2023-Q3,store-kiosk,checkout-api,tax quote cache,inconclusive,206978,74.58,74.18,-0.4,support tickets increased,ATLAS-2539,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01686,2023-07-27,2023-Q3,partner-api,loyalty-service,checkout button copy,won,91675,84.02,82.03,-1.98,latency increased,ATLAS-2463,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01687,2023-07-28,2023-Q3,store-kiosk,notification-service,loyalty prompt,won,237492,85.25,85.99,0.74,support tickets increased,ATLAS-1343,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01688,2023-07-29,2023-Q3,android,search-recommendations,loyalty prompt,running,158761,83.98,84.11,0.13,conversion improved,ATLAS-4694,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01689,2023-07-31,2023-Q3,mobile-web,tax-service,coupon fallback,running,183998,83.52,83.05,-0.47,latency neutral,ATLAS-1019,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01690,2023-08-01,2023-Q3,android,payment-orchestrator,address validation,inconclusive,39658,76.06,72.9,-3.16,conversion improved,ATLAS-2391,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01691,2023-08-02,2023-Q3,mobile-web,inventory-reservation,inventory warning,lost,17152,87.25,89.73,2.48,latency increased,ATLAS-1079,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01692,2023-08-03,2023-Q3,ios,inventory-reservation,checkout button copy,running,197182,83.53,87.8,4.27,support tickets increased,ATLAS-2331,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01693,2023-08-04,2023-Q3,web,order-ledger,tax quote cache,lost,73650,84.86,88.63,3.78,no clear impact,ATLAS-1551,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01694,2023-08-05,2023-Q3,mobile-web,pricing-engine,coupon fallback,lost,190114,77.55,77.8,0.25,no clear impact,ATLAS-1024,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01695,2023-08-06,2023-Q3,store-kiosk,tax-service,one-click reorder,inconclusive,199852,90.12,90.05,-0.07,conversion improved,ATLAS-1109,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01696,2023-08-07,2023-Q3,ios,tax-service,tax quote cache,inconclusive,46692,86.18,83.69,-2.48,support tickets increased,ATLAS-1415,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01697,2023-08-08,2023-Q3,ios,cart-service,tax quote cache,inconclusive,59909,88.91,88.09,-0.82,latency increased,ATLAS-1695,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01698,2023-08-10,2023-Q3,ios,search-recommendations,loyalty prompt,inconclusive,144453,90.74,92.86,2.12,latency increased,ATLAS-5083,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01699,2023-08-11,2023-Q3,android,notification-service,loyalty prompt,draft,67679,80.14,80.46,0.31,conversion improved,ATLAS-2459,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01700,2023-08-12,2023-Q3,mobile-web,payment-orchestrator,coupon fallback,running,149484,73.99,74.26,0.27,latency neutral,ATLAS-4104,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01701,2023-08-13,2023-Q3,mobile-web,payment-orchestrator,checkout button copy,won,219846,83.78,85.84,2.06,latency neutral,ATLAS-2378,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
EXP-01702,2023-08-14,2023-Q3,ios,search-recommendations,loyalty prompt,won,86877,82.58,86.72,4.14,conversion improved,ATLAS-2618,"Decision note: compare product analytics with Grafana p95, support escalation volume, and release flag history."
